dialog,narration,img_id,dialog_bounding_boxes,narration_bounding_boxes,face_bounding_boxes,argument
"[""wow! i just got away in time!""]",['zooming skyward he sees the battleship belching death at the little freighter..'],2646_28_1,"[[108.0, 104.0, 352.0, 230.0]]","[[0.0, 16.0, 380.0, 112.0]]","[[199.0, 258.0, 322.0, 378.0]]","The character is neutral because the dialogue and narration mention ""wow! i just got away in time!"" and suggest wow, got, away, time, zooming."
"[""mission accomplished, sir! boris ivanov is dead --- the only scientist in all the soviets who could have deciphered that cosmic ray formula!"", ""great work, lance!""]",['larson the man of a thousand faces becomes another one - man army in  the next slugging issue of soldiers of fortune!'],2651_49_6,"[[11.0, 0.0, 278.0, 118.0], [190.0, 84.0, 307.0, 171.0]]","[[12.0, 320.0, 340.0, 436.0]]","[[74.0, 193.0, 151.0, 291.0], [210.0, 204.0, 295.0, 298.0]]","The character is angry or betrayed because the dialogue and narration mention ""mission accomplished, sir! boris ivanov is dead --- the only scientist in all the soviets who could have deciphered that cosmic ray formula!"" and suggest mission, accomplished, sir, boris, ivanov."
"[""congratulations my boy. that was a sensational job!is there anything i can do for you?""]",[],2676_46_5,"[[92.0, 0.0, 462.0, 73.0]]",[],"[[274.0, 190.0, 413.0, 339.0]]","The character is neutral because the dialogue and narration mention ""congratulations my boy. that was a sensational job!is there anything i can do for you?"" and suggest congratulations, boy, sensational."
"[""help!! men .. and intruder! help!!"", ""think the bla cat wi""]",[],2685_34_4,"[[0.0, 9.0, 260.0, 110.0], [177.0, 390.0, 301.0, 461.0]]",[],"[[93.0, 88.0, 230.0, 266.0], [82.0, 345.0, 152.0, 438.0]]","The character is neutral because the dialogue and narration mention ""help!! men .. and intruder! help!!"" and suggest help, men, intruder, help."
"[""for the present we're absolutely helpless.""]","['picking up speed, the ships start their journey .....']",2691_47_5,"[[142.0, 139.0, 328.0, 225.0]]","[[9.0, 14.0, 303.0, 67.0]]","[[128.0, 239.0, 138.0, 246.0]]","The character is neutral because the dialogue and narration mention ""for the present we're absolutely helpless."" and suggest present, absolutely, helpless, picking, speed."
"[""i've all the evidence i need right here!""]","['bing powers, kung-fu-tse leaves']",2692_51_2,"[[193.0, 48.0, 463.0, 133.0]]","[[66.0, 3.0, 463.0, 43.0]]","[[170.0, 103.0, 238.0, 199.0]]","The character is neutral because the dialogue and narration mention ""i've all the evidence i need right here!"" and suggest evidence, need, right, bing, powers."
"[""hmm that's an excellant idea!"", ""here is the history on all the cases!""]",['crash describes the plan for baiting the criminals.'],2693_23_3,"[[76.0, 62.0, 246.0, 130.0], [235.0, 59.0, 411.0, 140.0]]","[[8.0, 10.0, 411.0, 65.0]]","[[58.0, 117.0, 137.0, 224.0], [331.0, 160.0, 342.0, 175.0]]","The character is neutral because the dialogue and narration mention ""hmm that's an excellant idea!"" and suggest hmm, excellant, idea, crash, describes."
"[""i learned this in varsity football!!""]",[],2696_40_0,"[[15.0, 74.0, 321.0, 187.0]]",[],"[[55.0, 453.0, 170.0, 558.0]]","The character is neutral because the dialogue and narration mention ""i learned this in varsity football!!"" and suggest learned, varsity, football."
"[""creepy's gotta ironclad alibi! he's a patient at city hospital room 812 -- but i seen him at the stick-up!"", ""we've got to work fast, gypo.""]",[],26_9_5,"[[1.0, 0.0, 514.0, 150.0], [501.0, 0.0, 773.0, 99.0]]",[],"[[145.0, 325.0, 195.0, 377.0], [245.0, 397.0, 303.0, 448.0]]","The character is neutral because the dialogue and narration mention ""creepy's gotta ironclad alibi! he's a patient at city hospital room 812 -- but i seen him at the stick-up!"" and suggest creepy, got, ta, ironclad, alibi."
"[""yeow!!"", ""for all your dirty work, ratzi!! part payment--!!""]",[],2703_32_7,"[[439.0, 122.0, 613.0, 187.0], [50.0, 368.0, 338.0, 491.0]]",[],"[[38.0, 56.0, 105.0, 97.0], [465.0, 342.0, 525.0, 392.0]]","The character is neutral because the dialogue and narration mention ""yeow!!"" and suggest yeow."
"[""hello, kids! joanie's plane just landed without her! i'm afraid she's in trouble driver, follow route 8 out of the city, and step on it!""]",[],2705_6_1,"[[15.0, 11.0, 403.0, 182.0]]",[],"[[114.0, 169.0, 281.0, 359.0]]","The character is neutral because the dialogue and narration mention ""hello, kids! joanie's plane just landed without her! i'm afraid she's in trouble driver, follow route 8 out of the city, and step on it!"" and suggest hello, kids, joanie, plane, landed."
"[""and worst of all, poor, poor julia sits all day staring out the window, pining for the male buzzard who stole hrr heart! that is why i hate the spirit!"", ""sniff sniff!""]",[],2709_21_2,"[[16.0, 8.0, 397.0, 214.0], [223.0, 189.0, 368.0, 245.0]]",[],"[[76.0, 191.0, 202.0, 360.0], [315.0, 264.0, 370.0, 322.0]]","The character is angry or betrayed because the dialogue and narration mention ""and worst of all, poor, poor julia sits all day staring out the window, pining for the male buzzard who stole hrr heart! that is why i hate the spirit!"" and suggest worst, poor, poor, julia, sits."
"[""there she is! --alone! helpless!""]","[""minutes later, at elva grammant's ...""]",2711_30_3,"[[64.0, 66.0, 311.0, 171.0]]","[[0.0, 0.0, 325.0, 65.0]]","[[175.0, 224.0, 237.0, 295.0]]","The character is neutral because the dialogue and narration mention ""there she is! --alone! helpless!"" and suggest helpless, minutes, later, elva, grammant."
"[""why, it's a --a paper airplane!""]",[],2726_11_4,"[[104.0, 50.0, 301.0, 137.0]]",[],"[[179.0, 237.0, 331.0, 380.0]]","The character is neutral because the dialogue and narration mention ""why, it's a --a paper airplane!"" and suggest paper, airplane."
"[""oh!!""]",['page 45'],2732_46_2,"[[102.0, 54.0, 346.0, 161.0]]","[[203.0, 1.0, 459.0, 75.0]]","[[85.0, 213.0, 191.0, 426.0]]","The character is neutral because the dialogue and narration mention ""oh!!"" and suggest oh, page."
"[""nice work ... i'm almost there!""]",[],2734_33_1,"[[16.0, 51.0, 267.0, 154.0]]",[],"[[132.0, 220.0, 196.0, 320.0]]","The character is neutral because the dialogue and narration mention ""nice work ... i'm almost there!"" and suggest nice, work."
"[""i'll stamp you into the dust, like a worm!"", ""oops that wa was close!""]",[],2739_29_4,"[[15.0, 0.0, 214.0, 56.0], [142.0, 14.0, 231.0, 93.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [176.0, 141.0, 202.0, 172.0]]","The character is neutral because the dialogue and narration mention ""i'll stamp you into the dust, like a worm!"" and suggest stamp, dust, like, worm."
"[""now what?""]",[],2760_28_4,"[[54.0, 12.0, 479.0, 162.0]]",[],"[[-1.0, -1.0, -1.0, -1.0]]","The character is angry or betrayed because the dialogue and narration mention ""now what?"" and suggest the situation."
"[""yow-w-w!"", ""good boy, pinto""]","['in a flash, pinto wheels -- and seizes the rope!']",2764_50_0,"[[167.0, 92.0, 277.0, 130.0], [164.0, 136.0, 292.0, 198.0]]","[[0.0, 0.0, 489.0, 31.0]]","[[110.0, 107.0, 147.0, 139.0], [215.0, 190.0, 274.0, 278.0]]","The character is neutral because the dialogue and narration mention ""yow-w-w!"" and suggest yow, w, w, flash, pinto."
"[""now to make sure this isn't used again! -- whoa! not so fast!""]",['one of the gang escapes!'],2776_4_3,"[[41.0, 19.0, 350.0, 89.0]]","[[0.0, 0.0, 367.0, 25.0]]","[[156.0, 92.0, 227.0, 183.0]]","The character is angry or betrayed because the dialogue and narration mention ""now to make sure this isn't used again! -- whoa! not so fast!"" and suggest sure, whoa, fast, gang, escapes."
"[""i'm just mad enough to rule the world ... with this!""]",[],2777_31_1,"[[5.0, 18.0, 220.0, 104.0]]",[],"[[213.0, 31.0, 294.0, 120.0]]","The character is angry or betrayed because the dialogue and narration mention ""i'm just mad enough to rule the world ... with this!"" and suggest mad, rule, world."
"[""don't worry, maisie. i ain't gonna kill you, but you ain't goin' nowhere till the landlady finds you tomorrow mornin'!""]",[],277_15_3,"[[61.0, 8.0, 391.0, 138.0]]",[],"[[220.0, 164.0, 380.0, 383.0]]","The character is angry or betrayed because the dialogue and narration mention ""don't worry, maisie. i ain't gonna kill you, but you ain't goin' nowhere till the landlady finds you tomorrow mornin'!"" and suggest worry, maisie, ai, gon, na."
"[""yippee! a balloon!"", ""hey, they're gonna land right on the deck!help them!""]",['an hour later...'],2786_5_1,"[[10.0, 63.0, 153.0, 164.0], [152.0, 70.0, 294.0, 214.0]]","[[8.0, 24.0, 226.0, 78.0]]","[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]","The character is neutral because the dialogue and narration mention ""yippee! a balloon!"" and suggest yippee, balloon, hour, later."
"[""sure he's the jonah! three accidents .. and he doesn't even get a scratch!"", "".. and remember all this bad luck started since we left singa-pore .. where the beggar put the voodoo on him!"", ""bah, you're just bunch of super-stitious old women!i'm no jonah .. there isn't any such thing!""]",[],2793_25_0,"[[0.0, 4.0, 208.0, 101.0], [145.0, 0.0, 362.0, 136.0], [313.0, 18.0, 424.0, 208.0]]",[],"[[85.0, 96.0, 131.0, 153.0], [144.0, 218.0, 231.0, 334.0], [272.0, 200.0, 366.0, 294.0]]","The character is neutral because the dialogue and narration mention ""sure he's the jonah! three accidents .. and he doesn't even get a scratch!"" and suggest sure, jonah, accidents, scratch."
"[""bats!""]",[],2805_13_3,"[[153.0, 243.0, 234.0, 301.0]]",[],"[[49.0, 341.0, 229.0, 558.0]]","The character is neutral because the dialogue and narration mention ""bats!"" and suggest bats."
"[""it is more a prize than you imagine!""]",[],2808_13_3,"[[12.0, 65.0, 346.0, 227.0]]",[],"[[350.0, 53.0, 923.0, 759.0]]","The character is neutral because the dialogue and narration mention ""it is more a prize than you imagine!"" and suggest prize, imagine."
"[""help!"", ""i cannot swim!""]",['but the storm rose with even greater fury until...'],2809_83_0,"[[39.0, 146.0, 156.0, 226.0], [234.0, 153.0, 413.0, 239.0]]","[[7.0, 0.0, 475.0, 81.0]]","[[75.0, 296.0, 98.0, 329.0], [238.0, 389.0, 261.0, 429.0]]","The character is happy because the dialogue and narration mention ""help!"" and suggest help, storm, rose, greater, fury."
"[""the world would have been in a frightful war by now ... if it hadn't had to stop to hunt down halran!"", ""well ... maybe! she's meeting him secretly!""]",[],2815_24_4,"[[0.0, 0.0, 536.0, 113.0], [241.0, 71.0, 570.0, 193.0]]",[],"[[39.0, 190.0, 124.0, 295.0], [243.0, 189.0, 575.0, 579.0]]","The character is angry or betrayed because the dialogue and narration mention ""the world would have been in a frightful war by now ... if it hadn't had to stop to hunt down halran!"" and suggest world, frightful, war, stop, hunt."
"[""i can hardly breathe!""]",[],2816_13_1,"[[92.0, 148.0, 288.0, 271.0]]",[],"[[105.0, 267.0, 169.0, 347.0]]","The character is neutral because the dialogue and narration mention ""i can hardly breathe!"" and suggest hardly, breathe."
"[""behold! our strange friend of the sky land is turning the tide!"", ""forsooth! t infidels are calling a retreat!""]",[],2827_40_3,"[[0.0, 15.0, 197.0, 108.0], [171.0, 15.0, 290.0, 99.0]]",[],"[[86.0, 206.0, 107.0, 237.0], [213.0, 221.0, 227.0, 235.0]]","The character is neutral because the dialogue and narration mention ""behold! our strange friend of the sky land is turning the tide!"" and suggest behold, strange, friend, sky, land."
"[""rika seems rather fond of the new-comer. but we have a little suprise for them both, eh?"", ""ha ha! you mean what the boys are working on in the lab? you're a card, boss!""]",['while back at the superior council room of the group'],2828_43_5,"[[27.0, 72.0, 348.0, 218.0], [318.0, 73.0, 530.0, 287.0]]","[[34.0, 2.0, 530.0, 87.0]]","[[36.0, 224.0, 119.0, 347.0], [202.0, 220.0, 317.0, 341.0]]","The character is neutral because the dialogue and narration mention ""rika seems rather fond of the new-comer. but we have a little suprise for them both, eh?"" and suggest rika, fond, new, comer, little."
"[""tough egg, eh?""]",[],2828_65_0,"[[356.0, 11.0, 538.0, 128.0]]",[],"[[223.0, 124.0, 285.0, 191.0]]","The character is neutral because the dialogue and narration mention ""tough egg, eh?"" and suggest tough, egg, eh."
"[""have a smoke?"", ""no thanks. and you'd better not either. it's against the school rules - and it's bad for you""]",[],2830_28_2,"[[11.0, 5.0, 110.0, 74.0], [109.0, 0.0, 310.0, 125.0]]",[],"[[40.0, 150.0, 105.0, 225.0], [186.0, 151.0, 262.0, 218.0]]","The character is neutral because the dialogue and narration mention ""have a smoke?"" and suggest smoke."
"[""you'll get no meal on this boat!"", ""nice work, cap'n!""]",[],2831_49_4,"[[0.0, 20.0, 247.0, 85.0], [204.0, 52.0, 351.0, 114.0]]",[],"[[146.0, 100.0, 215.0, 208.0], [300.0, 151.0, 349.0, 230.0]]","The character is angry or betrayed because the dialogue and narration mention ""you'll get no meal on this boat!"" and suggest meal, boat."
"[""here comes old peg-leg, and he did get one of the tribes men to come along!""]",['and while elaine continues to tantalize the conscience-stricken thugs gallant returns outside ....'],2832_45_2,"[[3.0, 100.0, 330.0, 178.0]]","[[16.0, 21.0, 341.0, 112.0]]","[[158.0, 198.0, 273.0, 361.0]]","The character is neutral because the dialogue and narration mention ""here comes old peg-leg, and he did get one of the tribes men to come along!"" and suggest comes, old, peg, leg, tribes."
"[""put them in seperate cells! later we fix them good""]",[],2839_14_1,"[[13.0, 0.0, 281.0, 63.0]]",[],"[[100.0, 85.0, 132.0, 120.0]]","The character is neutral because the dialogue and narration mention ""put them in seperate cells! later we fix them good"" and suggest seperate, cells, later, fix, good."
"[""hurry davey!they have a head start on us"", ""we'd better tie this rat up""]",[],2839_16_4,"[[6.0, 0.0, 251.0, 56.0], [89.0, 59.0, 294.0, 114.0]]",[],"[[71.0, 273.0, 83.0, 286.0], [134.0, 217.0, 150.0, 228.0]]","The character is neutral because the dialogue and narration mention ""hurry davey!they have a head start on us"" and suggest hurry, head, start."
"[""p! we'll re of\tnt!""]",[],2839_52_7,"[[0.0, 22.0, 101.0, 83.0]]",[],"[[-1.0, -1.0, -1.0, -1.0]]","The character is neutral because the dialogue and narration mention ""p! we'll re of	nt!"" and suggest p, nt."
"[""and there it is -- a piece of supercheese!""]",[],2851_19_4,"[[18.0, 9.0, 247.0, 112.0]]",[],"[[35.0, 179.0, 237.0, 325.0]]","The character is neutral because the dialogue and narration mention ""and there it is -- a piece of supercheese!"" and suggest piece, supercheese."
"[""gone! well maybe someone around the lucky chance might know about this!""]",[],2854_62_6,"[[71.0, 16.0, 357.0, 193.0]]",[],"[[351.0, 114.0, 393.0, 159.0]]","The character is angry or betrayed because the dialogue and narration mention ""gone! well maybe someone around the lucky chance might know about this!"" and suggest gone, maybe, lucky, chance, know."
"[""now push, you useless dog! -- push!-- or i'll cut you to ribbons like this --""]",['ack consciousness with a dousing of cold ess tracker is immediately chained to a h'],2860_47_5,"[[398.0, 110.0, 997.0, 208.0]]","[[177.0, 10.0, 992.0, 108.0]]","[[829.0, 235.0, 900.0, 299.0]]","The character is angry or betrayed because the dialogue and narration mention ""now push, you useless dog! -- push!-- or i'll cut you to ribbons like this --"" and suggest push, useless, dog, cut, ribbons."
"[""jeff, for heaven's sake, i want you to do something for me! you read arabic like a native! please tell me what this note says!""]",[],2864_46_0,"[[50.0, 47.0, 803.0, 273.0]]",[],"[[128.0, 286.0, 337.0, 580.0]]","The character is angry or betrayed because the dialogue and narration mention ""jeff, for heaven's sake, i want you to do something for me! you read arabic like a native! please tell me what this note says!"" and suggest jeff, heaven, sake, want, read."
"[""ruth! ruth darling --"", ""walt? what happened?it's nearly daylight!i -- you're drunk!""]","[""sometime later, in walt's tenement flat ...""]",2867_15_3,"[[10.0, 69.0, 158.0, 145.0], [125.0, 54.0, 454.0, 151.0]]","[[25.0, 22.0, 439.0, 71.0]]","[[89.0, 172.0, 191.0, 299.0], [285.0, 219.0, 400.0, 329.0]]","The character is neutral because the dialogue and narration mention ""ruth! ruth darling --"" and suggest ruth, ruth, darling, later, walt."
"[""sorry, mopsy, but fran's on a cruise\"" ... \""no, peggy's away, in the south\"" .... \""beth's out of town for a month\"" .... \""edith's away on a mediterranean cruise\"" ...""]",[],2878_2_1,"[[2.0, 4.0, 407.0, 239.0]]",[],"[[-1.0, -1.0, -1.0, -1.0]]","The character is angry or betrayed because the dialogue and narration mention ""sorry, mopsy, but fran's on a cruise"" ... ""no, peggy's away, in the south"" .... ""beth's out of town for a month"" .... ""edith's away on a mediterranean cruise"" ..."" and suggest sorry, mopsy, fran, cruise, peggy."
"[""panama!"", ""oh -- garee! i feel so terreeble!""]",[],2888_12_0,"[[70.0, 3.0, 213.0, 80.0], [314.0, 24.0, 517.0, 127.0]]",[],"[[145.0, 130.0, 241.0, 259.0], [363.0, 199.0, 424.0, 266.0]]","The character is neutral because the dialogue and narration mention ""panama!"" and suggest panama."
"[""care for some punch?"", ""good idea! these old coaches are hot as a blazes!""]","['soon, the old train creaks across the desert .....']",2889_34_3,"[[205.0, 74.0, 356.0, 152.0], [424.0, 25.0, 596.0, 159.0]]","[[41.0, 9.0, 418.0, 83.0]]","[[87.0, 83.0, 201.0, 232.0], [486.0, 193.0, 583.0, 314.0]]","The character is neutral because the dialogue and narration mention ""care for some punch?"" and suggest care, punch, soon, old, train."
"[""son, the sheriff would like to see you... only for a moment. i know it's painful, but we must do everything we can to help.""]","[""upstairs... the room of stanton's son, clark .""]",28_10_2,"[[62.0, 99.0, 490.0, 391.0]]","[[0.0, 11.0, 502.0, 105.0]]","[[389.0, 526.0, 429.0, 571.0]]","The character is angry or betrayed because the dialogue and narration mention ""son, the sheriff would like to see you... only for a moment. i know it's painful, but we must do everything we can to help."" and suggest son, sheriff, like, moment, know."
"[""listen ... \""oh woe! is huge tlouble! connie an' big stooper in hoosygow 'cause bump-bang feller in gassy-wagon! please come help! velly humble me, connie""]",[],2910_1_1,"[[31.0, 0.0, 331.0, 236.0]]",[],"[[81.0, 207.0, 195.0, 354.0]]","The character is neutral because the dialogue and narration mention ""listen ... ""oh woe! is huge tlouble! connie an' big stooper in hoosygow 'cause bump-bang feller in gassy-wagon! please come help! velly humble me, connie"" and suggest listen, oh, woe, huge, tlouble."
"[""now for marvelo ... one swift stroke and ...""]",[],2917_27_3,"[[29.0, 7.0, 314.0, 65.0]]",[],"[[71.0, 143.0, 123.0, 207.0]]","The character is angry or betrayed because the dialogue and narration mention ""now for marvelo ... one swift stroke and ..."" and suggest marvelo, swift, stroke."
"[""what a tragedy! not a sign of sick-ness -- then they are all gone!"", ""it is shocking!such good people! such neigh-bors! they never hurt anybody!""]",['a week later ...'],2918_16_4,"[[32.0, 46.0, 199.0, 170.0], [190.0, 18.0, 406.0, 166.0]]","[[47.0, 0.0, 276.0, 54.0]]","[[33.0, 189.0, 69.0, 224.0], [149.0, 173.0, 175.0, 210.0]]","The character is angry or betrayed because the dialogue and narration mention ""what a tragedy! not a sign of sick-ness -- then they are all gone!"" and suggest tragedy, sign, sick, ness, gone."
"[""there it is!""]",[],2918_29_3,"[[3.0, 2.0, 104.0, 56.0]]",[],"[[36.0, 57.0, 157.0, 163.0]]","The character is neutral because the dialogue and narration mention ""there it is!"" and suggest the situation."
"[""awful quiet in here!""]",[],2935_58_4,"[[194.0, 0.0, 299.0, 73.0]]",[],"[[106.0, 42.0, 163.0, 102.0]]","The character is neutral because the dialogue and narration mention ""awful quiet in here!"" and suggest awful, quiet."
"[""if he did it, can too!""]",[],2950_41_7,"[[6.0, 11.0, 150.0, 79.0]]",[],"[[174.0, 68.0, 221.0, 113.0]]","The character is neutral because the dialogue and narration mention ""if he did it, can too!"" and suggest the situation."
"[""i i'm afraid to look at my hole card! I need an ace to win! what if i lose...? wh - what if fate was just teasing me...?""]",[],2951_12_3,"[[7.0, 10.0, 496.0, 101.0]]",[],"[[120.0, 100.0, 452.0, 422.0]]","The character is neutral because the dialogue and narration mention ""i i'm afraid to look at my hole card! I need an ace to win! what if i lose...? wh - what if fate was just teasing me...?"" and suggest afraid, look, hole, card, need."
"[""good heavens! adams! he -- he's dead! how - how did it happen? this - is -- too much!"", ""the killer got to him a few minutes before I could get here!""]",[],2968_41_2,"[[10.0, 18.0, 295.0, 155.0], [272.0, 14.0, 556.0, 173.0]]",[],"[[102.0, 247.0, 196.0, 359.0], [356.0, 265.0, 517.0, 391.0]]","The character is neutral because the dialogue and narration mention ""good heavens! adams! he -- he's dead! how - how did it happen? this - is -- too much!"" and suggest good, heavens, adams, dead, happen."
"[""oof!""]",[],2972_51_5,"[[436.0, 0.0, 588.0, 82.0]]",[],"[[289.0, 21.0, 355.0, 110.0]]","The character is neutral because the dialogue and narration mention ""oof!"" and suggest oof."
"[""Sorry you won't be with us major!""]",[],2974_34_5,"[[3.0, 26.0, 174.0, 82.0]]",[],"[[227.0, 20.0, 302.0, 86.0]]","The character is remorseful because the dialogue and narration mention ""Sorry you won't be with us major!"" and suggest Sorry, wo, major."
"[""the clarion is gonna continue to expose corruption in this town! it's corinne im worried"", ""don't fret none! I'm moseyin' down to the lido saloon to see lewis!""]",['In the clarion office'],2976_61_5,"[[3.0, 41.0, 313.0, 167.0], [351.0, 7.0, 565.0, 158.0]]","[[0.0, 4.0, 383.0, 46.0]]","[[169.0, 160.0, 258.0, 255.0], [302.0, 124.0, 365.0, 184.0]]","The character is neutral because the dialogue and narration mention ""the clarion is gonna continue to expose corruption in this town! it's corinne im worried"" and suggest clarion, gon, na, continue, expose."
"[""hope i'm clear when he opens up!""]",[],2981_49_0,"[[11.0, 16.0, 299.0, 127.0]]",[],"[[323.0, 365.0, 389.0, 436.0]]","The character is neutral because the dialogue and narration mention ""hope i'm clear when he opens up!"" and suggest hope, clear, opens."
"[""wh wh what's happened to that\tyoung rascal where'd he go?""]",[],2983_65_3,"[[142.0, 12.0, 284.0, 97.0]]",[],"[[100.0, 23.0, 140.0, 72.0]]","The character is neutral because the dialogue and narration mention ""wh wh what's happened to that	young rascal where'd he go?"" and suggest wh, wh, happened, young, rascal."
"[""great scott ... he's alive! or is he?""]",[],2984_12_3,"[[310.0, 31.0, 666.0, 174.0]]",[],"[[268.0, 226.0, 317.0, 286.0]]","The character is happy because the dialogue and narration mention ""great scott ... he's alive! or is he?"" and suggest great, scott, alive."
"[""nice going""]",[],2988_50_4,"[[208.0, 7.0, 294.0, 57.0]]",[],"[[311.0, 59.0, 328.0, 80.0]]","The character is neutral because the dialogue and narration mention ""nice going"" and suggest nice, going."
"[""ee ii iii!""]","[""then hendrix's attention focused on something climbing the wall of the castle, an inhuman creature, the sight of which turned his blood to ice-water!""]",298_19_0,"[[262.0, 112.0, 384.0, 173.0]]","[[2.0, 22.0, 501.0, 93.0]]","[[376.0, 129.0, 433.0, 183.0]]","The character is neutral because the dialogue and narration mention ""ee ii iii!"" and suggest ee, ii, iii, hendrix, attention."
"[""i guess if old push-button's impressed with the crane family life, papa gets that promotion!"", ""so the cake is burnt! so you bake another one. why all the fuss and feathers?""]",[],2999_14_0,"[[14.0, 51.0, 462.0, 215.0], [701.0, 30.0, 1020.0, 258.0]]",[],"[[538.0, 51.0, 673.0, 233.0], [1023.0, 40.0, 1162.0, 206.0]]","The character is neutral because the dialogue and narration mention ""i guess if old push-button's impressed with the crane family life, papa gets that promotion!"" and suggest guess, old, push, button, impressed."
"[""okay, ross, your report is starting to make a little sence now."", ""which could mean i'm just crazy."", ""hey,why should i be the only one?"", ""so the client caught the bad guy, droped him with that cop tork--"", ""--and was free to head home and deal with achebe -- the creep who'd stolen his country.Then what --?!""]",[],bp_2_205_1,"[[343.0, 155.0, 488.0, 282.0], [345.0, 269.0, 486.0, 340.0], [144.0, 349.0, 262.0, 426.0], [721.0, 346.0, 876.0, 448.0], [726.0, 448.0, 895.0, 581.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [290.0, 350.0, 477.0, 533.0], [574.0, 450.0, 670.0, 563.0], [573.0, 449.0, 671.0, 561.0]]","The character is angry or betrayed because the dialogue and narration mention ""okay, ross, your report is starting to make a little sence now."" and suggest okay, ross, report, starting, little."
"[""keep moving!"", ""only one of them can climb through this vent at a time -- and they don't dare attack us alone!"", ""but -- what's ahead? where's this vent lead to?!"", ""irrelevant, agent 13 -- there is no turning back!"", ""whatever awaits us at the other end -- we will overcome!""]",[],bp_2_207_0,"[[41.0, 25.0, 142.0, 65.0], [292.0, 57.0, 446.0, 177.0], [561.0, 21.0, 719.0, 91.0], [644.0, 315.0, 817.0, 377.0], [694.0, 382.0, 873.0, 441.0]]",[],"[[196.0, 27.0, 283.0, 104.0], [201.0, 31.0, 282.0, 99.0], [462.0, 50.0, 540.0, 147.0], [807.0, 45.0, 898.0, 147.0], [805.0, 43.0, 896.0, 145.0]]","The character is neutral because the dialogue and narration mention ""keep moving!"" and suggest moving."
"[""and this has exactly what to do with my question--?"", ""context, nikki""]",[],bp_2_207_1,"[[42.0, 51.0, 181.0, 119.0], [195.0, 105.0, 281.0, 143.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]","The character is neutral because the dialogue and narration mention ""and this has exactly what to do with my question--?"" and suggest exactly."
"[""since i am no longer on active duty with the avengers, the have a vacancy in their roster -- -- one which i hope will be filled by -- the panther!"", ""i wish to consider it, my friend --""]",[],bp_2_207_3,"[[14.0, 5.0, 226.0, 144.0], [133.0, 129.0, 283.0, 188.0]]",[],"[[8.0, 166.0, 81.0, 293.0], [85.0, 191.0, 201.0, 380.0]]","The character is angry or betrayed because the dialogue and narration mention ""since i am no longer on active duty with the avengers, the have a vacancy in their roster -- -- one which i hope will be filled by -- the panther!"" and suggest longer, active, duty, avengers, vacancy."
"[""-- you asked me about that business with the avengers --"", ""yes, since the president of the united states called you on the carpet about it --"", ""-- and gave you 24 hours to get king t'challa on the leash --""]",[],bp_2_207_4,"[[88.0, 28.0, 243.0, 111.0], [18.0, 112.0, 151.0, 241.0], [32.0, 359.0, 192.0, 434.0]]",[],"[[212.0, 300.0, 247.0, 344.0], [140.0, 254.0, 182.0, 303.0], [142.0, 254.0, 181.0, 301.0]]","The character is neutral because the dialogue and narration mention ""-- you asked me about that business with the avengers --"" and suggest asked, business, avengers."
"[""...biting every hand that feeds him. get dressed. i've taken the liberty of buying you some new clothes.""]",[],bp_2_208_5,"[[198.0, 47.0, 316.0, 248.0]]",[],"[[4.0, 14.0, 203.0, 450.0]]","The character is neutral because the dialogue and narration mention ""...biting every hand that feeds him. get dressed. i've taken the liberty of buying you some new clothes."" and suggest biting, hand, feeds, dressed, taken."
"[""-- that factions within the u.s. intelligece community have effected a coup d'etat in my homeland. my friends--"", ""this constitutes an act of war.""]",[],bp_2_209_3,"[[182.0, 10.0, 420.0, 93.0], [324.0, 71.0, 426.0, 143.0]]",[],"[[159.0, 123.0, 235.0, 223.0], [160.0, 122.0, 232.0, 221.0]]","The character is neutral because the dialogue and narration mention ""-- that factions within the u.s. intelligece community have effected a coup d'etat in my homeland. my friends--"" and suggest factions, intelligece, community, effected, coup."
"[""get back to new york. you've got 24 hours to get king t'challa to retract his statement or you're shipping out to --""]",[],bp_2_210_3,"[[9.0, 5.0, 286.0, 100.0]]",[],"[[35.0, 114.0, 183.0, 356.0]]","The character is neutral because the dialogue and narration mention ""get back to new york. you've got 24 hours to get king t'challa to retract his statement or you're shipping out to --"" and suggest new, york, got, hours, king."
"[""t'challa -- what do you want from me?!"", ""nicole.. it is not our time."", ""first in my life is to defend and serve the wakandans.for me to truly lead, i must be more than king --"", ""-- i must be chieftain of the panther clan.my studies here are part of that pilgrimage.""]",[],bp_2_211_0,"[[186.0, 23.0, 306.0, 93.0], [327.0, 20.0, 433.0, 73.0], [420.0, 29.0, 583.0, 159.0], [434.0, 162.0, 597.0, 273.0]]",[],"[[296.0, 218.0, 330.0, 250.0], [375.0, 190.0, 411.0, 226.0], [379.0, 192.0, 411.0, 229.0], [376.0, 192.0, 406.0, 227.0]]","The character is neutral because the dialogue and narration mention ""t'challa -- what do you want from me?!"" and suggest want."
