img_id,dialog,narration,dialog_bounding_boxes,narration_bounding_boxes,face_bounding_boxes,tag,sentiment,subjectivity
bp_1_167_2,young one--the panther spirit is our nation--!,[],"[[141.0, 5.0, 289.0, 58.0], [141.0, 411.0, 289.0, 459.0]]",[],"[[44.0, 57.0, 134.0, 132.0], [52.0, 143.0, 221.0, 383.0]]",INFORM,0.125,0.4
bp_1_167_2,no! it's a club you hold over our heads!,[],"[[141.0, 5.0, 289.0, 58.0], [141.0, 411.0, 289.0, 459.0]]",[],"[[44.0, 57.0, 134.0, 132.0], [52.0, 143.0, 221.0, 383.0]]",,0.0,0.0
bp_1_168_0,"i am shocked to learn of brutal murder of governor fugard in his home two days ago. although a member of goverment all just men must condemn, he fought long and hard for equality and representative rule. i condemn his murderer.","['soon, as his speech is transmitted by video relay to every outlying village, the panther begins--']","[[34.0, 123.0, 298.0, 315.0]]","[[4.0, 3.0, 324.0, 57.0]]","[[-1.0, -1.0, -1.0, -1.0]]",,-0.4791666666666667,0.6854166666666667
bp_1_168_1,i condemn the man who arrogates to himself the panther spirit's name and so gives the evil men who rule azania nothing less than an excuse to commit genocide--,[],"[[4.0, 5.0, 251.0, 125.0], [26.0, 130.0, 246.0, 222.0]]",[],"[[158.0, 572.0, 185.0, 603.0], [161.0, 575.0, 187.0, 605.0]]",INFORM,-0.4055555555555556,0.37222222222222223
bp_1_168_1,"and, while i condemn apartheid as a blot on the face of all humanity that must be erased--",[],"[[4.0, 5.0, 251.0, 125.0], [26.0, 130.0, 246.0, 222.0]]",[],"[[158.0, 572.0, 185.0, 603.0], [161.0, 575.0, 187.0, 605.0]]",INFORM,0.0,0.0
bp_1_168_3,"-- i condemn this fruitless revolt, and plead that both sides lay down their arms in truce.",[],"[[116.0, 3.0, 520.0, 50.0]]",[],"[[-1.0, -1.0, -1.0, -1.0]]",INFORM,-0.15555555555555556,0.2888888888888889
bp_1_168_4,"i condemn the masters of azania who, for generations have infucted pain and death on an innocent populace because of their race--",[],"[[4.0, 4.0, 144.0, 177.0]]",[],"[[23.0, 266.0, 131.0, 398.0]]",INFORM,0.5,0.7
bp_1_169_3,traitor!!,[],"[[4.0, 2.0, 140.0, 50.0], [54.0, 382.0, 324.0, 486.0]]",[],"[[10.0, 138.0, 185.0, 337.0], [11.0, 136.0, 185.0, 338.0]]",NOT_CLASSIFIABLE,0.0,0.0
bp_1_169_3,by this you have given public support to that cursed regime! no wonder the panther spirit deserted you-- it can't stomach traitors!,[],"[[4.0, 2.0, 140.0, 50.0], [54.0, 382.0, 324.0, 486.0]]",[],"[[10.0, 138.0, 185.0, 337.0], [11.0, 136.0, 185.0, 338.0]]",INFORM,0.0,0.06666666666666667
bp_1_169_5,"it is you who are the traitor, ndebele!i thing the government itselt set this revolt up to consolidate their power!",[],"[[5.0, 3.0, 223.0, 101.0], [153.0, 235.0, 320.0, 313.0]]",[],"[[52.0, 291.0, 97.0, 340.0], [52.0, 293.0, 98.0, 335.0]]",,0.0,0.0
bp_1_169_5,and i will not desert my king at the first bad omen!,[],"[[5.0, 3.0, 223.0, 101.0], [153.0, 235.0, 320.0, 313.0]]",[],"[[52.0, 291.0, 97.0, 340.0], [52.0, 293.0, 98.0, 335.0]]",INFORM,-0.3124999999999999,0.5
bp_1_169_6,--in order to see with certainty whether the panther spirit yet dwells within you--,[],"[[7.0, 4.0, 199.0, 90.0]]",[],"[[5.0, 102.0, 197.0, 527.0]]",FEEDBACK,0.0,0.0
bp_1_170_4,it's tabby!!,[],"[[225.0, 4.0, 338.0, 55.0]]",[],"[[45.0, 34.0, 219.0, 247.0]]",INFORM,0.0,0.0
bp_1_174_3,the citizens of azania put their faith in you--to protect our way of life... to live up to your pledge!,[],"[[4.0, 5.0, 223.0, 96.0], [804.0, 66.0, 964.0, 136.0]]",[],"[[267.0, 55.0, 289.0, 80.0], [649.0, 5.0, 684.0, 41.0]]",INFORM,0.17045454545454544,0.5
bp_1_174_3,for duty-- for honor-- for country!,[],"[[4.0, 5.0, 223.0, 96.0], [804.0, 66.0, 964.0, 136.0]]",[],"[[267.0, 55.0, 289.0, 80.0], [649.0, 5.0, 684.0, 41.0]]",NOT_CLASSIFIABLE,0.0,0.0
bp_1_174_5,so now we take the fight to him. we're going into wakanda.,[],"[[4.0, 3.0, 159.0, 67.0]]",[],"[[4.0, 142.0, 169.0, 483.0]]",,0.0,0.0
bp_1_176_3,the revolt in azania is a ghastly failure! it is precisely the excuse the government needs to exterminate the natives in that country!,[],"[[4.0, 1.0, 257.0, 105.0], [441.0, 136.0, 643.0, 243.0]]",[],"[[229.0, 157.0, 245.0, 169.0], [344.0, 107.0, 364.0, 125.0]]",,-0.01944444444444443,0.38333333333333336
bp_1_176_3,"even so, our king should have demonstrated solidarity with the rebels their cause is a just one!",[],"[[4.0, 1.0, 257.0, 105.0], [441.0, 136.0, 643.0, 243.0]]",[],"[[229.0, 157.0, 245.0, 169.0], [344.0, 107.0, 364.0, 125.0]]",,0.0,0.0
bp_1_177_0,-- has never survived on faith!,[],"[[29.0, 5.0, 216.0, 68.0], [23.0, 670.0, 183.0, 741.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [48.0, 161.0, 310.0, 577.0]]",INFORM,0.0,0.0
bp_1_177_0,arrrrgh! my ear-- the pain--!,[],"[[29.0, 5.0, 216.0, 68.0], [23.0, 670.0, 183.0, 741.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [48.0, 161.0, 310.0, 577.0]]",,0.0,0.0
bp_1_177_2,seek not to sway me with words of king--,[],"[[7.0, 319.0, 91.0, 414.0], [149.0, 655.0, 304.0, 743.0]]",[],"[[46.0, 442.0, 230.0, 661.0], [45.0, 441.0, 229.0, 661.0]]",NOT_CLASSIFIABLE,0.0,0.0
bp_1_177_2,--neither the cleverness of the warrior nor the cat is with words!,[],"[[7.0, 319.0, 91.0, 414.0], [149.0, 655.0, 304.0, 743.0]]",[],"[[46.0, 442.0, 230.0, 661.0], [45.0, 441.0, 229.0, 661.0]]",FEEDBACK,0.0,0.0
bp_1_179_3,"we koff koff fight you, murderer! to the end!you never conquer our people!",[],"[[124.0, 4.0, 320.0, 108.0], [211.0, 393.0, 302.0, 465.0]]",[],"[[106.0, 76.0, 178.0, 166.0], [-1.0, -1.0, -1.0, -1.0]]",,0.0,0.0
bp_1_179_3,a kid.i almost killed a kid.,[],"[[124.0, 4.0, 320.0, 108.0], [211.0, 393.0, 302.0, 465.0]]",[],"[[106.0, 76.0, 178.0, 166.0], [-1.0, -1.0, -1.0, -1.0]]",,-0.2,0.0
bp_1_179_4,"well, he can't have got far! show yourself panther!",[],"[[164.0, 331.0, 300.0, 441.0]]",[],"[[8.0, 3.0, 188.0, 316.0]]",,0.15625,1.0
bp_1_180_0,... is you!,[],"[[37.0, 5.0, 161.0, 33.0], [165.0, 387.0, 240.0, 439.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [4.0, 26.0, 169.0, 465.0]]",INFORM,0.0,0.0
bp_1_180_0,uh-oh...,[],"[[37.0, 5.0, 161.0, 33.0], [165.0, 387.0, 240.0, 439.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [4.0, 26.0, 169.0, 465.0]]",BACKCHANNEL,0.0,0.0
bp_1_180_1,what's all the ruckus over here?,[],"[[313.0, 2.0, 425.0, 99.0], [357.0, 302.0, 492.0, 380.0]]",[],"[[294.0, 218.0, 315.0, 244.0], [297.0, 218.0, 315.0, 244.0]]",WHY_QUESTION,0.0,0.0
bp_1_180_1,guys! have you got the panther yet?,[],"[[313.0, 2.0, 425.0, 99.0], [357.0, 302.0, 492.0, 380.0]]",[],"[[294.0, 218.0, 315.0, 244.0], [297.0, 218.0, 315.0, 244.0]]",,0.0,0.0
bp_1_180_2,the panther has defeated them!,[],"[[4.0, 292.0, 119.0, 394.0], [158.0, 391.0, 330.0, 483.0]]",[],"[[65.0, 136.0, 158.0, 265.0], [247.0, 96.0, 285.0, 134.0]]",INFORM,0.0,0.0
bp_1_180_2,there can be no more proof needed than this! he is our king!,[],"[[4.0, 292.0, 119.0, 394.0], [158.0, 391.0, 330.0, 483.0]]",[],"[[65.0, 136.0, 158.0, 265.0], [247.0, 96.0, 285.0, 134.0]]",,-0.390625,0.5
bp_1_183_2,we have to get more information about it-- find out whatever else your source might know --,[],"[[4.0, 4.0, 211.0, 83.0], [3.0, 440.0, 130.0, 479.0]]",[],"[[5.0, 85.0, 278.0, 418.0], [4.0, 85.0, 278.0, 418.0]]",,0.5,0.5
bp_1_183_2,"and act, act before it's --",[],"[[4.0, 4.0, 211.0, 83.0], [3.0, 440.0, 130.0, 479.0]]",[],"[[5.0, 85.0, 278.0, 418.0], [4.0, 85.0, 278.0, 418.0]]",ORDER,0.0,0.0
bp_1_183_3,as for the beeper.. i'm afraid there's no place to put it with this outfit.,[],"[[325.0, 4.0, 478.0, 105.0]]",[],"[[-1.0, -1.0, -1.0, -1.0]]",,-0.6,0.9
bp_1_183_4,"so, does the one true black panther wish to go over trade reports.. or just have an early breakfast?",[],"[[177.0, 4.0, 390.0, 86.0]]",[],"[[24.0, 22.0, 184.0, 200.0]]",OR_QUESTION,0.09444444444444444,0.4611111111111112
bp_1_184_0,"you know i could have the gun empty ist chambers, and return it to you before you had a chance to pull the trigger",[],"[[6.0, 8.0, 326.0, 71.0], [116.0, 653.0, 333.0, 725.0], [358.0, 3.0, 653.0, 151.0], [546.0, 158.0, 657.0, 282.0], [417.0, 678.0, 655.0, 726.0]]",[],"[[94.0, 120.0, 209.0, 258.0], [-1.0, -1.0, -1.0, -1.0], [557.0, 370.0, 635.0, 470.0], [558.0, 372.0, 634.0, 471.0], [381.0, 213.0, 490.0, 397.0]]",INFORM,-0.1,0.5
bp_1_184_0,that's not the point t'challa!you can't continue to run out on your country!,[],"[[6.0, 8.0, 326.0, 71.0], [116.0, 653.0, 333.0, 725.0], [358.0, 3.0, 653.0, 151.0], [546.0, 158.0, 657.0, 282.0], [417.0, 678.0, 655.0, 726.0]]",[],"[[94.0, 120.0, 209.0, 258.0], [-1.0, -1.0, -1.0, -1.0], [557.0, 370.0, 635.0, 470.0], [558.0, 372.0, 634.0, 471.0], [381.0, 213.0, 490.0, 397.0]]",,0.0,0.0
bp_1_184_0,"malaika--there is a force leading a black revolt against the ruling whites in azania in my name.my right to wear the sacred panther garb is being disputed.and, a member of my shadow cabinet tells me some lunatic has a missile pointed at the heart of my kingdom!",[],"[[6.0, 8.0, 326.0, 71.0], [116.0, 653.0, 333.0, 725.0], [358.0, 3.0, 653.0, 151.0], [546.0, 158.0, 657.0, 282.0], [417.0, 678.0, 655.0, 726.0]]",[],"[[94.0, 120.0, 209.0, 258.0], [-1.0, -1.0, -1.0, -1.0], [557.0, 370.0, 635.0, 470.0], [558.0, 372.0, 634.0, 471.0], [381.0, 213.0, 490.0, 397.0]]",,0.09523809523809522,0.4845238095238095
bp_1_184_0,did you expect me to sit in council and debate ways and means?,[],"[[6.0, 8.0, 326.0, 71.0], [116.0, 653.0, 333.0, 725.0], [358.0, 3.0, 653.0, 151.0], [546.0, 158.0, 657.0, 282.0], [417.0, 678.0, 655.0, 726.0]]",[],"[[94.0, 120.0, 209.0, 258.0], [-1.0, -1.0, -1.0, -1.0], [557.0, 370.0, 635.0, 470.0], [558.0, 372.0, 634.0, 471.0], [381.0, 213.0, 490.0, 397.0]]",YES-NO_QUESTION,0.0,0.0
bp_1_184_0,i knew you would come.you had to come.,[],"[[6.0, 8.0, 326.0, 71.0], [116.0, 653.0, 333.0, 725.0], [358.0, 3.0, 653.0, 151.0], [546.0, 158.0, 657.0, 282.0], [417.0, 678.0, 655.0, 726.0]]",[],"[[94.0, 120.0, 209.0, 258.0], [-1.0, -1.0, -1.0, -1.0], [557.0, 370.0, 635.0, 470.0], [558.0, 372.0, 634.0, 471.0], [381.0, 213.0, 490.0, 397.0]]",,0.0,0.0
bp_1_184_2,but why me?why can't he continue to deal with you?,[],"[[7.0, 2.0, 229.0, 52.0], [9.0, 432.0, 243.0, 482.0]]",[],"[[74.0, 124.0, 89.0, 139.0], [56.0, 126.0, 67.0, 138.0]]",,0.0,0.0
bp_1_184_2,"his unstructions were explicit.you came along, or no deal.",[],"[[7.0, 2.0, 229.0, 52.0], [9.0, 432.0, 243.0, 482.0]]",[],"[[74.0, 124.0, 89.0, 139.0], [56.0, 126.0, 67.0, 138.0]]",,0.0,0.0
bp_1_185_0,you are already under censure and arrest for interfering with sacret ritual -- don't make it harder on yourself!,[],"[[163.0, 3.0, 460.0, 76.0], [333.0, 229.0, 459.0, 380.0], [46.0, 462.0, 458.0, 486.0]]",[],"[[100.0, 40.0, 158.0, 112.0], [331.0, 104.0, 395.0, 208.0], [181.0, 191.0, 251.0, 281.0]]",,-0.0875,0.0
bp_1_185_0,a message was transmitted to wakanda from europe -- and it has been traced to you!,[],"[[163.0, 3.0, 460.0, 76.0], [333.0, 229.0, 459.0, 380.0], [46.0, 462.0, 458.0, 486.0]]",[],"[[100.0, 40.0, 158.0, 112.0], [331.0, 104.0, 395.0, 208.0], [181.0, 191.0, 251.0, 281.0]]",,0.0,0.0
bp_1_185_0,"i know nothing about a message, ndebele.",[],"[[163.0, 3.0, 460.0, 76.0], [333.0, 229.0, 459.0, 380.0], [46.0, 462.0, 458.0, 486.0]]",[],"[[100.0, 40.0, 158.0, 112.0], [331.0, 104.0, 395.0, 208.0], [181.0, 191.0, 251.0, 281.0]]",INFORM,0.0,0.0
bp_1_185_4,he is one of t'challa's order of the panther -- i know they're up to something!,[],"[[7.0, 5.0, 224.0, 68.0], [4.0, 403.0, 227.0, 484.0]]",[],"[[116.0, 87.0, 169.0, 135.0], [104.0, 86.0, 170.0, 134.0]]",,0.0,0.0
bp_1_185_4,"i know they hate our adherence to the old ways..and now that the omens fal against t'challa, they seek to--to do what?",[],"[[7.0, 5.0, 224.0, 68.0], [4.0, 403.0, 227.0, 484.0]]",[],"[[116.0, 87.0, 169.0, 135.0], [104.0, 86.0, 170.0, 134.0]]",,-0.35000000000000003,0.55
bp_1_186_0,a baby-buggy like this won't get us from the center of africa to its southern tip in six months!,[],"[[4.0, 7.0, 228.0, 81.0], [49.0, 409.0, 163.0, 450.0], [186.0, 418.0, 370.0, 481.0]]",[],"[[2.0, 180.0, 97.0, 316.0], [133.0, 149.0, 236.0, 380.0], [133.0, 148.0, 235.0, 380.0]]",INFORM,-0.05,0.05
bp_1_186_0,"ordinarily, yes --",[],"[[4.0, 7.0, 228.0, 81.0], [49.0, 409.0, 163.0, 450.0], [186.0, 418.0, 370.0, 481.0]]",[],"[[2.0, 180.0, 97.0, 316.0], [133.0, 149.0, 236.0, 380.0], [133.0, 148.0, 235.0, 380.0]]",FEEDBACK,-0.25,0.5
bp_1_186_0,-- but slip a few bars of wakandan vibranium into the engine housing --,[],"[[4.0, 7.0, 228.0, 81.0], [49.0, 409.0, 163.0, 450.0], [186.0, 418.0, 370.0, 481.0]]",[],"[[2.0, 180.0, 97.0, 316.0], [133.0, 149.0, 236.0, 380.0], [133.0, 148.0, 235.0, 380.0]]",INFORM,-0.2,0.1
bp_1_186_3,"what's this? a security lock? only the king could have done this--but why keep it secret, unless--",[],"[[5.0, 5.0, 322.0, 54.0], [204.0, 386.0, 326.0, 486.0]]",[],"[[128.0, 119.0, 169.0, 156.0], [127.0, 120.0, 168.0, 155.0]]",,-0.2,0.85
bp_1_186_3,"well, as a council member, i know the overrides, so i'll soon--",[],"[[5.0, 5.0, 322.0, 54.0], [204.0, 386.0, 326.0, 486.0]]",[],"[[128.0, 119.0, 169.0, 156.0], [127.0, 120.0, 168.0, 155.0]]",INFORM,0.0,0.0
bp_1_186_4,-- atomic attack imminent --,[],"[[122.0, 2.0, 301.0, 43.0], [10.0, 426.0, 78.0, 482.0]]",[],"[[41.0, 57.0, 307.0, 486.0], [42.0, 56.0, 307.0, 486.0]]",NOT_CLASSIFIABLE,0.0,0.0
bp_1_186_4,"oh, my g--",[],"[[122.0, 2.0, 301.0, 43.0], [10.0, 426.0, 78.0, 482.0]]",[],"[[41.0, 57.0, 307.0, 486.0], [42.0, 56.0, 307.0, 486.0]]",BACKCHANNEL,0.0,0.0
bp_1_186_6,--see. by the white ape--!,[],"[[6.0, 2.0, 278.0, 29.0], [155.0, 430.0, 302.0, 480.0]]",[],"[[71.0, 45.0, 232.0, 311.0], [71.0, 45.0, 232.0, 311.0]]",INFORM,0.0,0.0
bp_1_186_6,red alert. all systems stand by--!,[],"[[6.0, 2.0, 278.0, 29.0], [155.0, 430.0, 302.0, 480.0]]",[],"[[71.0, 45.0, 232.0, 311.0], [71.0, 45.0, 232.0, 311.0]]",ORDER,0.0,0.0
bp_1_187_2,"according to little's information, a few more minutes should put us in striking distance of the missile base.",[],"[[4.0, 5.0, 317.0, 88.0]]",[],"[[7.0, 75.0, 316.0, 480.0]]",INFORM,-0.0375,0.62
bp_1_187_4,this is as far as we dare go. from here i must go alone.,[],"[[6.0, 272.0, 167.0, 379.0]]",[],"[[-1.0, -1.0, -1.0, -1.0]]",,0.1,1.0
bp_1_189_5,and the answer is-- not unless you stop that missile. give the order now.,[],"[[4.0, 3.0, 204.0, 71.0]]",[],"[[5.0, 109.0, 193.0, 362.0]]",,0.0,0.0
bp_1_190_0,"if you will pull that missile back into its silo, siphon off its fuel as a token of your good will, i will surrender myself to you and make any statement to the world press you want me to make.i will also, naturally, not tear out your living heart as i had intended.",[],"[[360.0, 5.0, 956.0, 85.0], [735.0, 92.0, 877.0, 164.0]]",[],"[[226.0, 17.0, 368.0, 173.0], [549.0, 86.0, 667.0, 203.0]]",,0.21666666666666665,0.3333333333333333
bp_1_190_0,you do not frighten me.i agree to your temrs.,[],"[[360.0, 5.0, 956.0, 85.0], [735.0, 92.0, 877.0, 164.0]]",[],"[[226.0, 17.0, 368.0, 173.0], [549.0, 86.0, 667.0, 203.0]]",,0.0,0.0
bp_1_190_2,-- is seeing the black panther groveling before a white man for all the world to see!,[],"[[4.0, 605.0, 171.0, 710.0]]",[],"[[4.0, 214.0, 175.0, 600.0]]",FEEDBACK,-0.08333333333333333,0.21666666666666667
bp_1_190_3,attention!delay the launch ten minutes!await further instructions!,[],"[[141.0, 4.0, 489.0, 37.0]]",[],"[[324.0, 61.0, 381.0, 106.0]]",,0.0,0.25
bp_1_193_1,"oh, look! the dancers are re-enacting your triumph over the supremacists!",[],"[[9.0, 8.0, 155.0, 120.0]]",[],"[[-1.0, -1.0, -1.0, -1.0]]",,0.0,0.0
bp_1_193_5,"you could be a little cheerier, t'challa.people might think you're not having a good time --!",[],"[[134.0, 6.0, 304.0, 105.0]]",[],"[[5.0, 124.0, 136.0, 298.0]]",,0.34375,0.55
bp_1_194_3,i only hope we can stop him before he does something stupid..!,[],"[[11.0, 367.0, 157.0, 461.0]]",[],"[[120.0, 198.0, 139.0, 218.0]]",INFORM,-0.49999999999999994,1.0
bp_1_195_1,holy--!,[],"[[4.0, 1.0, 117.0, 47.0], [75.0, 155.0, 282.0, 342.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]",NOT_CLASSIFIABLE,0.0,0.0
bp_1_195_1,"you shall be tried by fang and claw, and your sinew and blood shall be torn by my judgement, t'challa son of t'chaka",[],"[[4.0, 1.0, 117.0, 47.0], [75.0, 155.0, 282.0, 342.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]",INFORM,0.0,0.0
bp_1_195_2,"so it shall, great one -- if unworthiness lies in me.",[],"[[29.0, 5.0, 207.0, 89.0], [26.0, 148.0, 161.0, 215.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [213.0, 72.0, 453.0, 243.0]]",INFORM,0.8,0.75
bp_1_195_2,"we shall see, mortal ..",[],"[[29.0, 5.0, 207.0, 89.0], [26.0, 148.0, 161.0, 215.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [213.0, 72.0, 453.0, 243.0]]",FEEDBACK,0.0,0.0
bp_1_195_4,now is the time when all i am is called into question.,[],"[[4.0, 8.0, 189.0, 75.0], [156.0, 408.0, 263.0, 468.0]]",[],"[[197.0, 117.0, 308.0, 304.0], [196.0, 118.0, 308.0, 304.0]]",INFORM,0.0,0.0
bp_1_195_4,but not your soul alone.,[],"[[4.0, 8.0, 189.0, 75.0], [156.0, 408.0, 263.0, 468.0]]",[],"[[197.0, 117.0, 308.0, 304.0], [196.0, 118.0, 308.0, 304.0]]",INFORM,0.0,0.0
bp_1_198_1,he's broken free -- but that bite took out a fair chunk of his arm.,[],"[[5.0, 39.0, 158.0, 160.0], [194.0, 10.0, 328.0, 290.0], [133.0, 525.0, 279.0, 596.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]",INFORM,0.2333333333333333,0.7000000000000001
bp_1_198_1,so that's what happened in azania -- the panther spirit took another person's form and led the revolt. it seems almost beyond belief.,[],"[[5.0, 39.0, 158.0, 160.0], [194.0, 10.0, 328.0, 290.0], [133.0, 525.0, 279.0, 596.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]",INFORM,0.0,0.0
bp_1_198_1,"mightn't be instead, bomwana --",[],"[[5.0, 39.0, 158.0, 160.0], [194.0, 10.0, 328.0, 290.0], [133.0, 525.0, 279.0, 596.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]",NOT_CLASSIFIABLE,0.0,0.0
bp_1_198_5,whatever you say.,[],"[[222.0, 0.0, 385.0, 53.0]]",[],"[[-1.0, -1.0, -1.0, -1.0]]",NOT_CLASSIFIABLE,0.0,0.0
bp_1_199_3,the session's already started: i can just hear that madman raving on again about--,[],"[[11.0, 7.0, 262.0, 79.0]]",[],"[[199.0, 140.0, 218.0, 171.0]]",INFORM,0.0,0.0
bp_1_200_0,yes! run! the chase will be good! the chase will be quick!,['he iis faster-- tirelesss--'],"[[9.0, 7.0, 356.0, 62.0]]","[[625.0, 212.0, 759.0, 284.0]]","[[216.0, 109.0, 261.0, 164.0]]",,0.6458333333333333,0.55
bp_1_201_2,no.,[],"[[30.0, 18.0, 95.0, 54.0], [11.0, 370.0, 85.0, 430.0]]",[],"[[18.0, 66.0, 274.0, 326.0], [19.0, 67.0, 274.0, 326.0]]",FEEDBACK,0.0,0.0
bp_1_201_2,you are mine.,[],"[[30.0, 18.0, 95.0, 54.0], [11.0, 370.0, 85.0, 430.0]]",[],"[[18.0, 66.0, 274.0, 326.0], [19.0, 67.0, 274.0, 326.0]]",INFORM,0.0,0.0
bp_1_203_1,i still don't understand.. how could you lose to the panther - spirit and still win? don't tell me you argued him out of it!,['wakanda'],"[[36.0, 55.0, 193.0, 212.0], [205.0, 190.0, 314.0, 223.0]]","[[4.0, 3.0, 128.0, 41.0]]","[[84.0, 246.0, 128.0, 290.0], [151.0, 291.0, 186.0, 325.0]]",,1.0,0.4
bp_1_203_1,malaika --,['wakanda'],"[[36.0, 55.0, 193.0, 212.0], [205.0, 190.0, 314.0, 223.0]]","[[4.0, 3.0, 128.0, 41.0]]","[[84.0, 246.0, 128.0, 290.0], [151.0, 291.0, 186.0, 325.0]]",FEEDBACK,0.0,0.0
bp_1_203_4,-- we did not argue.,[],"[[6.0, 5.0, 157.0, 56.0], [5.0, 266.0, 169.0, 386.0]]",[],"[[38.0, 5.0, 170.0, 547.0], [45.0, 5.0, 170.0, 547.0]]",INFORM,0.0,0.0
bp_1_203_4,"the blood of out brothers is a holy thing, and their bondage blasphemy.",[],"[[6.0, 5.0, 157.0, 56.0], [5.0, 266.0, 169.0, 386.0]]",[],"[[38.0, 5.0, 170.0, 547.0], [45.0, 5.0, 170.0, 547.0]]",INFORM,0.0,0.0
bp_2_205_1,"okay, ross, your report is starting to make a little sence now.",[],"[[343.0, 155.0, 488.0, 282.0], [345.0, 269.0, 486.0, 340.0], [144.0, 349.0, 262.0, 426.0], [721.0, 346.0, 876.0, 448.0], [726.0, 448.0, 895.0, 581.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [290.0, 350.0, 477.0, 533.0], [574.0, 450.0, 670.0, 563.0], [573.0, 449.0, 671.0, 561.0]]",FEEDBACK,0.10416666666666667,0.3666666666666667
bp_2_205_1,which could mean i'm just crazy.,[],"[[343.0, 155.0, 488.0, 282.0], [345.0, 269.0, 486.0, 340.0], [144.0, 349.0, 262.0, 426.0], [721.0, 346.0, 876.0, 448.0], [726.0, 448.0, 895.0, 581.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [290.0, 350.0, 477.0, 533.0], [574.0, 450.0, 670.0, 563.0], [573.0, 449.0, 671.0, 561.0]]",INFORM,-0.45625,0.79375
bp_2_205_1,"hey,why should i be the only one?",[],"[[343.0, 155.0, 488.0, 282.0], [345.0, 269.0, 486.0, 340.0], [144.0, 349.0, 262.0, 426.0], [721.0, 346.0, 876.0, 448.0], [726.0, 448.0, 895.0, 581.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [290.0, 350.0, 477.0, 533.0], [574.0, 450.0, 670.0, 563.0], [573.0, 449.0, 671.0, 561.0]]",,0.0,1.0
bp_2_205_1,"so the client caught the bad guy, droped him with that cop tork--",[],"[[343.0, 155.0, 488.0, 282.0], [345.0, 269.0, 486.0, 340.0], [144.0, 349.0, 262.0, 426.0], [721.0, 346.0, 876.0, 448.0], [726.0, 448.0, 895.0, 581.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [290.0, 350.0, 477.0, 533.0], [574.0, 450.0, 670.0, 563.0], [573.0, 449.0, 671.0, 561.0]]",INFORM,-0.6999999999999998,0.6666666666666666
bp_2_205_1,--and was free to head home and deal with achebe -- the creep who'd stolen his country.Then what --?!,[],"[[343.0, 155.0, 488.0, 282.0], [345.0, 269.0, 486.0, 340.0], [144.0, 349.0, 262.0, 426.0], [721.0, 346.0, 876.0, 448.0], [726.0, 448.0, 895.0, 581.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [290.0, 350.0, 477.0, 533.0], [574.0, 450.0, 670.0, 563.0], [573.0, 449.0, 671.0, 561.0]]",,0.5,0.8
bp_2_207_0,keep moving!,[],"[[41.0, 25.0, 142.0, 65.0], [292.0, 57.0, 446.0, 177.0], [561.0, 21.0, 719.0, 91.0], [644.0, 315.0, 817.0, 377.0], [694.0, 382.0, 873.0, 441.0]]",[],"[[196.0, 27.0, 283.0, 104.0], [201.0, 31.0, 282.0, 99.0], [462.0, 50.0, 540.0, 147.0], [807.0, 45.0, 898.0, 147.0], [805.0, 43.0, 896.0, 145.0]]",ORDER,0.0,0.0
bp_2_207_0,only one of them can climb through this vent at a time -- and they don't dare attack us alone!,[],"[[41.0, 25.0, 142.0, 65.0], [292.0, 57.0, 446.0, 177.0], [561.0, 21.0, 719.0, 91.0], [644.0, 315.0, 817.0, 377.0], [694.0, 382.0, 873.0, 441.0]]",[],"[[196.0, 27.0, 283.0, 104.0], [201.0, 31.0, 282.0, 99.0], [462.0, 50.0, 540.0, 147.0], [807.0, 45.0, 898.0, 147.0], [805.0, 43.0, 896.0, 145.0]]",INFORM,0.0,1.0
