img_id,dialog,narration,dialog_bounding_boxes,narration_bounding_boxes,face_bounding_boxes,tag,sentiment,subjectivity,emotion
bp_0_87_1,begone!,[],"[[390.0, 60.0, 544.0, 103.0]]",[],"[[302.0, 55.0, 380.0, 154.0]]",ORDER,0.0,0.0,"{""surprise"": 0.6378, ""sadness"": 0.1189, ""anger"": 0.0972, ""neutral"": 0.0862, ""joy"": 0.0305, ""disgust"": 0.0204, ""fear"": 0.0089}"
bp_0_88_0,"look out for exploding fuel drums, soldiers!",['the black panther lunges ahead--creating chaos in his path!'],"[[7.0, 96.0, 167.0, 213.0], [817.0, 63.0, 948.0, 159.0]]","[[4.0, 5.0, 329.0, 75.0]]","[[88.0, 196.0, 153.0, 262.0], [823.0, 154.0, 887.0, 198.0]]",INFORM,0.0,0.0,"{""anger"": 0.6789, ""fear"": 0.1962, ""surprise"": 0.045, ""neutral"": 0.0356, ""disgust"": 0.0199, ""joy"": 0.0137, ""sadness"": 0.0106}"
bp_0_88_0,he's wrecking the air-field!,['the black panther lunges ahead--creating chaos in his path!'],"[[7.0, 96.0, 167.0, 213.0], [817.0, 63.0, 948.0, 159.0]]","[[4.0, 5.0, 329.0, 75.0]]","[[88.0, 196.0, 153.0, 262.0], [823.0, 154.0, 887.0, 198.0]]",INFORM,0.0,0.0,"{""anger"": 0.6623, ""surprise"": 0.1442, ""disgust"": 0.1053, ""sadness"": 0.0487, ""neutral"": 0.0168, ""fear"": 0.0157, ""joy"": 0.007}"
bp_0_92_5,two men in a raft! i've got no choice but to pick them up--!,[],"[[3.0, 3.0, 268.0, 71.0], [5.0, 74.0, 226.0, 183.0]]",[],"[[318.0, 7.0, 434.0, 358.0], [317.0, 4.0, 434.0, 358.0]]",,0.0,0.0,"{""surprise"": 0.6355, ""anger"": 0.1769, ""sadness"": 0.0628, ""joy"": 0.0554, ""disgust"": 0.0357, ""neutral"": 0.0247, ""fear"": 0.0091}"
bp_0_92_5,count on the unexpected to erect a roadblock when you're hurrying home!,[],"[[3.0, 3.0, 268.0, 71.0], [5.0, 74.0, 226.0, 183.0]]",[],"[[318.0, 7.0, 434.0, 358.0], [317.0, 4.0, 434.0, 358.0]]",INFORM,0.125,1.0,"{""surprise"": 0.7405, ""anger"": 0.1049, ""neutral"": 0.0862, ""joy"": 0.0303, ""fear"": 0.022, ""sadness"": 0.0105, ""disgust"": 0.0055}"
bp_0_94_1,"i won't be handsome, that's for certain!",[],"[[11.0, 4.0, 253.0, 47.0], [211.0, 306.0, 331.0, 417.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [199.0, 162.0, 239.0, 211.0]]",,0.3839285714285714,0.7857142857142857,"{""joy"": 0.7761, ""surprise"": 0.1242, ""sadness"": 0.0525, ""neutral"": 0.0322, ""anger"": 0.0123, ""fear"": 0.0017, ""disgust"": 0.001}"
bp_0_94_1,"be cautious, men! this won't be an ordinary capture!",[],"[[11.0, 4.0, 253.0, 47.0], [211.0, 306.0, 331.0, 417.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [199.0, 162.0, 239.0, 211.0]]",,-0.3125,0.5,"{""fear"": 0.8592, ""neutral"": 0.0906, ""anger"": 0.0163, ""surprise"": 0.0154, ""sadness"": 0.0098, ""disgust"": 0.0059, ""joy"": 0.0028}"
bp_0_94_4,he's chosen to attack! cut him down!,[],"[[11.0, 5.0, 190.0, 74.0], [248.0, 1.0, 463.0, 189.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [206.0, 19.0, 287.0, 108.0]]",,-0.19444444444444445,0.2888888888888889,"{""anger"": 0.9442, ""fear"": 0.0183, ""disgust"": 0.0132, ""surprise"": 0.0103, ""sadness"": 0.006, ""neutral"": 0.0057, ""joy"": 0.0024}"
bp_0_94_4,save your ammunition! the new jakarra is made of sterner substance than the man you knew!,[],"[[11.0, 5.0, 190.0, 74.0], [248.0, 1.0, 463.0, 189.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [206.0, 19.0, 287.0, 108.0]]",,0.17045454545454544,0.45454545454545453,"{""neutral"": 0.5221, ""surprise"": 0.2212, ""anger"": 0.0928, ""joy"": 0.074, ""disgust"": 0.0418, ""sadness"": 0.0391, ""fear"": 0.009}"
bp_0_94_5,he sought power--and found it-- in the strangest of ways!,[],"[[7.0, 2.0, 129.0, 116.0], [3.0, 242.0, 111.0, 358.0], [261.0, 4.0, 413.0, 100.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [77.0, 170.0, 141.0, 236.0], [358.0, 48.0, 420.0, 113.0]]",INFORM,0.0,0.0,"{""surprise"": 0.6988, ""disgust"": 0.1222, ""neutral"": 0.0606, ""joy"": 0.0505, ""fear"": 0.0328, ""anger"": 0.0272, ""sadness"": 0.008}"
bp_0_94_5,"look out, men! he's got the strength of a tank!",[],"[[7.0, 2.0, 129.0, 116.0], [3.0, 242.0, 111.0, 358.0], [261.0, 4.0, 413.0, 100.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [77.0, 170.0, 141.0, 236.0], [358.0, 48.0, 420.0, 113.0]]",,0.0,0.0,"{""surprise"": 0.6835, ""anger"": 0.1545, ""disgust"": 0.0548, ""joy"": 0.0437, ""neutral"": 0.0434, ""sadness"": 0.0111, ""fear"": 0.0091}"
bp_0_94_5,that power has driven you mad! you're a menace to all of humanity!,[],"[[7.0, 2.0, 129.0, 116.0], [3.0, 242.0, 111.0, 358.0], [261.0, 4.0, 413.0, 100.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [77.0, 170.0, 141.0, 236.0], [358.0, 48.0, 420.0, 113.0]]",,-0.9765625,1.0,"{""anger"": 0.8938, ""fear"": 0.0537, ""disgust"": 0.0242, ""surprise"": 0.0104, ""neutral"": 0.0083, ""sadness"": 0.0061, ""joy"": 0.0033}"
bp_0_96_0,forget your home-- wherever that is! just do as you're told and stay alive!,[],"[[6.0, 8.0, 234.0, 77.0], [155.0, 112.0, 369.0, 185.0], [261.0, 2.0, 429.0, 94.0]]",[],"[[3.0, 99.0, 137.0, 333.0], [94.0, 185.0, 280.0, 431.0], [-1.0, -1.0, -1.0, -1.0]]",,0.125,0.4,"{""anger"": 0.8719, ""disgust"": 0.0341, ""neutral"": 0.034, ""fear"": 0.0213, ""surprise"": 0.0143, ""joy"": 0.0137, ""sadness"": 0.0108}"
bp_0_96_0,we've reached the african coast! i won't turn back for death himself!,[],"[[6.0, 8.0, 234.0, 77.0], [155.0, 112.0, 369.0, 185.0], [261.0, 2.0, 429.0, 94.0]]",[],"[[3.0, 99.0, 137.0, 333.0], [94.0, 185.0, 280.0, 431.0], [-1.0, -1.0, -1.0, -1.0]]",,0.0,0.0,"{""joy"": 0.3663, ""surprise"": 0.2221, ""neutral"": 0.1756, ""anger"": 0.1732, ""sadness"": 0.0333, ""fear"": 0.0254, ""disgust"": 0.004}"
bp_0_96_0,"that's sound advice, fly-boy! your next mistake will be fatal!",[],"[[6.0, 8.0, 234.0, 77.0], [155.0, 112.0, 369.0, 185.0], [261.0, 2.0, 429.0, 94.0]]",[],"[[3.0, 99.0, 137.0, 333.0], [94.0, 185.0, 280.0, 431.0], [-1.0, -1.0, -1.0, -1.0]]",,0.25,0.2,"{""fear"": 0.4331, ""anger"": 0.2613, ""sadness"": 0.1454, ""neutral"": 0.0833, ""surprise"": 0.035, ""disgust"": 0.0303, ""joy"": 0.0116}"
bp_0_96_1,so! you had the smarts all this time!,[],"[[2.0, 5.0, 204.0, 74.0], [4.0, 73.0, 199.0, 184.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]",INFORM,0.0,0.0,"{""surprise"": 0.7081, ""joy"": 0.1504, ""neutral"": 0.0595, ""anger"": 0.0514, ""sadness"": 0.0195, ""disgust"": 0.0096, ""fear"": 0.0015}"
bp_0_96_1,i recognized your face the moment it appeared in the open hatch--scarpa!,[],"[[2.0, 5.0, 204.0, 74.0], [4.0, 73.0, 199.0, 184.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]",FEEDBACK,0.0,0.5,"{""surprise"": 0.7926, ""anger"": 0.0976, ""joy"": 0.0641, ""neutral"": 0.0249, ""fear"": 0.0098, ""disgust"": 0.0068, ""sadness"": 0.0042}"
bp_0_96_5,it's got everything we need -- lots of fuel -- a good pilot -- and this heater for insurance!,[],"[[7.0, 5.0, 258.0, 105.0], [6.0, 106.0, 224.0, 183.0], [282.0, 6.0, 429.0, 106.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [284.0, 139.0, 430.0, 383.0]]",INFORM,0.875,0.6000000000000001,"{""neutral"": 0.645, ""surprise"": 0.1686, ""joy"": 0.1097, ""anger"": 0.0444, ""sadness"": 0.0204, ""disgust"": 0.0092, ""fear"": 0.0027}"
bp_0_96_5,"didn't know i was packing one, did you!?",[],"[[7.0, 5.0, 258.0, 105.0], [6.0, 106.0, 224.0, 183.0], [282.0, 6.0, 429.0, 106.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [284.0, 139.0, 430.0, 383.0]]",,0.0,0.0,"{""surprise"": 0.9363, ""anger"": 0.0239, ""neutral"": 0.0141, ""disgust"": 0.0103, ""sadness"": 0.0058, ""fear"": 0.0049, ""joy"": 0.0047}"
bp_0_96_5,i was thinking of home too. it was a mistake!,[],"[[7.0, 5.0, 258.0, 105.0], [6.0, 106.0, 224.0, 183.0], [282.0, 6.0, 429.0, 106.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [284.0, 139.0, 430.0, 383.0]]",,0.0,0.0,"{""sadness"": 0.8165, ""surprise"": 0.0962, ""anger"": 0.0431, ""neutral"": 0.0237, ""fear"": 0.0075, ""disgust"": 0.0069, ""joy"": 0.0061}"
bp_0_97_3,"i can't zero in on him, boss!",[],"[[345.0, 40.0, 431.0, 154.0], [205.0, 148.0, 337.0, 271.0], [42.0, 411.0, 184.0, 556.0]]",[],"[[206.0, 278.0, 308.0, 413.0], [206.0, 278.0, 309.0, 411.0], [191.0, 450.0, 436.0, 651.0]]",INFORM,0.0,0.0,"{""anger"": 0.8412, ""sadness"": 0.0736, ""surprise"": 0.0429, ""joy"": 0.0146, ""fear"": 0.0114, ""disgust"": 0.0097, ""neutral"": 0.0067}"
bp_0_97_3,not while he's shaking this tub to pieces!,[],"[[345.0, 40.0, 431.0, 154.0], [205.0, 148.0, 337.0, 271.0], [42.0, 411.0, 184.0, 556.0]]",[],"[[206.0, 278.0, 308.0, 413.0], [206.0, 278.0, 309.0, 411.0], [191.0, 450.0, 436.0, 651.0]]",INFORM,0.0,0.0,"{""anger"": 0.2855, ""surprise"": 0.2787, ""fear"": 0.2172, ""disgust"": 0.146, ""neutral"": 0.0445, ""sadness"": 0.0179, ""joy"": 0.0102}"
bp_0_97_3,don't shoot to kill! just make him bleed a little! we need him alive!,[],"[[345.0, 40.0, 431.0, 154.0], [205.0, 148.0, 337.0, 271.0], [42.0, 411.0, 184.0, 556.0]]",[],"[[206.0, 278.0, 308.0, 413.0], [206.0, 278.0, 309.0, 411.0], [191.0, 450.0, 436.0, 651.0]]",,-0.0546875,0.45,"{""anger"": 0.7387, ""disgust"": 0.0797, ""fear"": 0.0626, ""surprise"": 0.0373, ""neutral"": 0.036, ""sadness"": 0.0322, ""joy"": 0.0136}"
bp_0_98_3,"i should have left you in that flaming wreckage, scarpa!",['soon after...'],"[[89.0, 31.0, 317.0, 96.0], [289.0, 88.0, 428.0, 194.0]]","[[4.0, 3.0, 161.0, 34.0]]","[[193.0, 143.0, 249.0, 206.0], [189.0, 141.0, 249.0, 203.0]]",INFORM,0.0,0.0,"{""anger"": 0.8927, ""sadness"": 0.0785, ""surprise"": 0.0117, ""fear"": 0.0063, ""disgust"": 0.0057, ""joy"": 0.0026, ""neutral"": 0.0025}"
bp_0_98_3,let us hope i can get to your partner before the tanks blow!,['soon after...'],"[[89.0, 31.0, 317.0, 96.0], [289.0, 88.0, 428.0, 194.0]]","[[4.0, 3.0, 161.0, 34.0]]","[[193.0, 143.0, 249.0, 206.0], [189.0, 141.0, 249.0, 203.0]]",INFORM,0.0,0.0,"{""neutral"": 0.5072, ""joy"": 0.2175, ""anger"": 0.1009, ""surprise"": 0.089, ""sadness"": 0.0493, ""fear"": 0.026, ""disgust"": 0.01}"
bp_0_99_0,"well, well... the old man has come at last!",['then...'],"[[12.0, 39.0, 153.0, 108.0], [180.0, 9.0, 377.0, 75.0], [298.0, 86.0, 447.0, 153.0], [440.0, 4.0, 619.0, 108.0], [638.0, 6.0, 867.0, 75.0]]","[[6.0, 8.0, 96.0, 29.0]]","[[62.0, 159.0, 124.0, 243.0], [175.0, 111.0, 243.0, 171.0], [355.0, 198.0, 415.0, 266.0], [461.0, 124.0, 519.0, 190.0], [-1.0, -1.0, -1.0, -1.0]]",INFORM,0.05,0.13333333333333333,"{""joy"": 0.2612, ""neutral"": 0.2493, ""surprise"": 0.2171, ""anger"": 0.1207, ""sadness"": 0.0852, ""disgust"": 0.056, ""fear"": 0.0105}"
bp_0_99_0,he dresses rather simply for an administrator of high office!,['then...'],"[[12.0, 39.0, 153.0, 108.0], [180.0, 9.0, 377.0, 75.0], [298.0, 86.0, 447.0, 153.0], [440.0, 4.0, 619.0, 108.0], [638.0, 6.0, 867.0, 75.0]]","[[6.0, 8.0, 96.0, 29.0]]","[[62.0, 159.0, 124.0, 243.0], [175.0, 111.0, 243.0, 171.0], [355.0, 198.0, 415.0, 266.0], [461.0, 124.0, 519.0, 190.0], [-1.0, -1.0, -1.0, -1.0]]",INFORM,0.1,0.4485714285714286,"{""surprise"": 0.7859, ""anger"": 0.0975, ""neutral"": 0.0537, ""disgust"": 0.0403, ""joy"": 0.0105, ""sadness"": 0.0069, ""fear"": 0.0051}"
bp_0_99_0,a wise man needn't be a fashion plate.,['then...'],"[[12.0, 39.0, 153.0, 108.0], [180.0, 9.0, 377.0, 75.0], [298.0, 86.0, 447.0, 153.0], [440.0, 4.0, 619.0, 108.0], [638.0, 6.0, 867.0, 75.0]]","[[6.0, 8.0, 96.0, 29.0]]","[[62.0, 159.0, 124.0, 243.0], [175.0, 111.0, 243.0, 171.0], [355.0, 198.0, 415.0, 266.0], [461.0, 124.0, 519.0, 190.0], [-1.0, -1.0, -1.0, -1.0]]",INFORM,0.7,0.9,"{""neutral"": 0.8834, ""sadness"": 0.0284, ""surprise"": 0.0273, ""disgust"": 0.026, ""anger"": 0.0175, ""joy"": 0.0113, ""fear"": 0.006}"
bp_0_99_0,hunh! i knew the old leopard when he had less wisdom and more spirit!,['then...'],"[[12.0, 39.0, 153.0, 108.0], [180.0, 9.0, 377.0, 75.0], [298.0, 86.0, 447.0, 153.0], [440.0, 4.0, 619.0, 108.0], [638.0, 6.0, 867.0, 75.0]]","[[6.0, 8.0, 96.0, 29.0]]","[[62.0, 159.0, 124.0, 243.0], [175.0, 111.0, 243.0, 171.0], [355.0, 198.0, 415.0, 266.0], [461.0, 124.0, 519.0, 190.0], [-1.0, -1.0, -1.0, -1.0]]",,0.18611111111111112,0.25555555555555554,"{""surprise"": 0.6674, ""disgust"": 0.1366, ""anger"": 0.0663, ""sadness"": 0.0643, ""neutral"": 0.0291, ""joy"": 0.0248, ""fear"": 0.0115}"
bp_0_99_0,"i present n'gassi, first regent and aid to the mighty t'challa!",['then...'],"[[12.0, 39.0, 153.0, 108.0], [180.0, 9.0, 377.0, 75.0], [298.0, 86.0, 447.0, 153.0], [440.0, 4.0, 619.0, 108.0], [638.0, 6.0, 867.0, 75.0]]","[[6.0, 8.0, 96.0, 29.0]]","[[62.0, 159.0, 124.0, 243.0], [175.0, 111.0, 243.0, 171.0], [355.0, 198.0, 415.0, 266.0], [461.0, 124.0, 519.0, 190.0], [-1.0, -1.0, -1.0, -1.0]]",INFORM,0.25,0.41111111111111115,"{""joy"": 0.9382, ""surprise"": 0.0383, ""neutral"": 0.011, ""anger"": 0.0065, ""fear"": 0.0037, ""sadness"": 0.0019, ""disgust"": 0.0004}"
bp_0_99_2,this era of mobility has played havoc with our heritage! even mighty t'challa is out of reach in this grave hour...,[],"[[11.0, 11.0, 250.0, 105.0], [275.0, 9.0, 412.0, 75.0]]",[],"[[69.0, 214.0, 197.0, 397.0], [297.0, 97.0, 426.0, 281.0]]",INFORM,0.4,0.9,"{""fear"": 0.7406, ""sadness"": 0.1092, ""neutral"": 0.0583, ""anger"": 0.045, ""surprise"": 0.0292, ""disgust"": 0.0145, ""joy"": 0.0032}"
bp_0_99_2,"he is sorely needed, noble one!",[],"[[11.0, 11.0, 250.0, 105.0], [275.0, 9.0, 412.0, 75.0]]",[],"[[69.0, 214.0, 197.0, 397.0], [297.0, 97.0, 426.0, 281.0]]",INFORM,0.75,0.9,"{""joy"": 0.9368, ""neutral"": 0.0176, ""anger"": 0.0171, ""sadness"": 0.0143, ""surprise"": 0.0113, ""disgust"": 0.0017, ""fear"": 0.0011}"
bp_0_99_3,"i've seen the others.they seem unlikely candidates for the task we face.it demands a warrior's hand, sire!perhaps mine..",[],"[[6.0, 4.0, 340.0, 93.0], [186.0, 108.0, 405.0, 223.0]]",[],"[[18.0, 72.0, 175.0, 275.0], [269.0, 162.0, 400.0, 335.0]]",,-0.5,0.5,"{""sadness"": 0.7861, ""fear"": 0.0789, ""surprise"": 0.0681, ""neutral"": 0.0294, ""anger"": 0.0224, ""joy"": 0.0113, ""disgust"": 0.0037}"
bp_0_99_3,"yours would do fine, jiru...if it coursed with the blood of royalty!",[],"[[6.0, 4.0, 340.0, 93.0], [186.0, 108.0, 405.0, 223.0]]",[],"[[18.0, 72.0, 175.0, 275.0], [269.0, 162.0, 400.0, 335.0]]",,0.5208333333333334,0.5,"{""anger"": 0.8286, ""disgust"": 0.1228, ""fear"": 0.0168, ""sadness"": 0.0162, ""neutral"": 0.0112, ""joy"": 0.0028, ""surprise"": 0.0015}"
bp_0_9_0,at last it's mine! the doorway to time itself--! compact and secure within this humble object!,[],"[[3.0, 3.0, 393.0, 73.0], [279.0, 74.0, 455.0, 178.0]]",[],"[[73.0, 143.0, 230.0, 290.0], [378.0, 209.0, 461.0, 310.0]]",,0.05000000000000001,0.35555555555555557,"{""neutral"": 0.441, ""joy"": 0.2215, ""anger"": 0.1518, ""surprise"": 0.1239, ""disgust"": 0.0273, ""sadness"": 0.0191, ""fear"": 0.0155}"
bp_0_9_0,but it cannot be controlled highness! it!s dangerous to use!!,[],"[[3.0, 3.0, 393.0, 73.0], [279.0, 74.0, 455.0, 178.0]]",[],"[[73.0, 143.0, 230.0, 290.0], [378.0, 209.0, 461.0, 310.0]]",,-0.9375,0.9,"{""anger"": 0.7004, ""fear"": 0.2125, ""sadness"": 0.0615, ""joy"": 0.0098, ""surprise"": 0.0071, ""disgust"": 0.005, ""neutral"": 0.0037}"
bp_1_158_1,"oh, we'll stop all right--","['in the country known as azania, the justice of the government tends to have one form...']","[[465.0, 379.0, 639.0, 425.0]]","[[18.0, 306.0, 266.0, 384.0]]","[[541.0, 30.0, 585.0, 96.0]]",COMMIT,0.2857142857142857,0.5357142857142857,"{""anger"": 0.7345, ""fear"": 0.1212, ""neutral"": 0.0536, ""sadness"": 0.0461, ""disgust"": 0.0344, ""surprise"": 0.0073, ""joy"": 0.0029}"
bp_1_158_3,"oh, great panther-spirit, hear my prayer and bring deliverance--",[],"[[3.0, 4.0, 255.0, 75.0]]",[],"[[222.0, 5.0, 649.0, 230.0]]",,0.8,0.75,"{""neutral"": 0.4765, ""joy"": 0.2912, ""surprise"": 0.1269, ""sadness"": 0.0456, ""fear"": 0.0312, ""anger"": 0.0177, ""disgust"": 0.0108}"
bp_1_159_1,how long o panther spirit? how long before you hear our cries?,['azania...'],"[[44.0, 596.0, 271.0, 658.0]]","[[0.0, 7.0, 114.0, 21.0]]","[[79.0, 240.0, 199.0, 413.0]]",WHY_QUESTION,-0.05,0.4,"{""neutral"": 0.8112, ""surprise"": 0.1008, ""fear"": 0.0328, ""sadness"": 0.0202, ""anger"": 0.0185, ""disgust"": 0.0142, ""joy"": 0.0023}"
bp_1_159_5,blasted holy men...they're half crazy to begin with!,[],"[[5.0, 6.0, 145.0, 88.0]]",[],"[[-1.0, -1.0, -1.0, -1.0]]",,-0.5055555555555555,0.6555555555555556,"{""surprise"": 0.3469, ""disgust"": 0.3098, ""anger"": 0.2363, ""neutral"": 0.0451, ""sadness"": 0.0433, ""fear"": 0.0115, ""joy"": 0.0072}"
bp_1_161_3,my king -- are you all righ?,[],"[[22.0, 5.0, 174.0, 48.0]]",[],"[[4.0, 63.0, 193.0, 355.0]]",YES-NO_QUESTION,0.0,0.0,"{""surprise"": 0.5692, ""sadness"": 0.2136, ""neutral"": 0.0861, ""fear"": 0.0526, ""anger"": 0.0425, ""disgust"": 0.0222, ""joy"": 0.0138}"
bp_1_163_0,"and now, when i most need the strength and surety that comes from my god",[],"[[0.0, 0.0, 239.0, 82.0], [6.0, 893.0, 154.0, 966.0]]",[],"[[4.0, 110.0, 318.0, 859.0], [5.0, 109.0, 315.0, 859.0]]",NOT_CLASSIFIABLE,0.5,0.5,"{""joy"": 0.8606, ""surprise"": 0.0547, ""neutral"": 0.0275, ""sadness"": 0.0203, ""anger"": 0.0185, ""fear"": 0.0164, ""disgust"": 0.0021}"
bp_1_163_0,"has he, in fact, deserted me? has he?",[],"[[0.0, 0.0, 239.0, 82.0], [6.0, 893.0, 154.0, 966.0]]",[],"[[4.0, 110.0, 318.0, 859.0], [5.0, 109.0, 315.0, 859.0]]",,0.0,0.0,"{""sadness"": 0.3571, ""neutral"": 0.283, ""disgust"": 0.1186, ""anger"": 0.1026, ""surprise"": 0.0828, ""fear"": 0.0547, ""joy"": 0.0012}"
bp_1_163_2,our host certainly seems to be of mercurial temperament tonight!,[],"[[0.0, 4.0, 115.0, 146.0], [0.0, 219.0, 369.0, 265.0]]",[],"[[138.0, 10.0, 296.0, 194.0], [392.0, 28.0, 580.0, 246.0]]",INFORM,0.26785714285714285,0.5714285714285714,"{""joy"": 0.8337, ""neutral"": 0.1444, ""surprise"": 0.0095, ""anger"": 0.0051, ""disgust"": 0.0033, ""sadness"": 0.0032, ""fear"": 0.0008}"
bp_1_163_2,"he may act abruptly, but not without reason, ambassador inouye!",[],"[[0.0, 4.0, 115.0, 146.0], [0.0, 219.0, 369.0, 265.0]]",[],"[[138.0, 10.0, 296.0, 194.0], [392.0, 28.0, 580.0, 246.0]]",FEEDBACK,-0.15625,1.0,"{""anger"": 0.4405, ""surprise"": 0.2449, ""fear"": 0.2408, ""neutral"": 0.0444, ""sadness"": 0.017, ""disgust"": 0.0087, ""joy"": 0.0038}"
bp_1_163_4,"hurry, fools! you know the black panther must not be seen without an honor guard-- especially now!",[],"[[1.0, 5.0, 117.0, 170.0]]",[],"[[140.0, 22.0, 155.0, 40.0]]",,-0.08333333333333333,0.7166666666666667,"{""anger"": 0.6365, ""fear"": 0.1559, ""disgust"": 0.0828, ""neutral"": 0.0453, ""sadness"": 0.0437, ""surprise"": 0.022, ""joy"": 0.0137}"
bp_1_164_2,"homelands! we uproot them from homes they thought they owned, give them scraps of veldt with no resources and then force them to work in our factories as aliens without rights!",[],"[[4.0, 3.0, 164.0, 171.0]]",[],"[[-1.0, -1.0, -1.0, -1.0]]",,0.0,0.0,"{""anger"": 0.8853, ""disgust"": 0.0339, ""surprise"": 0.0287, ""neutral"": 0.0226, ""fear"": 0.0167, ""joy"": 0.0066, ""sadness"": 0.0063}"
bp_1_164_9,what sort of system is that?,[],"[[5.0, 3.0, 144.0, 46.0], [81.0, 271.0, 136.0, 351.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [1.0, 46.0, 141.0, 456.0]]",WHY_QUESTION,0.0,0.0,"{""neutral"": 0.674, ""surprise"": 0.2639, ""anger"": 0.0312, ""disgust"": 0.0195, ""sadness"": 0.0049, ""fear"": 0.0041, ""joy"": 0.0024}"
bp_1_164_9,"alas, it is the one we have.",[],"[[5.0, 3.0, 144.0, 46.0], [81.0, 271.0, 136.0, 351.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [1.0, 46.0, 141.0, 456.0]]",FEEDBACK,-0.4,1.0,"{""neutral"": 0.8144, ""surprise"": 0.1423, ""joy"": 0.0194, ""sadness"": 0.0145, ""anger"": 0.0048, ""disgust"": 0.0032, ""fear"": 0.0013}"
bp_1_165_6,stand aside! this is our country!,[],"[[0.0, 0.0, 118.0, 62.0]]",[],"[[36.0, 159.0, 54.0, 181.0]]",,0.0,0.0,"{""anger"": 0.872, ""disgust"": 0.0427, ""fear"": 0.0307, ""surprise"": 0.029, ""neutral"": 0.0133, ""sadness"": 0.0069, ""joy"": 0.0055}"
bp_1_167_1,--you're more enslaved than the azanians!,"['minutes later, loudspeakers throughout the city make an announcement...']","[[339.0, 3.0, 563.0, 38.0], [306.0, 349.0, 613.0, 458.0]]","[[365.0, 209.0, 525.0, 289.0]]","[[308.0, 86.0, 338.0, 119.0], [-1.0, -1.0, -1.0, -1.0]]",INFORM,0.625,0.5,"{""surprise"": 0.3835, ""disgust"": 0.2846, ""anger"": 0.2066, ""neutral"": 0.0681, ""sadness"": 0.0388, ""fear"": 0.011, ""joy"": 0.0073}"
bp_1_167_1,"attention!t'challa kins of the wakanda's, the black panther, shall give a public address at the temple square in twenty minutes!all wakandans are welcome!","['minutes later, loudspeakers throughout the city make an announcement...']","[[339.0, 3.0, 563.0, 38.0], [306.0, 349.0, 613.0, 458.0]]","[[365.0, 209.0, 525.0, 289.0]]","[[308.0, 86.0, 338.0, 119.0], [-1.0, -1.0, -1.0, -1.0]]",,0.2777777777777778,0.4666666666666666,"{""joy"": 0.6713, ""surprise"": 0.173, ""neutral"": 0.1181, ""anger"": 0.0201, ""sadness"": 0.0091, ""fear"": 0.0069, ""disgust"": 0.0015}"
bp_1_167_2,young one--the panther spirit is our nation--!,[],"[[141.0, 5.0, 289.0, 58.0], [141.0, 411.0, 289.0, 459.0]]",[],"[[44.0, 57.0, 134.0, 132.0], [52.0, 143.0, 221.0, 383.0]]",INFORM,0.125,0.4,"{""neutral"": 0.3918, ""surprise"": 0.2228, ""joy"": 0.2096, ""anger"": 0.1164, ""disgust"": 0.0311, ""sadness"": 0.0167, ""fear"": 0.0116}"
bp_1_167_2,no! it's a club you hold over our heads!,[],"[[141.0, 5.0, 289.0, 58.0], [141.0, 411.0, 289.0, 459.0]]",[],"[[44.0, 57.0, 134.0, 132.0], [52.0, 143.0, 221.0, 383.0]]",,0.0,0.0,"{""surprise"": 0.6635, ""anger"": 0.2076, ""joy"": 0.0497, ""disgust"": 0.0327, ""neutral"": 0.0248, ""fear"": 0.0112, ""sadness"": 0.0105}"
bp_1_168_0,"i am shocked to learn of brutal murder of governor fugard in his home two days ago. although a member of goverment all just men must condemn, he fought long and hard for equality and representative rule. i condemn his murderer.","['soon, as his speech is transmitted by video relay to every outlying village, the panther begins--']","[[34.0, 123.0, 298.0, 315.0]]","[[4.0, 3.0, 324.0, 57.0]]","[[-1.0, -1.0, -1.0, -1.0]]",,-0.4791666666666667,0.6854166666666667,"{""surprise"": 0.7666, ""fear"": 0.1198, ""anger"": 0.0849, ""sadness"": 0.0134, ""disgust"": 0.0103, ""joy"": 0.0029, ""neutral"": 0.0021}"
