dialog,narration,img_id,dialog_bounding_boxes,narration_bounding_boxes,face_bounding_boxes
"[""if master is kind, the blessing of smoke spirit will be upon her in peace and in war-- the flame burns low! - the voice of the fire has spoken!""]",[],2299_21_9,"[[148.0, 0.0, 285.0, 154.0]]",[],"[[59.0, 77.0, 148.0, 157.0]]"
"[""and this little camera that ah slipped out of his pocket may take care of bloodsoe -- the murderer!""]",[],2305_14_9,"[[66.0, 2.0, 369.0, 110.0]]",[],"[[272.0, 76.0, 317.0, 136.0]]"
"[""i'm not easily caught!""]",[],2309_32_6,"[[79.0, 12.0, 315.0, 73.0]]",[],"[[133.0, 68.0, 226.0, 182.0]]"
"[""hey, cabbie!""]",['buck arrives at his destination.'],2315_54_6,"[[180.0, 68.0, 342.0, 126.0]]","[[13.0, 26.0, 446.0, 64.0]]","[[390.0, 93.0, 444.0, 155.0]]"
"[""sorry, goofy, i'm over here!""]",[],2323_46_5,"[[354.0, 107.0, 529.0, 240.0]]",[],"[[343.0, 236.0, 424.0, 304.0]]"
"[""sorry, ugly!""]",[],2324_13_4,"[[334.0, 32.0, 526.0, 135.0]]",[],"[[252.0, 112.0, 358.0, 215.0]]"
"[""now we'll land and grab him alive."", ""hit looks like you brain is workin' overtime ted.""]",[],2326_22_1,"[[561.0, 9.0, 900.0, 203.0], [358.0, 306.0, 883.0, 483.0]]",[],"[[296.0, 763.0, 515.0, 921.0], [94.0, 712.0, 264.0, 909.0]]"
"[""sorry i couldn't nab them sergeant."", ""that's okay, mackenzie, as long as you can recognize them - i'm combing the town from the river to the city limits!""]","[""later, in the police's station ...""]",2329_32_4,"[[7.0, 57.0, 154.0, 188.0], [125.0, 58.0, 405.0, 240.0]]","[[0.0, 13.0, 393.0, 71.0]]","[[40.0, 226.0, 112.0, 309.0], [224.0, 230.0, 328.0, 332.0]]"
"[""thank god you are all right! .."", ""i've got a little score to even with the brain!"", ""look! a coast guard""]",['in the room doctor frost recovers'],2332_65_0,"[[64.0, 31.0, 250.0, 113.0], [333.0, 37.0, 501.0, 162.0], [447.0, 213.0, 656.0, 300.0]]","[[85.0, 0.0, 691.0, 42.0]]","[[260.0, 52.0, 325.0, 125.0], [301.0, 216.0, 334.0, 264.0], [-1.0, -1.0, -1.0, -1.0]]"
"[""achtung! sound der alarm' hans has been killed' achtung""]","[""don't count your chicks too fast hinkv' for, at that moment""]",2337_18_7,"[[11.0, 76.0, 520.0, 232.0]]","[[0.0, 5.0, 589.0, 84.0]]","[[317.0, 234.0, 424.0, 340.0]]"
"[""my master does pay me miserably -- and the mistress does have so much jewelry! i shall do it!"", ""ha! ha!!""]",[],2341_5_3,"[[1.0, 14.0, 433.0, 177.0], [427.0, 98.0, 572.0, 227.0]]",[],"[[228.0, 185.0, 311.0, 300.0], [405.0, 271.0, 457.0, 349.0]]"
"[""sorry you didnt like it! try this!"", ""ugh""]",[],2342_47_5,"[[140.0, 0.0, 459.0, 91.0], [431.0, 11.0, 557.0, 144.0]]",[],"[[333.0, 156.0, 435.0, 306.0], [455.0, 338.0, 568.0, 460.0]]"
"[""there he is ... that's the mugg!"", ""rocks randall! this is a happy surprise, boys!"", ""grab the film, fingers, and take it over to the century film laboratory ... we'll check on this black owl!""]",[],2350_30_4,"[[8.0, 0.0, 252.0, 78.0], [236.0, 0.0, 521.0, 90.0], [275.0, 78.0, 486.0, 330.0]]",[],"[[91.0, 91.0, 137.0, 156.0], [417.0, 326.0, 519.0, 453.0], [182.0, 89.0, 237.0, 158.0]]"
"[""oomph!""]",[],2350_37_2,"[[34.0, 2.0, 322.0, 82.0]]",[],"[[179.0, 338.0, 255.0, 420.0]]"
"[""meanwhile, gumption, you an' i are goin' to keep our eyes peeled mighty sharp"", ""yep! i have a feelin in muh bones that somethin's goin' to happen jest like the time i was ridin' with custer, on the way to little big horn ... \""general,\"" i says to him \""mebbe we're makin' a mistake\"" ..""]",[],2373_21_2,"[[54.0, 27.0, 356.0, 185.0], [216.0, 16.0, 658.0, 205.0]]",[],"[[111.0, 260.0, 249.0, 446.0], [337.0, 240.0, 541.0, 440.0]]"
"[""is my lucky day! hah! no have any room for money!"", ""you said it! brother! we've had enough!"", ""your hy""]",['taxi'],2392_31_3,"[[41.0, 24.0, 361.0, 123.0], [360.0, 11.0, 625.0, 121.0], [0.0, 574.0, 94.0, 650.0]]","[[161.0, 466.0, 272.0, 535.0]]","[[284.0, 145.0, 366.0, 222.0], [491.0, 272.0, 544.0, 342.0], [-1.0, -1.0, -1.0, -1.0]]"
"[""as i said, if the pirates unite they can conquer the whole country! already we control the gulf and half the atlantic!"", ""right you are, chalfont! and with this package of misery to show 'em there'll be plenty to join us!""]",[],2395_20_1,"[[0.0, 8.0, 377.0, 153.0], [346.0, 4.0, 625.0, 170.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]"
"[""that guy brant made such a monkey of me i feel like climbing a tree!"", ""he sure beat us with that whirlwind dash!""]",[],2400_12_1,"[[39.0, 41.0, 125.0, 142.0], [202.0, 143.0, 281.0, 224.0]]",[],"[[138.0, 51.0, 162.0, 80.0], [179.0, 61.0, 204.0, 92.0]]"
"[""handle him easy, men ... the poor fellow's badly hurt!""]",[],2403_35_5,"[[7.0, 0.0, 207.0, 52.0]]",[],"[[53.0, 65.0, 85.0, 94.0]]"
"[""uh - made it!""]",[],2405_19_6,"[[152.0, 28.0, 204.0, 92.0]]",[],"[[104.0, 50.0, 138.0, 75.0]]"
"[""whoops! - rain! - huh! well, we'll wait in mister gilhooley's 'til it stops!""]",[],2405_34_3,"[[6.0, 17.0, 202.0, 76.0]]",[],"[[76.0, 62.0, 129.0, 95.0]]"
"[""this is the best time i've ever seen made in a slalom!""]",[],240_56_5,"[[316.0, 97.0, 568.0, 245.0]]",[],"[[457.0, 301.0, 570.0, 446.0]]"
"[""... but i feel better than ever! now i shall find a policeman and show how easily he is overthrown!"", ""i'm one guy you'll have to show!""]",[],2413_21_4,"[[23.0, 8.0, 203.0, 181.0], [206.0, 13.0, 337.0, 105.0]]",[],"[[175.0, 200.0, 255.0, 291.0], [275.0, 227.0, 331.0, 288.0]]"
"[""i counted on their getting panicky when they saw the flames! but any one of them could have extinguished the fire like\tthis!""]",[],2415_24_1,"[[17.0, 32.0, 478.0, 131.0]]",[],"[[104.0, 149.0, 156.0, 218.0]]"
"[""herr schtuk, a dangerous man has made a fool of otto in the\tsquare"", ""one moment, kief, we are discussing plans ..""]",[],2420_4_2,"[[0.0, 2.0, 231.0, 90.0], [78.0, 51.0, 230.0, 170.0]]",[],"[[19.0, 161.0, 74.0, 228.0], [153.0, 234.0, 182.0, 262.0]]"
"[""yeeow!""]","['but black ace is ever alert, and the mans cry is not the']",2426_9_5,"[[51.0, 5.0, 175.0, 78.0]]","[[0.0, 300.0, 376.0, 363.0]]","[[194.0, 35.0, 219.0, 63.0]]"
"[""hmmm! fritz hoffman himself!! -- and she's with him! - i wonder ..""]",[],2427_52_9,"[[49.0, 21.0, 316.0, 143.0]]",[],"[[147.0, 163.0, 298.0, 318.0]]"
"[""an' so help me, warden, when i looked back of me, the dead chinaman had got up an' gone!"", ""are you crazy?""]",[],2431_56_2,"[[0.0, 1.0, 286.0, 179.0], [181.0, 80.0, 337.0, 188.0]]",[],"[[107.0, 197.0, 189.0, 285.0], [-1.0, -1.0, -1.0, -1.0]]"
"[""sorry that i must do this, officer!""]",[],2432_41_9,"[[12.0, 10.0, 154.0, 88.0]]",[],"[[127.0, 42.0, 155.0, 73.0]]"
"[""grrrawg!""]","['infuriated, the huge man crashes down with rock-like fists.']",2432_9_3,"[[116.0, 47.0, 227.0, 85.0]]","[[0.0, 4.0, 220.0, 61.0]]","[[72.0, 58.0, 117.0, 117.0]]"
"[""sorry.. i'm deter-mined to get aboard!""]",['and meets opposition with a furious offen-sive'],2436_9_6,"[[206.0, 80.0, 369.0, 201.0]]","[[4.0, 12.0, 375.0, 90.0]]","[[125.0, 201.0, 181.0, 294.0]]"
"[""confession to the murder of joy devine, director buzzbe, cameraman jones and thompson the agent... all of whom you hated for stealing the glory from you!"", ""yes, i did it!""]",[],2439_38_11,"[[1.0, 3.0, 226.0, 201.0], [0.0, 200.0, 80.0, 250.0]]",[],"[[95.0, 225.0, 179.0, 319.7], [20.0, 363.0, 101.0, 408.0]]"
"[""what's this?ben stokes!hmmm! lucky for family he has this $10,000 insurance policy!""]",[],2442_52_3,"[[18.0, 0.0, 413.0, 142.0]]",[],"[[195.0, 220.0, 280.0, 314.0]]"
"[""have you anything to say before sentence is passed upon you?"", ""only that i appreciate the grim aspect of this trial, your honor!""]","['the trial is soon held, and a verdict of guilty reached!...']",2444_65_4,"[[82.0, 53.0, 341.0, 160.0], [8.0, 257.0, 217.0, 450.0]]","[[7.0, 1.0, 356.0, 63.0]]","[[12.0, 88.0, 102.0, 207.0], [256.0, 265.0, 343.0, 372.0]]"
"[""they are!!"", ""aieeeee! run for cover! we are attacked!""]",[],2448_36_2,"[[7.0, 2.0, 174.0, 110.0], [215.0, 10.0, 472.0, 182.0]]",[],"[[176.0, 317.0, 207.0, 348.0], [301.0, 179.0, 467.0, 329.0]]"
"[""chuckle! this ought to give bunny plenty of thrills and chills! she'll admire my acting ability, too!""]",[],2449_33_1,"[[103.0, 0.0, 566.0, 144.0]]",[],"[[128.0, 181.0, 198.0, 271.0]]"
"[""e molded her from his wn atomic structure order to communicate ith us! he turned his ntire planetary surface to a garden of ede to keep us content!"", ""and we decided to take off he grew angry and showed us his true self!""]",[],2456_31_2,"[[0.0, 0.0, 345.0, 157.0], [343.0, 0.0, 500.0, 156.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]"
"[""poor fellows... most of them didn't even know why they were fighting!""]","['making endless trips, zamoisky and the blue zombie carefully place the fallen soldiers into ne of the huge covered tractors and transport them to the laboratory...']",2463_70_5,"[[5.0, 126.0, 329.0, 260.0]]","[[4.0, 6.0, 592.0, 133.0]]","[[75.0, 293.0, 179.0, 412.0]]"
"[""oh no, sonny boy..not leaving so soon are you ?"", ""yiii!""]",[],2464_54_1,"[[38.0, 20.0, 321.0, 102.0], [211.0, 60.0, 345.0, 123.0]]",[],"[[204.0, 240.0, 264.0, 313.0], [161.0, 94.0, 227.0, 184.0]]"
"[""hello... say, you're crying!"", ""what is wrong, little white she?""]",[],2467_45_5,"[[6.0, 6.0, 174.0, 90.0], [190.0, 4.0, 398.0, 89.0]]",[],"[[143.0, 81.0, 174.0, 117.0], [236.0, 104.0, 276.0, 150.0]]"
"[""my thanks to honorable shark, for without your threat i would not have made safety.""]",[],2485_49_5,"[[212.0, 24.0, 360.0, 150.0]]",[],"[[194.0, 108.0, 218.0, 139.0]]"
"[""ugh!""]",[],2500_41_0,"[[150.0, 64.0, 345.0, 142.0]]",[],"[[288.0, 303.0, 427.0, 466.0]]"
"[""careful! there's sniper fire coming from the third building on this side!""]","[""yessir ... i was with truscott's ninth infantry when we captured fort lyautey! that's where he won the distinguished service medal!""]",2503_2_4,"[[6.0, 123.0, 295.0, 267.0]]","[[5.0, 7.0, 608.0, 127.0]]","[[272.0, 309.0, 332.0, 362.0]]"
"[""it worked! i got away before he could see me!"", ""excellent! and our preparations are complete on this end!"", ""den i guess we beat it now, huh, rusty? i don't wanna tangle wit' dat guy again!""]","['and at this time, at the mammoth warehouse..']",2508_7_0,"[[64.0, 59.0, 247.0, 173.0], [219.0, 65.0, 417.0, 178.0], [387.0, 70.0, 534.0, 273.0]]","[[49.0, 35.0, 528.0, 72.0]]","[[199.0, 287.0, 245.0, 332.0], [272.0, 273.0, 307.0, 310.0], [341.0, 248.0, 379.0, 282.0]]"
"[""i'm sorry! i have to report all gun-wounds to the police!!""]",[],2519_11_5,"[[6.0, 6.0, 269.0, 146.0]]",[],"[[142.0, 207.0, 271.0, 384.0]]"
"[""fools!""]",[],2521_52_3,"[[24.0, 29.0, 267.0, 145.0]]",[],"[[197.0, 100.0, 307.0, 224.0]]"
"[""i pity leffley! your friends will rally to you!"", ""first i will challenge leffley alone! bid the others be ready! word to the king's minister!""]",[],2534_30_3,"[[7.0, 1.0, 236.0, 123.0], [114.0, 52.0, 334.0, 247.0]]",[],"[[107.0, 242.0, 158.0, 303.0], [199.0, 238.0, 260.0, 289.0]]"
"[""from me to the two of you!"", ""owwww!""]",[],2540_15_7,"[[18.0, 43.0, 222.0, 148.0], [260.0, 69.0, 441.0, 132.0]]",[],"[[94.0, 197.0, 147.0, 274.0], [299.0, 208.0, 412.0, 304.0]]"
"[""yeow!she used to be good but this is murder!"", ""yeah! i can remember lilli tucker when she was good!""]",['at the exclusive jade clu'],2556_31_1,"[[8.0, 25.0, 88.0, 135.0], [86.0, 26.0, 216.0, 113.0]]","[[7.0, 6.0, 235.0, 38.0]]","[[21.0, 193.0, 84.0, 260.0], [122.0, 195.0, 204.0, 275.0]]"
"[""right -- check loca-tion and report back.""]",['capt. in another part of ship at phone.'],2557_39_0,"[[0.0, 54.0, 200.0, 108.0]]","[[0.0, 4.0, 200.0, 59.0]]","[[3.0, 176.0, 101.0, 359.0]]"
"[""i am safe- the scaly one shall be food for his brothers but why slade's treacherous blow - why? what evil is he intent on carrying out?""]",['and as the murky waters turn red...'],2560_6_4,"[[20.0, 42.0, 300.0, 182.0]]","[[34.0, 0.0, 251.0, 35.0]]","[[214.0, 219.0, 271.0, 266.0]]"
"[""sorry, baby! two killings are par for this course!""]",['that was all the time i needed.'],2562_7_5,"[[19.0, 22.0, 236.0, 118.0]]","[[25.0, 0.0, 520.0, 20.0]]","[[132.0, 126.0, 185.0, 209.0]]"
"[""incredible! then only your soul was captured?"", ""yes! i shall continue ... there is much evil in air!""]",[],2563_53_4,"[[32.0, 8.0, 258.0, 123.0], [274.0, 8.0, 500.0, 128.0]]",[],"[[71.0, 129.0, 106.0, 178.0], [247.0, 87.0, 300.0, 145.0]]"
"[""we'll see who gets mowed down!"", ""ouch! look out for those bullets!""]",[],2564_6_3,"[[24.0, 31.0, 240.0, 115.0], [350.0, 36.0, 523.0, 145.0]]",[],"[[45.0, 148.0, 80.0, 178.0], [427.0, 246.0, 452.0, 274.0]]"
"[""there must be something mighty strange going on down here.""]",[],2568_6_1,"[[17.0, 0.0, 375.0, 88.0]]",[],"[[140.0, 97.0, 279.0, 293.0]]"
"[""everything's so merry -- those santas with their bells, the gay windows , the lights -- this is a wonderful time of year.everybody is so friendly --""]","['one of the bright young men in teh publicity broadcasting network is marty gale. hav for rheir television star, teresa talley, he de her apartment, which is not far from the co', 'it is just before christmas and marty, as he walks along, absorbs the holiday atmosphere...']",2572_28_0,"[[0.0, 127.0, 538.0, 238.0]]","[[0.0, 0.0, 538.0, 92.0], [0.0, 86.0, 538.0, 155.0]]","[[299.0, 272.0, 408.0, 414.0]]"
"[""there, m'buwangi, you will have a beautiful diamond for an adornment and keep it safely for me.""]",[],2572_5_1,"[[21.0, 0.0, 311.0, 90.0]]",[],"[[62.0, 117.0, 150.0, 222.0]]"
"[""that will silence your babbling tongue - wait ... what is that?""]",[],2579_32_6,"[[9.0, 7.0, 146.0, 78.0]]",[],"[[154.0, 52.0, 187.0, 83.0]]"
"[""i know how to finish off this imp so as to make it look accidental,then i'll attend to the drunk there's a deserted ski courde which will just suit my purpose!"", ""i'll have ese on r yoi in second""]",[],2587_62_6,"[[62.0, 2.0, 384.0, 139.0], [3.0, 116.0, 94.0, 201.0]]",[],"[[189.0, 118.0, 223.0, 161.0], [2.0, 182.0, 25.0, 267.0]]"
"[""hurry, chapman.. i feel uneasy!"", ""a few minutes more""]","['hens he was next heard of oct. accomplice named shean, he']",259_7_4,"[[149.0, 43.0, 391.0, 116.0], [253.0, 102.0, 468.0, 184.0]]","[[36.0, 0.0, 486.0, 50.0]]","[[99.0, 62.0, 157.0, 139.0], [191.0, 245.0, 258.0, 310.0]]"
"[""sorry i can't stay and watch you roast cor. per. so long!""]","['but before devron leaves, he sets the oil buner thermostat on top heat.']",2607_33_5,"[[47.0, 20.0, 234.0, 135.0]]","[[44.0, 309.0, 554.0, 369.0]]","[[282.0, 9.0, 424.0, 158.0]]"
"[""wow!!! it must be a time bomb!!! no time to look for it""]",[],2609_54_0,"[[25.0, 1.0, 266.0, 105.0]]",[],"[[150.0, 140.0, 241.0, 268.0]]"
"[""there it goes""]",[],2616_30_4,"[[283.0, 17.0, 526.0, 181.0]]",[],"[[296.0, 235.0, 479.0, 460.0]]"
"[""now!!""]","[""ck at 's lab yer reak ds his emy covered nd pared r his turn.- ree adly nger gs let their son arts""]",2618_8_4,"[[349.0, 20.0, 482.0, 77.0]]","[[0.0, 0.0, 115.0, 421.0]]","[[279.0, 184.0, 363.0, 260.0]]"
"[""the thought of how i almost betrayed my country drives me crazy!"", ""dont't brood about the past!""]",[],2621_6_2,"[[4.0, 0.0, 239.0, 54.0], [245.0, 3.0, 359.0, 55.0]]",[],"[[99.0, 55.0, 144.0, 113.0], [248.0, 50.0, 294.0, 99.0]]"
"[""byron must be in the chair now. hope it's not too late!""]",[],2624_40_6,"[[118.0, 7.0, 392.0, 106.0]]",[],"[[110.0, 141.0, 190.0, 243.0]]"
"[""who are you?"", ""oof! my - wind -- it's knocked out of me!""]",[],2628_23_4,"[[170.0, 4.0, 301.0, 61.0], [257.0, 13.0, 440.0, 113.0]]",[],"[[84.0, 8.0, 163.0, 78.0], [296.0, 111.0, 355.0, 184.0]]"
"[""it's unbelievable! these plans show a gigantic flying wing.. capable of carrying troops, tanks, artillery... what's that!?""]",[],2634_44_6,"[[50.0, 11.0, 435.0, 219.0]]",[],"[[164.0, 231.0, 265.0, 380.0]]"
"[""good gosh! these men are other victims of the scarlet death!""]",[],2635_40_8,"[[12.0, 0.0, 197.0, 71.0]]",[],"[[33.0, 83.0, 76.0, 139.0]]"
"[""whew! he's either very brave or plain nuts!"", ""that's a heck of a way to find out if a lion has halitosis!!""]",[],2637_13_2,"[[7.0, 40.0, 162.0, 132.0], [124.0, 39.0, 284.0, 167.0]]",[],"[[66.0, 250.0, 75.0, 260.0], [88.0, 252.0, 94.0, 257.0]]"
"[""aaahh!""]",['with deadly aim. the marksman gits his difficult target...'],2640_64_3,"[[134.0, 66.0, 216.0, 108.0]]","[[0.0, 8.0, 216.0, 61.0]]","[[154.0, 122.0, 212.0, 177.0]]"
"[""wow! i just got away in time!""]",['zooming skyward he sees the battleship belching death at the little freighter..'],2646_28_1,"[[108.0, 104.0, 352.0, 230.0]]","[[0.0, 16.0, 380.0, 112.0]]","[[199.0, 258.0, 322.0, 378.0]]"
"[""mission accomplished, sir! boris ivanov is dead --- the only scientist in all the soviets who could have deciphered that cosmic ray formula!"", ""great work, lance!""]",['larson the man of a thousand faces becomes another one - man army in  the next slugging issue of soldiers of fortune!'],2651_49_6,"[[11.0, 0.0, 278.0, 118.0], [190.0, 84.0, 307.0, 171.0]]","[[12.0, 320.0, 340.0, 436.0]]","[[74.0, 193.0, 151.0, 291.0], [210.0, 204.0, 295.0, 298.0]]"
"[""congratulations my boy. that was a sensational job!is there anything i can do for you?""]",[],2676_46_5,"[[92.0, 0.0, 462.0, 73.0]]",[],"[[274.0, 190.0, 413.0, 339.0]]"
"[""help!! men .. and intruder! help!!"", ""think the bla cat wi""]",[],2685_34_4,"[[0.0, 9.0, 260.0, 110.0], [177.0, 390.0, 301.0, 461.0]]",[],"[[93.0, 88.0, 230.0, 266.0], [82.0, 345.0, 152.0, 438.0]]"
"[""for the present we're absolutely helpless.""]","['picking up speed, the ships start their journey .....']",2691_47_5,"[[142.0, 139.0, 328.0, 225.0]]","[[9.0, 14.0, 303.0, 67.0]]","[[128.0, 239.0, 138.0, 246.0]]"
"[""i've all the evidence i need right here!""]","['bing powers, kung-fu-tse leaves']",2692_51_2,"[[193.0, 48.0, 463.0, 133.0]]","[[66.0, 3.0, 463.0, 43.0]]","[[170.0, 103.0, 238.0, 199.0]]"
"[""hmm that's an excellant idea!"", ""here is the history on all the cases!""]",['crash describes the plan for baiting the criminals.'],2693_23_3,"[[76.0, 62.0, 246.0, 130.0], [235.0, 59.0, 411.0, 140.0]]","[[8.0, 10.0, 411.0, 65.0]]","[[58.0, 117.0, 137.0, 224.0], [331.0, 160.0, 342.0, 175.0]]"
"[""i learned this in varsity football!!""]",[],2696_40_0,"[[15.0, 74.0, 321.0, 187.0]]",[],"[[55.0, 453.0, 170.0, 558.0]]"
"[""creepy's gotta ironclad alibi! he's a patient at city hospital room 812 -- but i seen him at the stick-up!"", ""we've got to work fast, gypo.""]",[],26_9_5,"[[1.0, 0.0, 514.0, 150.0], [501.0, 0.0, 773.0, 99.0]]",[],"[[145.0, 325.0, 195.0, 377.0], [245.0, 397.0, 303.0, 448.0]]"
"[""yeow!!"", ""for all your dirty work, ratzi!! part payment--!!""]",[],2703_32_7,"[[439.0, 122.0, 613.0, 187.0], [50.0, 368.0, 338.0, 491.0]]",[],"[[38.0, 56.0, 105.0, 97.0], [465.0, 342.0, 525.0, 392.0]]"
"[""hello, kids! joanie's plane just landed without her! i'm afraid she's in trouble driver, follow route 8 out of the city, and step on it!""]",[],2705_6_1,"[[15.0, 11.0, 403.0, 182.0]]",[],"[[114.0, 169.0, 281.0, 359.0]]"
"[""and worst of all, poor, poor julia sits all day staring out the window, pining for the male buzzard who stole hrr heart! that is why i hate the spirit!"", ""sniff sniff!""]",[],2709_21_2,"[[16.0, 8.0, 397.0, 214.0], [223.0, 189.0, 368.0, 245.0]]",[],"[[76.0, 191.0, 202.0, 360.0], [315.0, 264.0, 370.0, 322.0]]"
"[""there she is! --alone! helpless!""]","[""minutes later, at elva grammant's ...""]",2711_30_3,"[[64.0, 66.0, 311.0, 171.0]]","[[0.0, 0.0, 325.0, 65.0]]","[[175.0, 224.0, 237.0, 295.0]]"
"[""why, it's a --a paper airplane!""]",[],2726_11_4,"[[104.0, 50.0, 301.0, 137.0]]",[],"[[179.0, 237.0, 331.0, 380.0]]"
"[""oh!!""]",['page 45'],2732_46_2,"[[102.0, 54.0, 346.0, 161.0]]","[[203.0, 1.0, 459.0, 75.0]]","[[85.0, 213.0, 191.0, 426.0]]"
"[""nice work ... i'm almost there!""]",[],2734_33_1,"[[16.0, 51.0, 267.0, 154.0]]",[],"[[132.0, 220.0, 196.0, 320.0]]"
"[""i'll stamp you into the dust, like a worm!"", ""oops that wa was close!""]",[],2739_29_4,"[[15.0, 0.0, 214.0, 56.0], [142.0, 14.0, 231.0, 93.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [176.0, 141.0, 202.0, 172.0]]"
"[""now what?""]",[],2760_28_4,"[[54.0, 12.0, 479.0, 162.0]]",[],"[[-1.0, -1.0, -1.0, -1.0]]"
"[""yow-w-w!"", ""good boy, pinto""]","['in a flash, pinto wheels -- and seizes the rope!']",2764_50_0,"[[167.0, 92.0, 277.0, 130.0], [164.0, 136.0, 292.0, 198.0]]","[[0.0, 0.0, 489.0, 31.0]]","[[110.0, 107.0, 147.0, 139.0], [215.0, 190.0, 274.0, 278.0]]"
"[""now to make sure this isn't used again! -- whoa! not so fast!""]",['one of the gang escapes!'],2776_4_3,"[[41.0, 19.0, 350.0, 89.0]]","[[0.0, 0.0, 367.0, 25.0]]","[[156.0, 92.0, 227.0, 183.0]]"
"[""i'm just mad enough to rule the world ... with this!""]",[],2777_31_1,"[[5.0, 18.0, 220.0, 104.0]]",[],"[[213.0, 31.0, 294.0, 120.0]]"
"[""don't worry, maisie. i ain't gonna kill you, but you ain't goin' nowhere till the landlady finds you tomorrow mornin'!""]",[],277_15_3,"[[61.0, 8.0, 391.0, 138.0]]",[],"[[220.0, 164.0, 380.0, 383.0]]"
"[""yippee! a balloon!"", ""hey, they're gonna land right on the deck!help them!""]",['an hour later...'],2786_5_1,"[[10.0, 63.0, 153.0, 164.0], [152.0, 70.0, 294.0, 214.0]]","[[8.0, 24.0, 226.0, 78.0]]","[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]"
"[""sure he's the jonah! three accidents .. and he doesn't even get a scratch!"", "".. and remember all this bad luck started since we left singa-pore .. where the beggar put the voodoo on him!"", ""bah, you're just bunch of super-stitious old women!i'm no jonah .. there isn't any such thing!""]",[],2793_25_0,"[[0.0, 4.0, 208.0, 101.0], [145.0, 0.0, 362.0, 136.0], [313.0, 18.0, 424.0, 208.0]]",[],"[[85.0, 96.0, 131.0, 153.0], [144.0, 218.0, 231.0, 334.0], [272.0, 200.0, 366.0, 294.0]]"
"[""bats!""]",[],2805_13_3,"[[153.0, 243.0, 234.0, 301.0]]",[],"[[49.0, 341.0, 229.0, 558.0]]"
"[""it is more a prize than you imagine!""]",[],2808_13_3,"[[12.0, 65.0, 346.0, 227.0]]",[],"[[350.0, 53.0, 923.0, 759.0]]"
"[""help!"", ""i cannot swim!""]",['but the storm rose with even greater fury until...'],2809_83_0,"[[39.0, 146.0, 156.0, 226.0], [234.0, 153.0, 413.0, 239.0]]","[[7.0, 0.0, 475.0, 81.0]]","[[75.0, 296.0, 98.0, 329.0], [238.0, 389.0, 261.0, 429.0]]"
"[""the world would have been in a frightful war by now ... if it hadn't had to stop to hunt down halran!"", ""well ... maybe! she's meeting him secretly!""]",[],2815_24_4,"[[0.0, 0.0, 536.0, 113.0], [241.0, 71.0, 570.0, 193.0]]",[],"[[39.0, 190.0, 124.0, 295.0], [243.0, 189.0, 575.0, 579.0]]"
"[""i can hardly breathe!""]",[],2816_13_1,"[[92.0, 148.0, 288.0, 271.0]]",[],"[[105.0, 267.0, 169.0, 347.0]]"
"[""behold! our strange friend of the sky land is turning the tide!"", ""forsooth! t infidels are calling a retreat!""]",[],2827_40_3,"[[0.0, 15.0, 197.0, 108.0], [171.0, 15.0, 290.0, 99.0]]",[],"[[86.0, 206.0, 107.0, 237.0], [213.0, 221.0, 227.0, 235.0]]"
"[""rika seems rather fond of the new-comer. but we have a little suprise for them both, eh?"", ""ha ha! you mean what the boys are working on in the lab? you're a card, boss!""]",['while back at the superior council room of the group'],2828_43_5,"[[27.0, 72.0, 348.0, 218.0], [318.0, 73.0, 530.0, 287.0]]","[[34.0, 2.0, 530.0, 87.0]]","[[36.0, 224.0, 119.0, 347.0], [202.0, 220.0, 317.0, 341.0]]"
"[""tough egg, eh?""]",[],2828_65_0,"[[356.0, 11.0, 538.0, 128.0]]",[],"[[223.0, 124.0, 285.0, 191.0]]"
"[""have a smoke?"", ""no thanks. and you'd better not either. it's against the school rules - and it's bad for you""]",[],2830_28_2,"[[11.0, 5.0, 110.0, 74.0], [109.0, 0.0, 310.0, 125.0]]",[],"[[40.0, 150.0, 105.0, 225.0], [186.0, 151.0, 262.0, 218.0]]"
"[""you'll get no meal on this boat!"", ""nice work, cap'n!""]",[],2831_49_4,"[[0.0, 20.0, 247.0, 85.0], [204.0, 52.0, 351.0, 114.0]]",[],"[[146.0, 100.0, 215.0, 208.0], [300.0, 151.0, 349.0, 230.0]]"
"[""here comes old peg-leg, and he did get one of the tribes men to come along!""]",['and while elaine continues to tantalize the conscience-stricken thugs gallant returns outside ....'],2832_45_2,"[[3.0, 100.0, 330.0, 178.0]]","[[16.0, 21.0, 341.0, 112.0]]","[[158.0, 198.0, 273.0, 361.0]]"
"[""put them in seperate cells! later we fix them good""]",[],2839_14_1,"[[13.0, 0.0, 281.0, 63.0]]",[],"[[100.0, 85.0, 132.0, 120.0]]"
"[""hurry davey!they have a head start on us"", ""we'd better tie this rat up""]",[],2839_16_4,"[[6.0, 0.0, 251.0, 56.0], [89.0, 59.0, 294.0, 114.0]]",[],"[[71.0, 273.0, 83.0, 286.0], [134.0, 217.0, 150.0, 228.0]]"
