img_id,dialog,narration,dialog_bounding_boxes,narration_bounding_boxes,face_bounding_boxes
2341_5_3,"['<INFORM my master does pay me miserably --> a<INFORM nd the mistress does have so much jewelry!> <COMMIT i shall do it!>', '<BACKCHANNEL ha! ha!!>']",[],"[[1.0, 14.0, 433.0, 177.0], [427.0, 98.0, 572.0, 227.0]]",[],"[[228.0, 185.0, 311.0, 300.0], [405.0, 271.0, 457.0, 349.0]]"
2342_47_5,"['<POLITENESS_FORMULA sorry you didnt like it!> <ORDER try this!\t>', '<BACKCHANNEL ugh>']",[],"[[140.0, 0.0, 459.0, 91.0], [431.0, 11.0, 557.0, 144.0]]",[],"[[333.0, 156.0, 435.0, 306.0], [455.0, 338.0, 568.0, 460.0]]"
2350_30_4,"[""<INFORM there he is ...> <INFORM that's the mugg!>"", '<GREET rocks randall!> <INFORM this is a happy surprise, boys!>', ""<ORDER grab the film, fingers,> <ORDER and take it over to the century film laboratory ...> <INFORM we'll check on this black owl!>""]",[],"[[8.0, 0.0, 252.0, 78.0], [236.0, 0.0, 521.0, 90.0], [275.0, 78.0, 486.0, 330.0]]",[],"[[91.0, 91.0, 137.0, 156.0], [417.0, 326.0, 519.0, 453.0], [182.0, 89.0, 237.0, 158.0]]"
2350_37_2,['<BACKCHANNEL oomph!>'],[],"[[34.0, 2.0, 322.0, 82.0]]",[],"[[179.0, 338.0, 255.0, 420.0]]"
2373_21_2,"[""<INFORM  meanwhile, gumption,> <INFORM you an' i are goin' to keep our eyes peeled mighty sharp>"", '<FEEDBACK yep!> <INFORM i have a feelin in muh bones that somethin\'s goin\' to happen jest like the time i was ridin\' with custer,> <INFORM on the way to little big horn ...> <INFORM ""general,"" i says to him ""mebbe we\'re makin\' a mistake"" ..>']",[],"[[54.0, 27.0, 356.0, 185.0], [216.0, 16.0, 658.0, 205.0]]",[],"[[111.0, 260.0, 249.0, 446.0], [337.0, 240.0, 541.0, 440.0]]"
2392_31_3,"['<INFORM is my lucky day!> <BACKCHANNEL hah!> <INFORM no have any room for money!>', ""<FEEDBACK you said it!> <GREET brother!> <INFORM we've had enough!>"", '<NOT_CLASSIFIABLE your hy\t>']",['taxi'],"[[41.0, 24.0, 361.0, 123.0], [360.0, 11.0, 625.0, 121.0], [0.0, 574.0, 94.0, 650.0]]","[[161.0, 466.0, 272.0, 535.0]]","[[284.0, 145.0, 366.0, 222.0], [491.0, 272.0, 544.0, 342.0], [-1.0, -1.0, -1.0, -1.0]]"
2395_20_1,"['<INFORM as i said,> <INFORM if the pirates unite they can conquer the whole country!> <INFORM already we control the gulf and half the atlantic!>', ""<FEEDBACK right you are, chalfont!> <INFORM and with this package of misery to show 'em there'll be plenty to join us!>""]",[],"[[0.0, 8.0, 377.0, 153.0], [346.0, 4.0, 625.0, 170.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]"
2400_12_1,"['<INFORM that guy brant made such a monkey of me i feel like climbing a tree!>', '<INFORM he sure beat us with that whirlwind dash!\t>']",[],"[[39.0, 41.0, 125.0, 142.0], [202.0, 143.0, 281.0, 224.0]]",[],"[[138.0, 51.0, 162.0, 80.0], [179.0, 61.0, 204.0, 92.0]]"
2403_35_5,"[""<ORDER handle him easy, men ...> <INFORM the poor fellow's badly hurt!\t>""]",[],"[[7.0, 0.0, 207.0, 52.0]]",[],"[[53.0, 65.0, 85.0, 94.0]]"
2405_19_6,['<BACKCHANNEL uh -> <INFORM made it!>'],[],"[[152.0, 28.0, 204.0, 92.0]]",[],"[[104.0, 50.0, 138.0, 75.0]]"
2405_34_3,"[""<BACKCHANNEL  whoops!> <INFORM - rain! ><BACKCHANNEL - huh! ><INFORM well, we'll wait in mister gilhooley's 'til it stops! >""]",[],"[[6.0, 17.0, 202.0, 76.0]]",[],"[[76.0, 62.0, 129.0, 95.0]]"
240_56_5,"[""<INFORM this is the best time i've ever seen made in a slalom!>""]",[],"[[316.0, 97.0, 568.0, 245.0]]",[],"[[457.0, 301.0, 570.0, 446.0]]"
2413_21_4,"['<INFORM ... but i feel better than ever!> <COMMIT now i shall find a policeman> <INFORM and show how easily he is overthrown!>', ""<FEEDBACK i'm one guy you'll have to show!>""]",[],"[[23.0, 8.0, 203.0, 181.0], [206.0, 13.0, 337.0, 105.0]]",[],"[[175.0, 200.0, 255.0, 291.0], [275.0, 227.0, 331.0, 288.0]]"
2415_24_1,['<INFORM i counted on their getting panicky when they saw the flames!> <INFORM but any one of them could have extinguished the fire like\tthis!>'],[],"[[17.0, 32.0, 478.0, 131.0]]",[],"[[104.0, 149.0, 156.0, 218.0]]"
2420_4_2,"['<GREET herr schtuk,> <INFORM a dangerous man has made a fool of otto in the\tsquare>', '<FEEDBACK one moment, kief,> <INFORM we are discussing plans ..>']",[],"[[0.0, 2.0, 231.0, 90.0], [78.0, 51.0, 230.0, 170.0]]",[],"[[19.0, 161.0, 74.0, 228.0], [153.0, 234.0, 182.0, 262.0]]"
2426_9_5,['<BACKCHANNEL yeeow!\t>'],"['but black ace is ever alert, and the mans cry is not the']","[[51.0, 5.0, 175.0, 78.0]]","[[0.0, 300.0, 376.0, 363.0]]","[[194.0, 35.0, 219.0, 63.0]]"
2427_52_9,"[""<BACKCHANNEL hmmm!> <INFORM fritz hoffman himself!!> <INFORM -- and she's with him!> <INFORM - i wonder ..>""]",[],"[[49.0, 21.0, 316.0, 143.0]]",[],"[[147.0, 163.0, 298.0, 318.0]]"
2431_56_2,"[""<ORDER an' so help me, warden,> <INFORM when i looked back of me,> <INFORM the dead chinaman had got up an' gone!>"", '<YES-NO_QUESTION are you crazy?>']",[],"[[0.0, 1.0, 286.0, 179.0], [181.0, 80.0, 337.0, 188.0]]",[],"[[107.0, 197.0, 189.0, 285.0], [-1.0, -1.0, -1.0, -1.0]]"
2432_41_9,"['<POLITENESS_FORMULA sorry that i must do this, officer!>']",[],"[[12.0, 10.0, 154.0, 88.0]]",[],"[[127.0, 42.0, 155.0, 73.0]]"
2432_9_3,['<BACKCHANNEL grrrawg!>'],"['infuriated, the huge man crashes down with rock-like fists.']","[[116.0, 47.0, 227.0, 85.0]]","[[0.0, 4.0, 220.0, 61.0]]","[[72.0, 58.0, 117.0, 117.0]]"
2436_9_6,"[""<POLITENESS_FORMULA sorry..> <INFORM i'm deter-mined to get aboard!>""]",['and meets opposition with a furious offen-sive'],"[[206.0, 80.0, 369.0, 201.0]]","[[4.0, 12.0, 375.0, 90.0]]","[[125.0, 201.0, 181.0, 294.0]]"
2439_38_11,"['<INFORM confession to the murder of joy devine, director buzzbe, cameraman jones and thompson the agent...> <INFORM all of whom you hated for stealing the glory from you!>', '<FEEDBACK yes, i did it!>']",[],"[[1.0, 3.0, 226.0, 201.0], [0.0, 200.0, 80.0, 250.0]]",[],"[[95.0, 225.0, 179.0, 319.7], [20.0, 363.0, 101.0, 408.0]]"
2442_52_3,"[""<WHY_QUESTION what's this?><GREET  ben stokes!><BACKCHANNEL  hmmm!> <INFORM lucky for family he has this $10,000 insurance policy!>""]",[],"[[18.0, 0.0, 413.0, 142.0]]",[],"[[195.0, 220.0, 280.0, 314.0]]"
2444_65_4,"['<WHY_QUESTION have you anything to say before sentence is passed upon you?>', '<INFORM only that i appreciate the grim aspect of this trial,> <GREET your honor!>']","['the trial is soon held, and a verdict of guilty reached!...']","[[82.0, 53.0, 341.0, 160.0], [8.0, 257.0, 217.0, 450.0]]","[[7.0, 1.0, 356.0, 63.0]]","[[12.0, 88.0, 102.0, 207.0], [256.0, 265.0, 343.0, 372.0]]"
2448_36_2,"['<BACKCHANNEL they are!!>', '<BACKCHANNEL aieeeee!> <ORDER run for cover!> <INFORM we are attacked!\t>']",[],"[[7.0, 2.0, 174.0, 110.0], [215.0, 10.0, 472.0, 182.0]]",[],"[[176.0, 317.0, 207.0, 348.0], [301.0, 179.0, 467.0, 329.0]]"
2449_33_1,"[""<BACKCHANNEL chuckle!> <INFORM this ought to give bunny plenty of thrills and chills!> <INFORM she'll admire my acting ability, too!>""]",[],"[[103.0, 0.0, 566.0, 144.0]]",[],"[[128.0, 181.0, 198.0, 271.0]]"
2456_31_2,"['<INFORM e molded her from his wn atomic structure order to communicate ith us!> <INFORM he turned his ntire planetary surface to a garden of ede to keep us content!>', '<INFORM and we decided to take off he grew angry and showed us his true self!>']",[],"[[0.0, 0.0, 345.0, 157.0], [343.0, 0.0, 500.0, 156.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]"
2463_70_5,"[""<FEEDBACK poor fellows...> <INFORM most of them didn't even know why they were fighting!>""]","['making endless trips, zamoisky and the blue zombie carefully place the fallen soldiers into ne of the huge covered tractors and transport them to the laboratory...']","[[5.0, 126.0, 329.0, 260.0]]","[[4.0, 6.0, 592.0, 133.0]]","[[75.0, 293.0, 179.0, 412.0]]"
2464_54_1,"['<GREET  oh no, sonny boy..><WHY_QUESTION  not leaving so soon are you ?>', '<BACKCHANNEL yiii!>']",[],"[[38.0, 20.0, 321.0, 102.0], [211.0, 60.0, 345.0, 123.0]]",[],"[[204.0, 240.0, 264.0, 313.0], [161.0, 94.0, 227.0, 184.0]]"
2467_45_5,"[""<GREET hello...> <INFORM say, you're crying!>"", '<WHY_QUESTION what is wrong, little white she?>']",[],"[[6.0, 6.0, 174.0, 90.0], [190.0, 4.0, 398.0, 89.0]]",[],"[[143.0, 81.0, 174.0, 117.0], [236.0, 104.0, 276.0, 150.0]]"
2485_49_5,"['<POLITENESS_FORMULA my thanks to honorable shark,> <INFORM for without your threat i would not have made safety.>']",[],"[[212.0, 24.0, 360.0, 150.0]]",[],"[[194.0, 108.0, 218.0, 139.0]]"
2500_41_0,['<BACKCHANNEL ugh!>'],[],"[[150.0, 64.0, 345.0, 142.0]]",[],"[[288.0, 303.0, 427.0, 466.0]]"
2503_2_4,"[""<ORDER careful!> <INFORM there's sniper fire coming from the third building on this side!>""]","[""yessir ... i was with truscott's ninth infantry when we captured fort lyautey! that's where he won the distinguished service medal!""]","[[6.0, 123.0, 295.0, 267.0]]","[[5.0, 7.0, 608.0, 127.0]]","[[272.0, 309.0, 332.0, 362.0]]"
2508_7_0,"['<INFORM it worked!> <INFORM i got away before he could see me!>', '<FEEDBACK excellent!> <INFORM and our preparations are complete on this end!>', ""<INFORM den i guess we beat it now,> <BACKCHANNEL huh><WHY_QUESTION , rusty?> <INFORM i don't wanna tangle wit' dat guy again!>""]","['and at this time, at the mammoth warehouse..']","[[64.0, 59.0, 247.0, 173.0], [219.0, 65.0, 417.0, 178.0], [387.0, 70.0, 534.0, 273.0]]","[[49.0, 35.0, 528.0, 72.0]]","[[199.0, 287.0, 245.0, 332.0], [272.0, 273.0, 307.0, 310.0], [341.0, 248.0, 379.0, 282.0]]"
2519_11_5,"[""i'm sorry! i have to report all gun-wounds to the police!!""]",[],"[[6.0, 6.0, 269.0, 146.0]]",[],"[[142.0, 207.0, 271.0, 384.0]]"
2521_52_3,['<INFORM fools!>'],[],"[[24.0, 29.0, 267.0, 145.0]]",[],"[[197.0, 100.0, 307.0, 224.0]]"
2534_30_3,"['<INFORM i pity leffley!> <INFORM your friends will rally to you!>', ""<INFORM first i will challenge leffley alone!> <ORDER bid the others be ready!> <INFORM word to the king's minister!\t>""]",[],"[[7.0, 1.0, 236.0, 123.0], [114.0, 52.0, 334.0, 247.0]]",[],"[[107.0, 242.0, 158.0, 303.0], [199.0, 238.0, 260.0, 289.0]]"
2540_15_7,"['<INFORM from me to the two of you!>', '<BACKCHANNEL owwww!>']",[],"[[18.0, 43.0, 222.0, 148.0], [260.0, 69.0, 441.0, 132.0]]",[],"[[94.0, 197.0, 147.0, 274.0], [299.0, 208.0, 412.0, 304.0]]"
2556_31_1,"['<BACKCHANNEL yeow!><INFORM  she used to be good but this is murder!>', '<FEEDBACK yeah!> <INFORM i can remember lilli tucker when she was good!>']",['at the exclusive jade clu'],"[[8.0, 25.0, 88.0, 135.0], [86.0, 26.0, 216.0, 113.0]]","[[7.0, 6.0, 235.0, 38.0]]","[[21.0, 193.0, 84.0, 260.0], [122.0, 195.0, 204.0, 275.0]]"
2557_39_0,['<FEEDBACK right --> <ORDER check loca-tion and report back.>'],['capt. in another part of ship at phone.'],"[[0.0, 54.0, 200.0, 108.0]]","[[0.0, 4.0, 200.0, 59.0]]","[[3.0, 176.0, 101.0, 359.0]]"
2560_6_4,"[""<FEEDBACK i am safe-> <WHY_QUESTION the scaly one shall be food for his brothers but why slade's treacherous blow - why?> <WHY_QUESTION what evil is he intent on carrying out?>""]",['and as the murky waters turn red...'],"[[20.0, 42.0, 300.0, 182.0]]","[[34.0, 0.0, 251.0, 35.0]]","[[214.0, 219.0, 271.0, 266.0]]"
2562_7_5,"['<POLITENESS_FORMULA sorry, baby!> <INFORM two killings are par for this course!>']",['that was all the time i needed.'],"[[19.0, 22.0, 236.0, 118.0]]","[[25.0, 0.0, 520.0, 20.0]]","[[132.0, 126.0, 185.0, 209.0]]"
2563_53_4,"['<FEEDBACK incredible!> <WHY_QUESTION then only your soul was captured?>', '<FEEDBACK yes!> <INFORM i shall continue ...> <INFORM there is much evil in air!>']",[],"[[32.0, 8.0, 258.0, 123.0], [274.0, 8.0, 500.0, 128.0]]",[],"[[71.0, 129.0, 106.0, 178.0], [247.0, 87.0, 300.0, 145.0]]"
2564_6_3,"[""<INFORM we'll see who gets mowed down!>"", '<BACKCHANNEL ouch!> <ORDER look out for those bullets!>']",[],"[[24.0, 31.0, 240.0, 115.0], [350.0, 36.0, 523.0, 145.0]]",[],"[[45.0, 148.0, 80.0, 178.0], [427.0, 246.0, 452.0, 274.0]]"
2568_6_1,['<INFORM there must be something mighty strange going on down here.>'],[],"[[17.0, 0.0, 375.0, 88.0]]",[],"[[140.0, 97.0, 279.0, 293.0]]"
2572_28_0,"[""<INFORM everything's so merry --> <INFORM those santas with their bells,> <INFORM the gay windows ,> <INFORM the lights -- this is a wonderful time of year.><INFORM  everybody is so friendly -->""]","['one of the bright young men in teh publicity broadcasting network is marty gale. hav for rheir television star, teresa talley, he de her apartment, which is not far from the co', 'it is just before christmas and marty, as he walks along, absorbs the holiday atmosphere...']","[[0.0, 127.0, 538.0, 238.0]]","[[0.0, 0.0, 538.0, 92.0], [0.0, 86.0, 538.0, 155.0]]","[[299.0, 272.0, 408.0, 414.0]]"
2572_5_1,"[""<GREET  there, m'buwangi,> <INFORM you will have a beautiful diamond for an adornment and keep it safely for me.>""]",[],"[[21.0, 0.0, 311.0, 90.0]]",[],"[[62.0, 117.0, 150.0, 222.0]]"
2579_32_6,['<INFORM that will silence your babbling tongue> <WHY_QUESTION - wait ... what is that?>'],[],"[[9.0, 7.0, 146.0, 78.0]]",[],"[[154.0, 52.0, 187.0, 83.0]]"
2587_62_6,"[""<INFORM i know how to finish off this imp so as to make it look accidental,><INFORM  then i'll attend to the drunk there's a deserted ski courde which will just suit my purpose!>"", ""<NOT_CLASSIFIABLE i'll have ese on r yoi in second>""]",[],"[[62.0, 2.0, 384.0, 139.0], [3.0, 116.0, 94.0, 201.0]]",[],"[[189.0, 118.0, 223.0, 161.0], [2.0, 182.0, 25.0, 267.0]]"
259_7_4,"['<ORDER hurry, chapman..> <FEEDBACK i feel uneasy!>', '<FEEDBACK a few minutes more>']","['hens he was next heard of oct. accomplice named shean, he']","[[149.0, 43.0, 391.0, 116.0], [253.0, 102.0, 468.0, 184.0]]","[[36.0, 0.0, 486.0, 50.0]]","[[99.0, 62.0, 157.0, 139.0], [191.0, 245.0, 258.0, 310.0]]"
2607_33_5,"[""<INFORM sorry i can't stay and watch you roast cor. per. so long!>""]","['but before devron leaves, he sets the oil buner thermostat on top heat.']","[[47.0, 20.0, 234.0, 135.0]]","[[44.0, 309.0, 554.0, 369.0]]","[[282.0, 9.0, 424.0, 158.0]]"
2609_54_0,['<BACKCHANNEL wow!!!> <INFORM it must be a time bomb!!!> <INFORM no time to look for it>'],[],"[[25.0, 1.0, 266.0, 105.0]]",[],"[[150.0, 140.0, 241.0, 268.0]]"
2616_30_4,"[""<INFORM there it goes'>""]",[],"[[283.0, 17.0, 526.0, 181.0]]",[],"[[296.0, 235.0, 479.0, 460.0]]"
2618_8_4,['<ORDER now!!>'],"[""ck at 's lab yer reak ds his emy covered nd pared r his turn.- ree adly nger gs let their son arts""]","[[349.0, 20.0, 482.0, 77.0]]","[[0.0, 0.0, 115.0, 421.0]]","[[279.0, 184.0, 363.0, 260.0]]"
2621_6_2,"['<INFORM the thought of how i almost betrayed my country drives me crazy!>', ""<FEEDBACK dont't brood about the past!>""]",[],"[[4.0, 0.0, 239.0, 54.0], [245.0, 3.0, 359.0, 55.0]]",[],"[[99.0, 55.0, 144.0, 113.0], [248.0, 50.0, 294.0, 99.0]]"
2624_40_6,"[""<INFORM byron must be in the chair now.> <INFORM hope it's not too late!\t>""]",[],"[[118.0, 7.0, 392.0, 106.0]]",[],"[[110.0, 141.0, 190.0, 243.0]]"
2628_23_4,"['<WHY_QUESTION who are you?>', ""<BACKCHANNEL oof!> <INFORM my - wind -- it's knocked out of me!>""]",[],"[[170.0, 4.0, 301.0, 61.0], [257.0, 13.0, 440.0, 113.0]]",[],"[[84.0, 8.0, 163.0, 78.0], [296.0, 111.0, 355.0, 184.0]]"
2634_44_6,"[""<INFORM it's unbelievable!> <INFORM these plans show a gigantic flying wing><INFORM .. capable of carrying troops, tanks, artillery...> <WHY_QUESTION what's that!?>""]",[],"[[50.0, 11.0, 435.0, 219.0]]",[],"[[164.0, 231.0, 265.0, 380.0]]"
2635_40_8,['<BACKCHANNEL good gosh!> <INFORM these men are other victims of the scarlet death!>'],[],"[[12.0, 0.0, 197.0, 71.0]]",[],"[[33.0, 83.0, 76.0, 139.0]]"
2637_13_2,"[""<BACKCHANNEL whew!> <INFORM he's either very brave or plain nuts!>"", ""<INFORM that's a heck of a way to find out if a lion has halitosis!!>""]",[],"[[7.0, 40.0, 162.0, 132.0], [124.0, 39.0, 284.0, 167.0]]",[],"[[66.0, 250.0, 75.0, 260.0], [88.0, 252.0, 94.0, 257.0]]"
2640_64_3,['<BACKCHANNEL aaahh!>'],['with deadly aim. the marksman gits his difficult target...'],"[[134.0, 66.0, 216.0, 108.0]]","[[0.0, 8.0, 216.0, 61.0]]","[[154.0, 122.0, 212.0, 177.0]]"
2646_28_1,['<BACKCHANNEL wow!> <INFORM i just got away in time!\t>'],['zooming skyward he sees the battleship belching death at the little freighter..'],"[[108.0, 104.0, 352.0, 230.0]]","[[0.0, 16.0, 380.0, 112.0]]","[[199.0, 258.0, 322.0, 378.0]]"
2651_49_6,"['<INFORM mission accomplished, sir!> <INFORM boris ivanov is dead ---> <INFORM the only scientist in all the soviets who could have deciphered that cosmic ray formula!>', '<FEEDBACK great work, lance!>']",['larson the man of a thousand faces becomes another one - man army in  the next slugging issue of soldiers of fortune!'],"[[11.0, 0.0, 278.0, 118.0], [190.0, 84.0, 307.0, 171.0]]","[[12.0, 320.0, 340.0, 436.0]]","[[74.0, 193.0, 151.0, 291.0], [210.0, 204.0, 295.0, 298.0]]"
2676_46_5,['<FEEDBACK congratulations my boy.> <INFORM that was a sensational job!><WHY_QUESTION  is there anything i can do for you?>'],[],"[[92.0, 0.0, 462.0, 73.0]]",[],"[[274.0, 190.0, 413.0, 339.0]]"
2685_34_4,"['<BACKCHANNEL help!!> <INFORM men .. and intruder!> <BACKCHANNEL help!!>', '<NOT_CLASSIFIABLE think the bla cat wi>']",[],"[[0.0, 9.0, 260.0, 110.0], [177.0, 390.0, 301.0, 461.0]]",[],"[[93.0, 88.0, 230.0, 266.0], [82.0, 345.0, 152.0, 438.0]]"
2691_47_5,"[""<INFORM for the present we're absolutely helpless.>""]","['picking up speed, the ships start their journey .....']","[[142.0, 139.0, 328.0, 225.0]]","[[9.0, 14.0, 303.0, 67.0]]","[[128.0, 239.0, 138.0, 246.0]]"
2692_51_2,"[""<INFORM i've all the evidence i need right here!>""]","['bing powers, kung-fu-tse leaves']","[[193.0, 48.0, 463.0, 133.0]]","[[66.0, 3.0, 463.0, 43.0]]","[[170.0, 103.0, 238.0, 199.0]]"
2693_23_3,"[""<INFORM hmm that's an excellant idea!>"", '<INFORM here is the history on all the cases!>']",['crash describes the plan for baiting the criminals.'],"[[76.0, 62.0, 246.0, 130.0], [235.0, 59.0, 411.0, 140.0]]","[[8.0, 10.0, 411.0, 65.0]]","[[58.0, 117.0, 137.0, 224.0], [331.0, 160.0, 342.0, 175.0]]"
2696_40_0,['<INFORM i learned this in varsity football!!\t>'],[],"[[15.0, 74.0, 321.0, 187.0]]",[],"[[55.0, 453.0, 170.0, 558.0]]"
26_9_5,"[""<INFORM creepy's gotta ironclad alibi!> <INFORM he's a patient at city hospital room 812 -- but i seen him at the stick-up!>"", ""<ORDER we've got to work fast, gypo.>""]",[],"[[1.0, 0.0, 514.0, 150.0], [501.0, 0.0, 773.0, 99.0]]",[],"[[145.0, 325.0, 195.0, 377.0], [245.0, 397.0, 303.0, 448.0]]"
2703_32_7,"['<BACKCHANNEL yeow!!>', '<INFORM for all your dirty work, ratzi!!> <INFORM part payment--!!>']",[],"[[439.0, 122.0, 613.0, 187.0], [50.0, 368.0, 338.0, 491.0]]",[],"[[38.0, 56.0, 105.0, 97.0], [465.0, 342.0, 525.0, 392.0]]"
2705_6_1,"[""<GREET hello, kids!> <INFORM joanie's plane just landed without her!> <INFORM i'm afraid she's in trouble driver,> <INFORM follow route 8 out of the city,> <ORDER and step on it!>""]",[],"[[15.0, 11.0, 403.0, 182.0]]",[],"[[114.0, 169.0, 281.0, 359.0]]"
2709_21_2,"['<INFORM and worst of all><INFORM , poor, poor julia sits all day staring out the window,> <INFORM pining for the male buzzard who stole hrr heart!> <INFORM that is why i hate the spirit!>', '<BACKCHANNEL sniff sniff!>']",[],"[[16.0, 8.0, 397.0, 214.0], [223.0, 189.0, 368.0, 245.0]]",[],"[[76.0, 191.0, 202.0, 360.0], [315.0, 264.0, 370.0, 322.0]]"
2711_30_3,['<INFORM there she is!> <INFORM --alone!> <INFORM helpless!>'],"[""minutes later, at elva grammant's ...""]","[[64.0, 66.0, 311.0, 171.0]]","[[0.0, 0.0, 325.0, 65.0]]","[[175.0, 224.0, 237.0, 295.0]]"
2726_11_4,"[""<BACKCHANNEL why, it's a --><INFORM  a paper airplane!>""]",[],"[[104.0, 50.0, 301.0, 137.0]]",[],"[[179.0, 237.0, 331.0, 380.0]]"
2732_46_2,['<BACKCHANNEL oh!!>'],['page 45'],"[[102.0, 54.0, 346.0, 161.0]]","[[203.0, 1.0, 459.0, 75.0]]","[[85.0, 213.0, 191.0, 426.0]]"
2734_33_1,"[""<FEEDBACK nice work ...> <INFORM i'm almost there!>""]",[],"[[16.0, 51.0, 267.0, 154.0]]",[],"[[132.0, 220.0, 196.0, 320.0]]"
2739_29_4,"[""<INFORM i'll stamp you into the dust, like a worm!>"", '<BACKCHANNEL oops> <INFORM that wa was close!>']",[],"[[15.0, 0.0, 214.0, 56.0], [142.0, 14.0, 231.0, 93.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [176.0, 141.0, 202.0, 172.0]]"
2760_28_4,['<BACKCHANNEL now what?>'],[],"[[54.0, 12.0, 479.0, 162.0]]",[],"[[-1.0, -1.0, -1.0, -1.0]]"
2764_50_0,"['<BACKCHANNEL yow-w-w!>', '<FEEDBACK  good boy, pinto>']","['in a flash, pinto wheels -- and seizes the rope!']","[[167.0, 92.0, 277.0, 130.0], [164.0, 136.0, 292.0, 198.0]]","[[0.0, 0.0, 489.0, 31.0]]","[[110.0, 107.0, 147.0, 139.0], [215.0, 190.0, 274.0, 278.0]]"
2776_4_3,"[""<INFORM now to make sure this isn't used again!> <BACKCHANNEL -- whoa!> <ORDER not so fast!>""]",['one of the gang escapes!'],"[[41.0, 19.0, 350.0, 89.0]]","[[0.0, 0.0, 367.0, 25.0]]","[[156.0, 92.0, 227.0, 183.0]]"
2777_31_1,"[""<INFORM i'm just mad enough to rule the world> <INFORM ... with this!>""]",[],"[[5.0, 18.0, 220.0, 104.0]]",[],"[[213.0, 31.0, 294.0, 120.0]]"
277_15_3,"[""<POLITENESS_FORMULA don't worry, maisie.> <INFORM i ain't gonna kill you, but you ain't goin' nowhere till the landlady finds you tomorrow mornin'!>""]",[],"[[61.0, 8.0, 391.0, 138.0]]",[],"[[220.0, 164.0, 380.0, 383.0]]"
2786_5_1,"['<BACKCHANNEL yippee!> <INFORM a balloon!>', ""<BACKCHANNEL hey,> <INFORM they're gonna land right on the deck!><ORDER  help them!>""]",['an hour later...'],"[[10.0, 63.0, 153.0, 164.0], [152.0, 70.0, 294.0, 214.0]]","[[8.0, 24.0, 226.0, 78.0]]","[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]"
2793_25_0,"[""<FEEDBACK sure he's the jonah!> <INFORM three accidents .. and he doesn't even get a scratch!>"", '<INFORM .. and remember all this bad luck started since we left singa-pore> <INFORM .. where the beggar put the voodoo on him!>', ""<BACKCHANNEL bah,> <INFORM you're just bunch of super-stitious old women!><INFORM  i'm no jonah .. there isn't any such thing!>""]",[],"[[0.0, 4.0, 208.0, 101.0], [145.0, 0.0, 362.0, 136.0], [313.0, 18.0, 424.0, 208.0]]",[],"[[85.0, 96.0, 131.0, 153.0], [144.0, 218.0, 231.0, 334.0], [272.0, 200.0, 366.0, 294.0]]"
2805_13_3,['<INFORM bats!>'],[],"[[153.0, 243.0, 234.0, 301.0]]",[],"[[49.0, 341.0, 229.0, 558.0]]"
2808_13_3,['<INFORM it is more a prize than you imagine!\t>'],[],"[[12.0, 65.0, 346.0, 227.0]]",[],"[[350.0, 53.0, 923.0, 759.0]]"
2809_83_0,"['<ORDER help!>', '<INFORM i cannot swim!>']",['but the storm rose with even greater fury until...'],"[[39.0, 146.0, 156.0, 226.0], [234.0, 153.0, 413.0, 239.0]]","[[7.0, 0.0, 475.0, 81.0]]","[[75.0, 296.0, 98.0, 329.0], [238.0, 389.0, 261.0, 429.0]]"
2815_24_4,"[""<INFORM the world would have been in a frightful war by now ...> <INFORM if it hadn't had to stop to hunt down halran!>"", ""<FEEDBACK well ... maybe!> <INFORM she's meeting him secretly!>""]",[],"[[0.0, 0.0, 536.0, 113.0], [241.0, 71.0, 570.0, 193.0]]",[],"[[39.0, 190.0, 124.0, 295.0], [243.0, 189.0, 575.0, 579.0]]"
2816_13_1,['<INFORM i can hardly breathe!>'],[],"[[92.0, 148.0, 288.0, 271.0]]",[],"[[105.0, 267.0, 169.0, 347.0]]"
2827_40_3,"['<ORDER behold!> <INFORM our strange friend of the sky land is turning the tide!>', '<BACKCHANNEL forsooth!> <INFORM t infidels are calling a retreat!>']",[],"[[0.0, 15.0, 197.0, 108.0], [171.0, 15.0, 290.0, 99.0]]",[],"[[86.0, 206.0, 107.0, 237.0], [213.0, 221.0, 227.0, 235.0]]"
2828_43_5,"['<INFORM rika seems rather fond of the new-comer.> <INFORM but we have a little suprise for them both,> <BACKCHANNEL eh?>', ""<BACKCHANNEL  ha ha!> <YES-NO_QUESTION you mean what the boys are working on in the lab?> <INFORM you're a card,> <GREET boss!>""]",['while back at the superior council room of the group'],"[[27.0, 72.0, 348.0, 218.0], [318.0, 73.0, 530.0, 287.0]]","[[34.0, 2.0, 530.0, 87.0]]","[[36.0, 224.0, 119.0, 347.0], [202.0, 220.0, 317.0, 341.0]]"
2828_65_0,"['<WHY_QUESTION tough egg, eh?>']",[],"[[356.0, 11.0, 538.0, 128.0]]",[],"[[223.0, 124.0, 285.0, 191.0]]"
