dialog,narration,img_id,dialog_bounding_boxes,narration_bounding_boxes,face_bounding_boxes
['<BACKCHANNEL now what?>'],[],2760_28_4,"[[54.0, 12.0, 479.0, 162.0]]",[],"[[-1.0, -1.0, -1.0, -1.0]]"
"['<BACKCHANNEL yow-w-w!>', '<FEEDBACK  good boy, pinto>']","['in a flash, pinto wheels -- and seizes the rope!']",2764_50_0,"[[167.0, 92.0, 277.0, 130.0], [164.0, 136.0, 292.0, 198.0]]","[[0.0, 0.0, 489.0, 31.0]]","[[110.0, 107.0, 147.0, 139.0], [215.0, 190.0, 274.0, 278.0]]"
"[""<INFORM now to make sure this isn't used again!> <BACKCHANNEL -- whoa!> <ORDER not so fast!>""]",['one of the gang escapes!'],2776_4_3,"[[41.0, 19.0, 350.0, 89.0]]","[[0.0, 0.0, 367.0, 25.0]]","[[156.0, 92.0, 227.0, 183.0]]"
"[""<INFORM i'm just mad enough to rule the world> <INFORM ... with this!>""]",[],2777_31_1,"[[5.0, 18.0, 220.0, 104.0]]",[],"[[213.0, 31.0, 294.0, 120.0]]"
"[""<POLITENESS_FORMULA don't worry, maisie.> <INFORM i ain't gonna kill you, but you ain't goin' nowhere till the landlady finds you tomorrow mornin'!>""]",[],277_15_3,"[[61.0, 8.0, 391.0, 138.0]]",[],"[[220.0, 164.0, 380.0, 383.0]]"
"['<BACKCHANNEL yippee!> <INFORM a balloon!>', ""<BACKCHANNEL hey,> <INFORM they're gonna land right on the deck!><ORDER  help them!>""]",['an hour later...'],2786_5_1,"[[10.0, 63.0, 153.0, 164.0], [152.0, 70.0, 294.0, 214.0]]","[[8.0, 24.0, 226.0, 78.0]]","[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]"
"[""<FEEDBACK sure he's the jonah!> <INFORM three accidents .. and he doesn't even get a scratch!>"", '<INFORM .. and remember all this bad luck started since we left singa-pore> <INFORM .. where the beggar put the voodoo on him!>', ""<BACKCHANNEL bah,> <INFORM you're just bunch of super-stitious old women!><INFORM  i'm no jonah .. there isn't any such thing!>""]",[],2793_25_0,"[[0.0, 4.0, 208.0, 101.0], [145.0, 0.0, 362.0, 136.0], [313.0, 18.0, 424.0, 208.0]]",[],"[[85.0, 96.0, 131.0, 153.0], [144.0, 218.0, 231.0, 334.0], [272.0, 200.0, 366.0, 294.0]]"
['<INFORM bats!>'],[],2805_13_3,"[[153.0, 243.0, 234.0, 301.0]]",[],"[[49.0, 341.0, 229.0, 558.0]]"
['<INFORM it is more a prize than you imagine!\t>'],[],2808_13_3,"[[12.0, 65.0, 346.0, 227.0]]",[],"[[350.0, 53.0, 923.0, 759.0]]"
"['<ORDER help!>', '<INFORM i cannot swim!>']",['but the storm rose with even greater fury until...'],2809_83_0,"[[39.0, 146.0, 156.0, 226.0], [234.0, 153.0, 413.0, 239.0]]","[[7.0, 0.0, 475.0, 81.0]]","[[75.0, 296.0, 98.0, 329.0], [238.0, 389.0, 261.0, 429.0]]"
"[""<INFORM the world would have been in a frightful war by now ...> <INFORM if it hadn't had to stop to hunt down halran!>"", ""<FEEDBACK well ... maybe!> <INFORM she's meeting him secretly!>""]",[],2815_24_4,"[[0.0, 0.0, 536.0, 113.0], [241.0, 71.0, 570.0, 193.0]]",[],"[[39.0, 190.0, 124.0, 295.0], [243.0, 189.0, 575.0, 579.0]]"
['<INFORM i can hardly breathe!>'],[],2816_13_1,"[[92.0, 148.0, 288.0, 271.0]]",[],"[[105.0, 267.0, 169.0, 347.0]]"
"['<ORDER behold!> <INFORM our strange friend of the sky land is turning the tide!>', '<BACKCHANNEL forsooth!> <INFORM t infidels are calling a retreat!>']",[],2827_40_3,"[[0.0, 15.0, 197.0, 108.0], [171.0, 15.0, 290.0, 99.0]]",[],"[[86.0, 206.0, 107.0, 237.0], [213.0, 221.0, 227.0, 235.0]]"
"['<INFORM rika seems rather fond of the new-comer.> <INFORM but we have a little suprise for them both,> <BACKCHANNEL eh?>', ""<BACKCHANNEL  ha ha!> <YES-NO_QUESTION you mean what the boys are working on in the lab?> <INFORM you're a card,> <GREET boss!>""]",['while back at the superior council room of the group'],2828_43_5,"[[27.0, 72.0, 348.0, 218.0], [318.0, 73.0, 530.0, 287.0]]","[[34.0, 2.0, 530.0, 87.0]]","[[36.0, 224.0, 119.0, 347.0], [202.0, 220.0, 317.0, 341.0]]"
"['<WHY_QUESTION tough egg, eh?>']",[],2828_65_0,"[[356.0, 11.0, 538.0, 128.0]]",[],"[[223.0, 124.0, 285.0, 191.0]]"
"['<YES-NO_QUESTION have a smoke?>', ""<FEEDBACK no thanks.> <INFORM and you'd better not either.> <INFORM it's against the school rules ><INFORM - and it's bad for you>""]",[],2830_28_2,"[[11.0, 5.0, 110.0, 74.0], [109.0, 0.0, 310.0, 125.0]]",[],"[[40.0, 150.0, 105.0, 225.0], [186.0, 151.0, 262.0, 218.0]]"
"[""<INFORM you'll get no meal on this boat!>"", ""<FEEDBACK nice work, cap'n!>""]",[],2831_49_4,"[[0.0, 20.0, 247.0, 85.0], [204.0, 52.0, 351.0, 114.0]]",[],"[[146.0, 100.0, 215.0, 208.0], [300.0, 151.0, 349.0, 230.0]]"
"['<INFORM here comes old peg-leg,> <INFORM and he did get one of the tribes men to come along!>']",['and while elaine continues to tantalize the conscience-stricken thugs gallant returns outside ....'],2832_45_2,"[[3.0, 100.0, 330.0, 178.0]]","[[16.0, 21.0, 341.0, 112.0]]","[[158.0, 198.0, 273.0, 361.0]]"
['<ORDER put them in seperate cells!> <INFORM later we fix them good>'],[],2839_14_1,"[[13.0, 0.0, 281.0, 63.0]]",[],"[[100.0, 85.0, 132.0, 120.0]]"
"['<ORDER hurry davey!><INFORM  they have a head start on us>', ""<INFORM we'd better tie this rat up>""]",[],2839_16_4,"[[6.0, 0.0, 251.0, 56.0], [89.0, 59.0, 294.0, 114.0]]",[],"[[71.0, 273.0, 83.0, 286.0], [134.0, 217.0, 150.0, 228.0]]"
"[""<NOT_CLASSIFIABLE p! we'll re of\tnt! >""]",[],2839_52_7,"[[0.0, 22.0, 101.0, 83.0]]",[],"[[-1.0, -1.0, -1.0, -1.0]]"
['<INFORM and there it is --> <INFORM  a piece of supercheese!>'],[],2851_19_4,"[[18.0, 9.0, 247.0, 112.0]]",[],"[[35.0, 179.0, 237.0, 325.0]]"
['<INFORM gone!> <INFORM well maybe someone around the lucky chance might know about this!>'],[],2854_62_6,"[[71.0, 16.0, 357.0, 193.0]]",[],"[[351.0, 114.0, 393.0, 159.0]]"
"[""<ORDER  now push, you useless dog!> <ORDER -- push!><INFORM  -- or i'll cut you to ribbons like this -- >""]",['ack consciousness with a dousing of cold ess tracker is immediately chained to a h'],2860_47_5,"[[398.0, 110.0, 997.0, 208.0]]","[[177.0, 10.0, 992.0, 108.0]]","[[829.0, 235.0, 900.0, 299.0]]"
"[""<GREET  jeff,> <POLITENESS_FORMULA for heaven's sake, i want you to do something for me!> <INFORM you read arabic like a native!> <POLITENESS_FORMULA please tell me what this note says!>""]",[],2864_46_0,"[[50.0, 47.0, 803.0, 273.0]]",[],"[[128.0, 286.0, 337.0, 580.0]]"
"['<GREET ruth!> <GREET ruth darling --\t>', ""<WHY_QUESTION walt?> <WHY_QUESTION what happened?><INFORM  it's nearly daylight!><INFORM  i -- you're drunk!\t>""]","[""sometime later, in walt's tenement flat ...""]",2867_15_3,"[[10.0, 69.0, 158.0, 145.0], [125.0, 54.0, 454.0, 151.0]]","[[25.0, 22.0, 439.0, 71.0]]","[[89.0, 172.0, 191.0, 299.0], [285.0, 219.0, 400.0, 329.0]]"
"['<POLITENESS_FORMULA ""sorry, mopsy,> <INFORM but fran\'s on a cruise""> <INFORM ... ""no, peggy\'s away, in the south""> <INFORM .... ""beth\'s out of town for a month""> <INFORM .... ""edith\'s away on a mediterranean cruise"" ...>']",[],2878_2_1,"[[2.0, 4.0, 407.0, 239.0]]",[],"[[-1.0, -1.0, -1.0, -1.0]]"
"['<GREET panama!>', '<GREET oh -- garee!> <INFORM i feel so terreeble!\t >']",[],2888_12_0,"[[70.0, 3.0, 213.0, 80.0], [314.0, 24.0, 517.0, 127.0]]",[],"[[145.0, 130.0, 241.0, 259.0], [363.0, 199.0, 424.0, 266.0]]"
"['<WHY_QUESTION care for some punch?>', '<FEEDBACK good idea!> <INFORM these old coaches are hot as a blazes!>']","['soon, the old train creaks across the desert .....']",2889_34_3,"[[205.0, 74.0, 356.0, 152.0], [424.0, 25.0, 596.0, 159.0]]","[[41.0, 9.0, 418.0, 83.0]]","[[87.0, 83.0, 201.0, 232.0], [486.0, 193.0, 583.0, 314.0]]"
"[""<INFORM son, the sheriff would like to see you...> <INFORM only for a moment.> <POLITENESS_FORMULA i know it's painful, but we must do everything we can to help.>""]","[""upstairs... the room of stanton's son, clark .""]",28_10_2,"[[62.0, 99.0, 490.0, 391.0]]","[[0.0, 11.0, 502.0, 105.0]]","[[389.0, 526.0, 429.0, 571.0]]"
"['<ORDER listen ...> <GREET ""oh woe!> <INFORM is huge tlouble!> <INFORM connie an\' big stooper in hoosygow \'cause bump-bang feller in gassy-wagon!> <POLITENESS_FORMULA please come help!> <INFORM velly humble me, connie"">']",[],2910_1_1,"[[31.0, 0.0, 331.0, 236.0]]",[],"[[81.0, 207.0, 195.0, 354.0]]"
['<INFORM now for marvelo ...> <INFORM one swift stroke and ...\t>'],[],2917_27_3,"[[29.0, 7.0, 314.0, 65.0]]",[],"[[71.0, 143.0, 123.0, 207.0]]"
"['<INFORM what a tragedy!> <INFORM not a sign of sick-ness --> <INFORM then they are all gone!>', '<FEEDBACK it is shocking!><INFORM  such good people!> <INFORM such neigh-bors!> <INFORM they never hurt anybody!>']",['a week later ...'],2918_16_4,"[[32.0, 46.0, 199.0, 170.0], [190.0, 18.0, 406.0, 166.0]]","[[47.0, 0.0, 276.0, 54.0]]","[[33.0, 189.0, 69.0, 224.0], [149.0, 173.0, 175.0, 210.0]]"
['<INFORM there it is!\t>'],[],2918_29_3,"[[3.0, 2.0, 104.0, 56.0]]",[],"[[36.0, 57.0, 157.0, 163.0]]"
['<INFORM awful quiet in here!>'],[],2935_58_4,"[[194.0, 0.0, 299.0, 73.0]]",[],"[[106.0, 42.0, 163.0, 102.0]]"
"['<INFORM if he did it, can too!>']",[],2950_41_7,"[[6.0, 11.0, 150.0, 79.0]]",[],"[[174.0, 68.0, 221.0, 113.0]]"
"[""<INFORM i i'm afraid to look at my hole card!> <INFORM I need an ace to win!> <WHY_QUESTION what if i lose...?> <WHY_QUESTION wh - what if fate was just teasing me...?>""]",[],2951_12_3,"[[7.0, 10.0, 496.0, 101.0]]",[],"[[120.0, 100.0, 452.0, 422.0]]"
"[""<BACKCHANNEL good heavens!> <BACKCHANNEL adams!> <INFORM he -- he's dead!> <WHY_QUESTION how - how did it happen?> <INFORM this - is -- too much!>"", '<INFORM the killer got to him a few minutes before I could get here!>']",[],2968_41_2,"[[10.0, 18.0, 295.0, 155.0], [272.0, 14.0, 556.0, 173.0]]",[],"[[102.0, 247.0, 196.0, 359.0], [356.0, 265.0, 517.0, 391.0]]"
['<BACKCHANNEL oof!>'],[],2972_51_5,"[[436.0, 0.0, 588.0, 82.0]]",[],"[[289.0, 21.0, 355.0, 110.0]]"
"[""<POLITENESS_FORMULA Sorry you won't be with us major!>""]",[],2974_34_5,"[[3.0, 26.0, 174.0, 82.0]]",[],"[[227.0, 20.0, 302.0, 86.0]]"
"[""<INFORM the clarion is gonna continue to expose corruption in this town!> <INFORM it's corinne im worried>"", ""<FEEDBACK don't fret none!> <INFORM I'm moseyin' down to the lido saloon to see lewis!>""]",['In the clarion office'],2976_61_5,"[[3.0, 41.0, 313.0, 167.0], [351.0, 7.0, 565.0, 158.0]]","[[0.0, 4.0, 383.0, 46.0]]","[[169.0, 160.0, 258.0, 255.0], [302.0, 124.0, 365.0, 184.0]]"
"[""<INFORM hope i'm clear when he opens up!>""]",[],2981_49_0,"[[11.0, 16.0, 299.0, 127.0]]",[],"[[323.0, 365.0, 389.0, 436.0]]"
"[""<WHY_QUESTION wh wh what's happened to that\tyoung rascal> <WHY_QUESTION where'd he go?>""]",[],2983_65_3,"[[142.0, 12.0, 284.0, 97.0]]",[],"[[100.0, 23.0, 140.0, 72.0]]"
"[""<BACKCHANNEL great scott ...> <INFORM he's alive!> <OR_QUESTION or is he?>""]",[],2984_12_3,"[[310.0, 31.0, 666.0, 174.0]]",[],"[[268.0, 226.0, 317.0, 286.0]]"
"[""<FEEDBACK nice going'>""]",[],2988_50_4,"[[208.0, 7.0, 294.0, 57.0]]",[],"[[311.0, 59.0, 328.0, 80.0]]"
['<BACKCHANNEL ee ii iii!>'],"[""then hendrix's attention focused on something climbing the wall of the castle, an inhuman creature, the sight of which turned his blood to ice-water!""]",298_19_0,"[[262.0, 112.0, 384.0, 173.0]]","[[2.0, 22.0, 501.0, 93.0]]","[[376.0, 129.0, 433.0, 183.0]]"
"[""<INFORM i guess if old push-button's impressed with the crane family life, papa gets that promotion!>"", '<INFORM so the cake is burnt!> <OFFER so you bake another one.> <WHY_QUESTION why all the fuss and feathers?>']",[],2999_14_0,"[[14.0, 51.0, 462.0, 215.0], [701.0, 30.0, 1020.0, 258.0]]",[],"[[538.0, 51.0, 673.0, 233.0], [1023.0, 40.0, 1162.0, 206.0]]"
"['<FEEDBACK okay, ross, your report is starting to make a little sence now.>', ""<INFORM which could mean i'm just crazy.>"", '<BACKCHANNEL hey,><WHY_QUESTION why should i be the only one?>', '<INFORM so the client caught the bad guy, droped him with that cop tork-->', ""<INFORM --and was free to head home and deal with achebe -- the creep who'd stolen his country.><WHY_QUESTION Then what --?!>""]",[],bp_2_205_1,"[[343.0, 155.0, 488.0, 282.0], [345.0, 269.0, 486.0, 340.0], [144.0, 349.0, 262.0, 426.0], [721.0, 346.0, 876.0, 448.0], [726.0, 448.0, 895.0, 581.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [290.0, 350.0, 477.0, 533.0], [574.0, 450.0, 670.0, 563.0], [573.0, 449.0, 671.0, 561.0]]"
"['<ORDER keep moving!>', ""<INFORM only one of them can climb through this vent at a time -- and they don't dare attack us alone!>"", ""<NOT_CLASSIFIABLE but --> <WHY_QUESTION what's ahead?> <WHY_QUESTION where's this vent lead to?!>"", '<FEEDBACK irrelevant, agent 13 --> <INFORM there is no turning back!>', '<COMMIT whatever awaits us at the other end -- we will overcome!>']",[],bp_2_207_0,"[[41.0, 25.0, 142.0, 65.0], [292.0, 57.0, 446.0, 177.0], [561.0, 21.0, 719.0, 91.0], [644.0, 315.0, 817.0, 377.0], [694.0, 382.0, 873.0, 441.0]]",[],"[[196.0, 27.0, 283.0, 104.0], [201.0, 31.0, 282.0, 99.0], [462.0, 50.0, 540.0, 147.0], [807.0, 45.0, 898.0, 147.0], [805.0, 43.0, 896.0, 145.0]]"
"['<WHY_QUESTION and this has exactly what to do with my question--?>', '<FEEDBACK context, nikki>']",[],bp_2_207_1,"[[42.0, 51.0, 181.0, 119.0], [195.0, 105.0, 281.0, 143.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]"
"['<INFORM since i am no longer on active duty with the avengers, the have a vacancy in their roster -- -- one which i hope will be filled by -- the panther!>', '<FEEDBACK i wish to consider it, my friend -->']",[],bp_2_207_3,"[[14.0, 5.0, 226.0, 144.0], [133.0, 129.0, 283.0, 188.0]]",[],"[[8.0, 166.0, 81.0, 293.0], [85.0, 191.0, 201.0, 380.0]]"
"['<INFORM -- you asked me about that business with the avengers -->', '<FEEDBACK yes, since the president of the united states called you on the carpet about it -->', ""<FEEDBACK -- and gave you 24 hours to get king t'challa on the leash -->""]",[],bp_2_207_4,"[[88.0, 28.0, 243.0, 111.0], [18.0, 112.0, 151.0, 241.0], [32.0, 359.0, 192.0, 434.0]]",[],"[[212.0, 300.0, 247.0, 344.0], [140.0, 254.0, 182.0, 303.0], [142.0, 254.0, 181.0, 301.0]]"
"[""<INFORM ...biting every hand that feeds him.> <ORDER get dressed.> <INFORM i've taken the liberty of buying you some new clothes.>""]",[],bp_2_208_5,"[[198.0, 47.0, 316.0, 248.0]]",[],"[[4.0, 14.0, 203.0, 450.0]]"
"[""<INFORM -- that factions within the u.s. intelligece community have effected a coup d'etat in my homeland.> <GREET my friends-->"", '<INFORM this constitutes an act of war.>']",[],bp_2_209_3,"[[182.0, 10.0, 420.0, 93.0], [324.0, 71.0, 426.0, 143.0]]",[],"[[159.0, 123.0, 235.0, 223.0], [160.0, 122.0, 232.0, 221.0]]"
"[""<ORDER get back to new york.> <INFORM you've got 24 hours to get king t'challa to retract his statement> <NOT_CLASSIFIABLE or you're shipping out to -->""]",[],bp_2_210_3,"[[9.0, 5.0, 286.0, 100.0]]",[],"[[35.0, 114.0, 183.0, 356.0]]"
"[""<WHY_QUESTION t'challa -- what do you want from me?!>"", '<FEEDBACK nicole.. it is not our time.>', '<INFORM first in my life is to defend and serve the wakandans.><COMMIT  for me to truly lead, i must be more than king -->', '<COMMIT -- i must be chieftain of the panther clan.><INFORM  my studies here are part of that pilgrimage.>']",[],bp_2_211_0,"[[186.0, 23.0, 306.0, 93.0], [327.0, 20.0, 433.0, 73.0], [420.0, 29.0, 583.0, 159.0], [434.0, 162.0, 597.0, 273.0]]",[],"[[296.0, 218.0, 330.0, 250.0], [375.0, 190.0, 411.0, 226.0], [379.0, 192.0, 411.0, 229.0], [376.0, 192.0, 406.0, 227.0]]"
"['<FEEDBACK i mean, nick, there are practical limits to what i can tell a head of state to do or not to do -->']",[],bp_2_211_1,"[[207.0, 187.0, 368.0, 308.0]]",[],"[[-1.0, -1.0, -1.0, -1.0]]"
"['<YES-NO_QUESTION and me?> <YES-NO_QUESTION was i part of the journey?>', '<FEEDBACK of course.> <INFORM but the journey continues.> <NOT_CLASSIFIABLE if i rest...> <NOT_CLASSIFIABLE if i stray...> <INFORM my people perish.> <ORDER you must understand that.>', '<FEEDBACK -- -- i do.>']",[],bp_2_211_2,"[[270.0, 5.0, 402.0, 57.0], [36.0, 310.0, 220.0, 452.0], [315.0, 349.0, 377.0, 433.0]]",[],"[[310.0, 104.0, 399.0, 210.0], [124.0, 81.0, 209.0, 194.0], [310.0, 105.0, 398.0, 209.0]]"
"['<NOT_CLASSIFIABLE and, so...>', ""<INFORM ... you've pled your case before the global council, declared war on the mightiest nation on the planet -->"", '<INFORM -- and scarcely do the winds of change blow.>', '<INFORM how the mighty have fallen.>']",['the hockey puck'],bp_2_213_0,"[[139.0, 84.0, 190.0, 121.0], [139.0, 120.0, 300.0, 240.0], [161.0, 240.0, 281.0, 311.0], [594.0, 75.0, 712.0, 137.0]]","[[262.0, 9.0, 658.0, 57.0]]","[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [677.0, 152.0, 729.0, 215.0]]"
"[""<INFORM you will be assassinated before dawn, t'challa we both know it.>"", ""<FEEDBACK we both know you need me now. if it wasn't for me>"", '<FEEDBACK ah, finally -- my cue -->']",[],bp_2_213_2,"[[34.0, 6.0, 266.0, 58.0], [266.0, 6.0, 490.0, 58.0], [125.0, 338.0, 243.0, 397.0]]",[],"[[60.0, 63.0, 183.0, 203.0], [266.0, 85.0, 442.0, 217.0], [-1.0, -1.0, -1.0, -1.0]]"
"[""<INFORM i thougnt we had a deal, t'challa.> <INFORM i thought after my royal dumping, i'd be through with this kind of thing.>"", '<INFORM i\'ve been kidnapped, made into a human bomb, arrested, trailed by spy-guys, shot at, and ""detained"" by that creepy white wolf>.<INFORM  all in all, a pretty full day.\n>']",[],bp_2_215_2,"[[16.0, 2.0, 188.0, 134.0], [52.0, 472.0, 210.0, 667.0]]",[],"[[108.0, 197.0, 256.0, 371.0], [112.0, 198.0, 256.0, 371.0]]"
"[""<FEEDBACK yes!><ORDER nail 'em your high -->""]","['thank you, dr. achebe.']",bp_2_216_4,"[[150.0, 1.0, 323.0, 86.0]]","[[18.0, 15.0, 116.0, 70.0]]","[[176.0, 80.0, 287.0, 245.0]]"
"['<INFORM only here, in the techno jungle, can the prowlers be stopped.>', '<INFORM hidden within this labyrinth are protocols and controls known only to me.>', ""<YES-NO_QUESTION you've known all along, haven't you?> <INFORM you knew the trip to the u.s. was a lure --> <INFORM you knew there'd be a coup -->"", '<FEEDBACK i suspected.> <INFORM had i not feigned ignorance, many more innocents would have been harmed -->']",[],bp_2_217_1,"[[4.0, 4.0, 168.0, 95.0], [28.0, 304.0, 196.0, 401.0], [446.0, 6.0, 680.0, 132.0], [576.0, 258.0, 773.0, 399.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [353.0, 69.0, 484.0, 238.0], [704.0, 71.0, 811.0, 220.0]]"
"['<INFORM -- this trap, or the fact achebe must have been planning to put you in it for months.>', ""<INFORM i mean you don't exactly buy one of these things from k-mart...>""]",[],bp_2_219_0,"[[695.0, 3.0, 902.0, 77.0], [791.0, 83.0, 903.0, 174.0]]",[],"[[459.0, 27.0, 601.0, 142.0], [459.0, 25.0, 601.0, 141.0]]"
"['<FEEDBACK ah, yes.> <INFORM i know that...>', ""<INFORM y'know, your highness, i don't know what's scarier -->""]",[],bp_2_219_1,"[[600.0, 198.0, 656.0, 251.0], [655.0, 175.0, 813.0, 287.0]]",[],"[[224.0, 29.0, 375.0, 171.0], [225.0, 28.0, 373.0, 168.0]]"
"[""<INFORM and, you're naked.>"", '<FEEDBACK correct.>', ""<INFORM and if i don't, i'll probably die.>"", '<FEEDBACK correct.>']",[],bp_2_219_4,"[[27.0, 8.0, 127.0, 74.0], [6.0, 73.0, 110.0, 108.0], [38.0, 112.0, 136.0, 180.0], [13.0, 173.0, 112.0, 213.0]]",[],"[[140.0, 58.0, 295.0, 244.0], [-1.0, -1.0, -1.0, -1.0], [139.0, 57.0, 295.0, 245.0], [-1.0, -1.0, -1.0, -1.0]]"
"[""<FEEDBACK ...maybe he thinks i'm his friend...>""]",[],bp_2_220_5,"[[101.0, 64.0, 218.0, 118.0]]",[],"[[163.0, 189.0, 301.0, 389.0]]"
"['<ORDER ... go home.>', '<INFORM i am home.><INFORM i was home.>']",[],bp_2_221_1,"[[20.0, 30.0, 90.0, 73.0], [110.0, 19.0, 227.0, 96.0]]",[],"[[54.0, 140.0, 108.0, 217.0], [156.0, 120.0, 301.0, 272.0]]"
"[""<INFORM i should have told you about school-- about t'challa and me.>"", '<INFORM ross-- it was a long time ago.>']",[],bp_2_221_3,"[[16.0, 15.0, 155.0, 82.0], [131.0, 75.0, 214.0, 129.0]]",[],"[[248.0, 66.0, 284.0, 104.0], [248.0, 67.0, 281.0, 104.0]]"
"[""<INFORM ... i'll kill you... you ...>""]",[],bp_2_222_5,"[[130.0, 8.0, 250.0, 80.0]]",[],"[[27.0, 44.0, 152.0, 178.0]]"
['<NOT_CLASSIFIABLE you-- son of a--!!>'],[],bp_2_222_8,"[[59.0, 36.0, 119.0, 79.0]]",[],"[[38.0, 273.0, 86.0, 305.0]]"
"['<ORDER -- take it like a man.>', ""<INFORM y'know, for a tall guy raised in harlem -- you play ball like a girl.>"", '<INFORM all that muscle makes your trip over your own feet.>', ""<INFORM makes me wonder how you managed to beat t'challa so many times.>"", '<FEEDBACK every time.>', '<FEEDBACK whatever.>']",[],bp_2_223_0,"[[118.0, 20.0, 211.0, 80.0], [19.0, 71.0, 190.0, 148.0], [20.0, 147.0, 174.0, 228.0], [23.0, 223.0, 200.0, 305.0], [446.0, 280.0, 515.0, 324.0], [425.0, 346.0, 534.0, 385.0]]",[],"[[267.0, 97.0, 388.0, 234.0], [268.0, 95.0, 387.0, 230.0], [268.0, 98.0, 385.0, 230.0], [266.0, 98.0, 384.0, 231.0], [481.0, 7.0, 678.0, 251.0], [266.0, 94.0, 385.0, 233.0]]"
"[""<INFORM y'know -- -- i don't think i like you.>"", ""<NOT_CLASSIFIABLE c'mon, erik killmonger -- big chief n'jadaka -- the michael milken of the african continent -- toughest guy in town -->""]",[],bp_2_223_1,"[[5.0, 8.0, 145.0, 104.0], [6.0, 392.0, 147.0, 537.0]]",[],"[[169.0, 8.0, 369.0, 231.0], [-1.0, -1.0, -1.0, -1.0]]"
"['<YES-NO_QUESTION you got any tuna?>', '<FEEDBACK pantry.>', ""<INFORM think i'll grab a sandwich.> <YES-NO_QUESTION you want -- ?>"", '<FEEDBACK sure.>']",[],bp_2_227_0,"[[647.0, 63.0, 740.0, 117.0], [680.0, 148.0, 774.0, 178.0], [780.0, 153.0, 902.0, 247.0], [751.0, 254.0, 820.0, 292.0]]",[],"[[819.0, 331.0, 928.0, 605.0], [625.0, 346.0, 771.0, 621.0], [819.0, 324.0, 926.0, 604.0], [627.0, 347.0, 767.0, 619.0]]"
"['<FEEDBACK not in the mood, queen.>', '<ORDER look at me!> <INFORM at what they made me wear!>', '<YES-NO_QUESTION does ""dora milaje"" mean ""ready for cocktail party at all times""?*>']","['*no, actually it means ""adored ones"". --tom']",bp_2_227_2,"[[77.0, 8.0, 181.0, 58.0], [29.0, 73.0, 149.0, 154.0], [261.0, 239.0, 396.0, 333.0]]","[[400.0, 284.0, 531.0, 323.0]]","[[357.0, 4.0, 530.0, 225.0], [178.0, 67.0, 282.0, 219.0], [179.0, 68.0, 283.0, 220.0]]"
['<BACKCHANNEL ghaaaaaahhh--> <ORDER put me downnn--!!>'],"['--tends to fold like a cheap suit the minute you take their toys away.', 'the client was just a tad obsessed, which, depending on which side of the good guy/dirtbag fence you were on--', '--made this the ultimate good news/bad news situation.']",bp_2_228_0,"[[117.0, 117.0, 267.0, 169.0]]","[[10.0, 24.0, 206.0, 78.0], [213.0, 806.0, 463.0, 878.0], [628.0, 903.0, 846.0, 946.0]]","[[231.0, 241.0, 315.0, 317.0]]"
"['<INFORM -- remember, here in america, you are not to kill.>']",[],bp_2_230_4,"[[263.0, 4.0, 443.0, 62.0]]",[],"[[-1.0, -1.0, -1.0, -1.0]]"
"['<YES-NO_QUESTION ""grown""?!> <INFORM i\'m only 16, gramps.>', '<INFORM in our culture, you would be married by now!> <INFORM we do not infantilize our young!>', '<FEEDBACK ... obviously ...>', '<ORDER and you shall address me as mama!>']",[],bp_2_231_2,"[[279.0, 9.0, 383.0, 56.0], [314.0, 56.0, 472.0, 137.0], [329.0, 153.0, 451.0, 188.0], [643.0, 36.0, 769.0, 83.0]]",[],"[[512.0, 58.0, 614.0, 170.0], [180.0, 74.0, 252.0, 148.0], [517.0, 62.0, 606.0, 161.0], [182.0, 76.0, 246.0, 143.0]]"
"[""<OR_QUESTION let's see... do i feel like tribal or tribal--?>"", '<WHY_QUESTION whose closet am i digging through --?>', '<INFORM yours.> <INFORM you will find they are all in your size-->', '<YES-NO_QUESTION realy--?> <INFORM well--i may have found somethink i like-->']",[],bp_2_232_1,"[[54.0, 4.0, 213.0, 52.0], [128.0, 58.0, 295.0, 111.0], [170.0, 124.0, 283.0, 210.0], [128.0, 391.0, 283.0, 457.0]]",[],"[[323.0, 86.0, 405.0, 193.0], [321.0, 86.0, 403.0, 193.0], [-1.0, -1.0, -1.0, -1.0], [322.0, 86.0, 402.0, 191.0]]"
"['<FEEDBACK whatever.>', ""<INFORM hey here's an idea...>"", ""<INFORM y'know, with a little bit of work--we might actually be onto something here...>""]",[],bp_2_232_2,"[[41.0, 5.0, 128.0, 25.0], [137.0, 4.0, 232.0, 47.0], [31.0, 50.0, 190.0, 130.0]]",[],"[[2.0, 128.0, 269.0, 479.0], [2.0, 127.0, 269.0, 478.0], [2.0, 127.0, 268.0, 478.0]]"
