img_id,dialog,narration,dialog_bounding_boxes,narration_bounding_boxes,face_bounding_boxes
bp_0_55_5,"[""<INFORM you've only aroused him to full fury!> <INFORM he'll crush us like mice!>"", ""<FEEDBACK he'll finish us at any rate--> <NOT_CLASSIFIABLE if we don't find a way to get him first!>""]",[],"[[123.0, 5.0, 284.0, 109.0], [307.0, 5.0, 452.0, 123.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [210.0, 146.0, 267.0, 213.0]]"
bp_0_56_4,"[""<INFORM you've got it, mister little, the ball is yours!>"", ""<FEEDBACK i-it's mad,><COMMIT  but i'll do it!>""]",[],"[[303.0, 73.0, 457.0, 158.0], [367.0, 162.0, 463.0, 242.0]]",[],"[[228.0, 97.0, 265.0, 155.0], [395.0, 241.0, 425.0, 259.0]]"
bp_0_57_1,"[""<INFORM we've done it, mister little!> <OFFER you can come out now!>""]",[],"[[4.0, 2.0, 180.0, 97.0]]",[],"[[-1.0, -1.0, -1.0, -1.0]]"
bp_0_57_3,"[""<INFORM the gateway to the hidden samurai city can't be far!><INFORM  our lives depend on finding it!>"", ""<NOT_CLASSIFIABLE if only the map hadn't been lost that-->"", '<ORDER hold it--!> <INFORM we may have a guide!>']",[],"[[5.0, 8.0, 178.0, 133.0], [21.0, 165.0, 157.0, 239.0], [263.0, 5.0, 420.0, 71.0]]",[],"[[3.0, 335.0, 139.0, 466.0], [3.0, 337.0, 138.0, 452.0], [195.0, 111.0, 462.0, 421.0]]"
bp_0_59_1,"['<BACKCHANNEL yes!> <COMMIT we know!> <COMMIT we also know that the samurai code forbids the slaying of unarmed opponents!>', '<FEEDBACK that is so, fat little fly!> <FEEDBACK but destiny has changed its meaning!>']",[],"[[3.0, 3.0, 198.0, 181.0], [216.0, 62.0, 321.0, 245.0]]",[],"[[86.0, 229.0, 141.0, 305.0], [334.0, 137.0, 464.0, 348.0]]"
bp_0_59_4,"[""<FEEDBACK that is--if you're truly what you claim to be!> <INFORM the ronin samurai are known to have died centuries ago!>"", '<FEEDBACK your tongue is as oily as your purpose here!> <INFORM you know that we have survived the centuries!>']",[],"[[8.0, 9.0, 314.0, 137.0], [314.0, 9.0, 452.0, 237.0]]",[],"[[96.0, 63.0, 155.0, 132.0], [-1.0, -1.0, -1.0, -1.0]]"
bp_0_5_2,"[""<INFORM he's been blown to bits!!> <INFORM the blast almost took us with him!> <INFORM I'm surprised that your copter still has all its rivets!!>"", ""<FEEDBACK it's a sturdy craft, i assure you!> <INFORM abner little's equipment is unequalled for quality!>""]",[],"[[58.0, 4.0, 418.0, 86.0], [252.0, 99.0, 458.0, 215.0]]",[],"[[4.0, 95.0, 244.0, 418.0], [191.0, 358.0, 307.0, 456.0]]"
bp_0_60_3,"['<INFORM i admit that your strategy of distracting him with conversation was well planned!>', '<WHY_QUESTION who would criticize such flawless timing?>', '<INFORM --but clumsily carried out! i trust that you realise the value of my sterling assistance!>']",[],"[[0.0, 2.0, 240.0, 119.0], [240.0, 1.0, 420.0, 100.0], [1.0, 120.0, 215.0, 253.0]]",[],"[[81.0, 245.0, 152.0, 316.0], [237.0, 123.0, 361.0, 327.0], [82.0, 245.0, 150.0, 314.0]]"
bp_0_61_1,"[""<INFORM i am t'challa, ruler of the wakandas!>"", '<INFORM it is no disgrace to lose a fight at my hands!>', '<INFORM besides... you were merely deceived by a desperate ruse!>', ""<FEEDBACK no matter!> <INFORM i've failed in my duty!>"", '<INFORM i must die--!>']",[],"[[8.0, 0.0, 293.0, 47.0], [116.0, 49.0, 267.0, 156.0], [110.0, 161.0, 267.0, 295.0], [297.0, 3.0, 447.0, 78.0], [320.0, 73.0, 427.0, 132.0]]",[],"[[2.0, 49.0, 105.0, 277.0], [3.0, 49.0, 104.0, 273.0], [3.0, 49.0, 102.0, 273.0], [273.0, 139.0, 446.0, 316.0], [274.0, 137.0, 444.0, 314.0]]"
bp_0_61_2,"[""<INFORM you don't understand, stranger...><INFORM to lose one's sword so shamefully is a total disgrace!>"", '<FEEDBACK sorry -- but it must stay in my keeping!>', '<INFORM poor fellow.><INFORM i know what he means by shabby treatment!>']",[],"[[4.0, 3.0, 184.0, 159.0], [185.0, 2.0, 345.0, 90.0], [374.0, 9.0, 455.0, 193.0]]",[],"[[99.0, 100.0, 160.0, 163.0], [206.0, 85.0, 270.0, 143.0], [348.0, 226.0, 425.0, 299.0]]"
bp_0_62_0,"['<INFORM we samurais have not centuries without keeping abreast of your technical achievements!>', ""<INFORM incredible!><INFORM an ancient culture has kept it's traditions intact in a world of modern wonders!>"", '<INFORM the laser ray is making contact with that exposed device!>']","['to the astonishment of his onlookers, the warrior unleashes a laser beam...']","[[5.0, 81.0, 347.0, 167.0], [717.0, 28.0, 934.0, 169.0], [765.0, 178.0, 936.0, 287.0]]","[[2.0, 2.0, 459.0, 48.0]]","[[121.0, 179.0, 276.0, 328.0], [654.0, 160.0, 699.0, 224.0], [812.0, 299.0, 852.0, 346.0]]"
bp_0_63_4,"[""<INFORM that's the largest gong i've ever seen.>"", '<ORDER stay back, outsiders! ><INFORM this must be done!>']",['then...'],"[[4.0, 287.0, 128.0, 368.0], [320.0, 291.0, 454.0, 372.0]]","[[2.0, 3.0, 96.0, 31.0]]","[[109.0, 379.0, 137.0, 406.0], [238.0, 354.0, 289.0, 385.0]]"
bp_0_64_2,"['<INFORM the echoes from tha gong are bursting my skull! i must find surcease from these devilish customs!>', '<INFORM personally, i look forward to a six month headache!>']",[],"[[5.0, 2.0, 274.0, 120.0], [313.0, 4.0, 468.0, 111.0]]",[],"[[113.0, 95.0, 323.0, 368.0], [-1.0, -1.0, -1.0, -1.0]]"
bp_0_64_4,"[""<INFORM we've got to move quickly, t'challa!> <INFORM we must locate the prize we came for -- and depart before these rituals kill us!>"", ""<INFORM the rituals don't concern me anymore...> <ORDER turn around, mister little.>""]",[],"[[7.0, 7.0, 234.0, 208.0], [326.0, 7.0, 451.0, 151.0]]",[],"[[54.0, 220.0, 212.0, 368.0], [222.0, 15.0, 333.0, 147.0]]"
bp_0_65_0,"['<INFORM death to those who serve the ruler!>', ""<NOT_CLASSIFIABLE no!> <ORDER don't!> <INFORM this is treason!>"", '<ORDER warn the regent!><BACKCHANNEL  ugh--!>']","[""meanwhile, in the tribal kingdom of wakandas, tragedy strikes the people of t'challa!""]","[[2.0, 82.0, 137.0, 179.0], [311.0, 67.0, 455.0, 136.0], [633.0, 10.0, 749.0, 75.0]]","[[7.0, 3.0, 418.0, 66.0]]","[[-1.0, -1.0, -1.0, -1.0], [183.0, 91.0, 289.0, 171.0], [821.0, 23.0, 881.0, 92.0]]"
bp_0_65_4,"[""<ORDER stand where you are, n'gassi!> <COMMIT we're taking charge --and stripping you of your duties!>"", ""<FEEDBACK only t'challa can do that! until he returns, i alone am entrusted with the affairs of this domain!>""]",[],"[[13.0, 5.0, 228.0, 115.0], [243.0, 7.0, 457.0, 138.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [343.0, 94.0, 386.0, 150.0]]"
bp_0_66_1,"['<NOT_CLASSIFIABLE long live general jakarra -- ruler of the wakandas and first guardian of the panther cult!>', ""<YES-NO_QUESTION a rather impressive title, eh n'gassi?>""]",[],"[[27.0, 5.0, 416.0, 76.0], [171.0, 69.0, 339.0, 177.0]]",[],"[[10.0, 77.0, 123.0, 182.0], [160.0, 194.0, 271.0, 343.0]]"
bp_0_66_3,"[""<INFORM it was wasted on one such as t'challa!> <INFORM it's time for the wakanda name to achieve new and greated prominence!>"", ""<FEEDBACK your cursed envy of t'challa will lead us all to destruction!> <INFORM i warn you -- be content with the rank you've earned!>""]",[],"[[3.0, 9.0, 180.0, 237.0], [260.0, 3.0, 457.0, 163.0]]",[],"[[58.0, 333.0, 150.0, 452.0], [229.0, 196.0, 331.0, 321.0]]"
bp_0_67_1,"[""<NOT_CLASSIFIABLE however, if t'challa does win this match, it would be sporting of you to give us a sample of your water of immortality!!>"", '<INFORM it is the vain dream of all outsiders who seek out this domain!>']",[],"[[9.0, 11.0, 188.0, 169.0], [199.0, 9.0, 310.0, 181.0]]",[],"[[61.0, 239.0, 220.0, 398.0], [293.0, 77.0, 419.0, 392.0]]"
bp_0_67_4,"['<WHY_QUESTION what does he mean, mister little?> <INFORM i detect a grudge fight in the offing!>', ""<FEEDBACK it's nothing you can't handle, t'challa!>"", ""<FEEDBACK in the land of the ronin we live by shinzu's word!>""]",[],"[[3.0, 4.0, 285.0, 130.0], [300.0, 1.0, 454.0, 83.0], [299.0, 82.0, 456.0, 188.0]]",[],"[[45.0, 47.0, 147.0, 173.0], [191.0, 179.0, 424.0, 404.0], [190.0, 180.0, 421.0, 403.0]]"
bp_0_68_1,"['<INFORM you shall fight again with the fist against one schooled in the art.>', ""<INFORM win or lose--it will be your worthiness as a foe which will prove akiro's right to remain as a ronin!>""]",[],"[[6.0, 9.0, 193.0, 105.0], [5.0, 130.0, 216.0, 270.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]"
bp_0_69_0,"['<INFORM the panther has all the lowly virtues of the rat and the eel!>', ""<FEEDBACK i'll clear up your confusion,> <NOT_CLASSIFIABLE once i adjust this ritual hood!>""]",[],"[[5.0, 4.0, 160.0, 125.0], [346.0, 244.0, 454.0, 417.0]]",[],"[[149.0, 70.0, 213.0, 121.0], [257.0, 131.0, 358.0, 230.0]]"
bp_0_69_5,"[""<INFORM t'challa seems to have seized controll of the battle!>""]",['the cruelling battle continues in a wearing test of strength and stamina!'],"[[9.0, 221.0, 140.0, 319.0]]","[[4.0, 1.0, 265.0, 90.0]]","[[34.0, 332.0, 102.0, 406.0]]"
bp_0_6_2,"['<INFORM they want us to land, mister little.> <INFORM they mean business!>']",['the jet-packers keep pace with the copter like an aerial escort. they point their weapons and signal for surrender!'],"[[208.0, 74.0, 462.0, 167.0]]","[[3.0, 2.0, 463.0, 61.0]]","[[204.0, 121.0, 330.0, 237.0]]"
bp_0_70_1,"[""<INFORM they're leaving!> <INFORM this is the opportunity i've been waiting for!>"", '<ORDER let us see to our duties, senji.>', '<INFORM it is a trust we can now carry out with renewed vigor!>']",['then ...'],"[[7.0, 40.0, 194.0, 136.0], [208.0, 5.0, 349.0, 89.0], [258.0, 271.0, 425.0, 387.0]]","[[4.0, 4.0, 98.0, 36.0]]","[[45.0, 153.0, 137.0, 202.0], [191.0, 95.0, 251.0, 137.0], [269.0, 80.0, 322.0, 115.0]]"
bp_0_70_2,"[""<INFORM and this is a task which requires the immediate appliance of the mental agility i'm so famous for.>"", ""<INFORM i've still got my pistol and time enough to get what i came for!>""]",[],"[[8.0, 11.0, 256.0, 105.0], [290.0, 10.0, 454.0, 126.0]]",[],"[[129.0, 119.0, 290.0, 282.0], [130.0, 119.0, 290.0, 282.0]]"
bp_0_70_4,"[""<BACKCHANNEL by jupiter's myriad moons!>"", '<INFORM it is time, senji!><ORDER  fill your cup and live as a ronin for the next hundred years!>']","['after wandering undiscovered, the collector is drawn to the sound of voices...']","[[173.0, 58.0, 389.0, 119.0], [259.0, 132.0, 455.0, 256.0]]","[[4.0, 3.0, 387.0, 69.0]]","[[5.0, 99.0, 243.0, 443.0], [-1.0, -1.0, -1.0, -1.0]]"
bp_0_71_3,"['<INFORM time is on my side,> <NOT_CLASSIFIABLE puny one!>', ""<FEEDBACK crow if you like,> <INFORM but this isn't over yet!>""]","[""t'challa barely manages to block a bone-crushing blow...""]","[[364.0, 2.0, 457.0, 115.0], [293.0, 306.0, 449.0, 393.0]]","[[5.0, 7.0, 226.0, 84.0]]","[[-1.0, -1.0, -1.0, -1.0], [150.0, 259.0, 257.0, 430.0]]"
bp_0_72_0,"[""<ORDER forget that silly brawl, t'challa!> <ORDER let's get out of here!>"", '<ORDER stop him--!>', '<FEEDBACK this is sacrilege!>', ""<INFORM he's seized a vase of the sacred water!> <INFORM it means his death!>"", '<INFORM that greedy little collector has done it again!> <INFORM anything can happen now--!>']","['suddenly, mister little dashes into view -- pursued by a squad of angered samurai...']","[[9.0, 77.0, 189.0, 174.0], [178.0, 155.0, 264.0, 209.0], [576.0, 9.0, 697.0, 47.0], [139.0, 475.0, 305.0, 585.0], [786.0, 363.0, 942.0, 491.0]]","[[6.0, 5.0, 373.0, 68.0]]","[[27.0, 257.0, 121.0, 336.0], [297.0, 68.0, 397.0, 177.0], [596.0, 74.0, 692.0, 173.0], [555.0, 493.0, 740.0, 681.0], [508.0, 252.0, 630.0, 347.0]]"
bp_0_73_1,"[""<INFORM instead of rushing to mister littles's aid i should join these samurai in hunting him down!>"", '<ORDER close in on the stranger!!>', ""<FEEDBACK never fear we've got him trapped!>""]",[],"[[5.0, 6.0, 170.0, 149.0], [105.0, 194.0, 222.0, 252.0], [355.0, 259.0, 455.0, 351.0]]",[],"[[184.0, 49.0, 254.0, 104.0], [4.0, 184.0, 118.0, 459.0], [270.0, 272.0, 366.0, 421.0]]"
bp_0_73_3,"[""<INFORM you're mad as a hatter!> <INFORM you won't live another five minutes in this sea of swords!>"", '<INFORM whatever chance we had of staying alive is gone!>', '<FEEDBACK that remains to be seen!>']",[],"[[1.0, 3.0, 246.0, 109.0], [5.0, 124.0, 128.0, 244.0], [356.0, 1.0, 458.0, 83.0]]",[],"[[133.0, 89.0, 236.0, 224.0], [134.0, 88.0, 233.0, 221.0], [351.0, 153.0, 457.0, 280.0]]"
bp_0_74_0,"['<INFORM that tiny maggot is a thief without honor!> <INFORM yet you would defend him with you life!>', '<INFORM he is a warmless victim of his own greed!> <YES-NO_QUESTION must he die for this?>', '<INFORM even now he clings to a flask of our sacred water!> <FEEDBACK the gnat stole it--!> <FEEDBACK the grat shall die for it!>']",[],"[[7.0, 7.0, 227.0, 102.0], [261.0, 3.0, 464.0, 84.0], [583.0, 5.0, 839.0, 96.0]]",[],"[[26.0, 111.0, 130.0, 241.0], [365.0, 157.0, 545.0, 339.0], [497.0, 2.0, 580.0, 77.0]]"
bp_0_74_1,"['<ORDER explain yourself!> <INFORM if you mock the code in hope of deceiving us, your heart shall be swiftly pierced!>', ""<FEEDBACK then, look upon t'challa, ruler of the wakandas, a people of honor equal to your samurai!>""]",[],"[[5.0, 3.0, 224.0, 141.0], [228.0, 2.0, 466.0, 126.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [107.0, 131.0, 393.0, 464.0]]"
bp_0_74_2,"['<INFORM that is a well conceived jest, but totally unworthy of your mettle.> <INFORM it cannot save you!>', '<OFFER if that is so, i wait for the strike of the sword!>', '<INFORM but, i see doubt in the eyes of mighty shinzu.> <INFORM he knows that i speak the truth!> <INFORM a king rules wherever he stands!>']",[],"[[4.0, 3.0, 197.0, 140.0], [243.0, 3.0, 459.0, 64.0], [282.0, 92.0, 460.0, 261.0]]",[],"[[2.0, 238.0, 114.0, 464.0], [205.0, 50.0, 262.0, 136.0], [204.0, 49.0, 262.0, 135.0]]"
bp_0_75_0,"['<ORDER behold, shinzu --> <INFORM i return this priceless water to its rightful guardians.>', '<INFORM you are wise to give freely what we could easily take!>']",[],"[[6.0, 10.0, 142.0, 144.0], [363.0, 69.0, 453.0, 223.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [308.0, 309.0, 385.0, 381.0]]"
bp_0_75_1,"['<WHY_QUESTION and who but a true king can dispense justice that settles an issue?>', ""<WHY_QUESTION what are you up to, t'challa?> <WHY_QUESTION what are you going to do!?>""]",[],"[[5.0, 7.0, 261.0, 90.0], [269.0, 4.0, 464.0, 88.0]]",[],"[[43.0, 113.0, 176.0, 291.0], [256.0, 117.0, 462.0, 364.0]]"
bp_0_75_3,"[""<INFORM i'm claiming diplomatic immunity to save your miserable hide, abner little!>"", '<ORDER now, give me that water jug!>', '<FEEDBACK no--! no!!>']",[],"[[7.0, 6.0, 225.0, 139.0], [226.0, 6.0, 429.0, 52.0], [271.0, 72.0, 384.0, 127.0]]",[],"[[109.0, 80.0, 240.0, 218.0], [109.0, 78.0, 242.0, 217.0], [-1.0, -1.0, -1.0, -1.0]]"
bp_0_75_4,"[""<ORDER let me go, you mound of muscle!><INFORM  i've dropped the jug!!>"", ""<INFORM the thing is made of metal --it won't spill a drop!>""]",[],"[[2.0, 3.0, 198.0, 76.0], [291.0, 0.0, 455.0, 89.0]]",[],"[[60.0, 187.0, 180.0, 269.0], [210.0, 38.0, 316.0, 140.0]]"
bp_0_77_1,"[""<INFORM i've neglected family and duty for lengthy involvements with the world...>"", '<COMMIT this time i shall return to the land of the panther cult--where no man calls me--outsider!>', '<FEEDBACK homesickness will not change the facts.> <INFORM your domain is rather small and remote!>', ""<INFORM you're really an african provincial, my lad!>""]",[],"[[5.0, 4.0, 262.0, 83.0], [7.0, 83.0, 248.0, 209.0], [274.0, 27.0, 451.0, 176.0], [275.0, 185.0, 449.0, 320.0]]",[],"[[146.0, 172.0, 244.0, 295.0], [147.0, 171.0, 244.0, 291.0], [240.0, 351.0, 343.0, 457.0], [240.0, 349.0, 342.0, 453.0]]"
bp_0_77_5,"[""<INFORM when this is over, i'm going home, mister little--home to the wakandas!>""]",['the journey continues through deep sea tunnels that wind endlessly onward...'],"[[255.0, 124.0, 412.0, 231.0]]","[[3.0, 3.0, 425.0, 71.0]]","[[-1.0, -1.0, -1.0, -1.0]]"
bp_0_78_3,"['<INFORM a flashing star has fallen upon our land!> <INFORM it is a thing of great wonder!>', '<FEEDBACK though it shakes the ground and fills the air with sounds of thunder, we fear it not--!>']","['""my ancestors were people of truth! they saw it happen and recorded the event for all time...']","[[5.0, 71.0, 259.0, 151.0], [231.0, 119.0, 443.0, 235.0]]","[[3.0, 2.0, 457.0, 68.0]]","[[56.0, 170.0, 201.0, 351.0], [233.0, 250.0, 308.0, 362.0]]"
bp_0_79_1,"['<INFORM home-grown propaganda, dear fellow!><INFORM  every nation breeds it to keep its people united as well as interested!>', '<FEEDBACK then, tell me why that mound produces a metal found nowhere else on earth!>']",[],"[[7.0, 31.0, 177.0, 185.0], [233.0, 9.0, 449.0, 107.0]]",[],"[[1.0, 211.0, 110.0, 315.0], [333.0, 74.0, 458.0, 198.0]]"
bp_0_79_2,"['<WHY_QUESTION --and where can you find a people who would dedicate their future to keep all men from the harmful effects of an alien infection!>', '<FEEDBACK ah, yes... we come to the profitable venture which your family created: the panther cult!>']",[],"[[6.0, 6.0, 280.0, 146.0], [313.0, 7.0, 445.0, 196.0]]",[],"[[106.0, 120.0, 305.0, 388.0], [356.0, 184.0, 459.0, 299.0]]"
bp_0_7_2,"['<GREET mister little!> <ORDER look out!!>', '<BACKCHANNEL ugh--!>']",['the flash of gunfire suddenly decides the issue...'],"[[9.0, 57.0, 140.0, 116.0], [249.0, 340.0, 338.0, 378.0]]","[[4.0, 5.0, 350.0, 51.0]]","[[29.0, 136.0, 84.0, 187.0], [120.0, 190.0, 180.0, 237.0]]"
bp_0_7_3,"[""<INFORM you can slow it down now, mister little!!> <INFORM we've definitely lost them!!>"", '<COMMIT very well.> <INFORM my landing pad is not far from this area!>']","['meanwhile, miles ahead, the copter streaks on at blurring speeds...']","[[104.0, 73.0, 286.0, 193.0], [298.0, 72.0, 456.0, 180.0]]","[[102.0, 6.0, 455.0, 66.0]]","[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]"
bp_0_83_2,"[""<POLITENESS_FORMULA forgive us, n'gassi -- we follow your orders, now!>"", ""<ORDER the people must be warned to avoid all contact with jakarra!><INFORM he's the carrier of a grave infection!>""]",[],"[[37.0, 5.0, 217.0, 98.0], [241.0, 3.0, 452.0, 144.0]]",[],"[[0.0, 6.0, 131.0, 306.0], [273.0, 181.0, 358.0, 294.0]]"
bp_0_85_1,"[""<INFORM you collectors are so devious that you wouldn't know the truth if you heard it! >"", ""<ORDER don't test my patience panther!>"", '<ORDER make him talk, zanda!>']",[],"[[187.0, 2.0, 368.0, 141.0], [6.0, 297.0, 112.0, 413.0], [375.0, 327.0, 468.0, 421.0]]",[],"[[222.0, 146.0, 281.0, 207.0], [103.0, 315.0, 200.0, 430.0], [-1.0, -1.0, -1.0, -1.0]]"
bp_0_85_2,"['<INFORM i gave you full warning of what would befall your precious wakandas if you failed me!>', '<ORDER look>', '<FEEDBACK yes, i see it--the missile still waits on its launching pad--ready to be fired!>']",[],"[[6.0, 5.0, 210.0, 96.0], [11.0, 119.0, 109.0, 146.0], [261.0, 9.0, 451.0, 108.0]]",[],"[[82.0, 186.0, 164.0, 271.0], [83.0, 187.0, 164.0, 270.0], [225.0, 134.0, 362.0, 290.0]]"
bp_0_85_3,"['<INFORM although i lost the larger flask to the samurai, i managed to retain a small amount of the miracle water in this vial--!>', '<FEEDBACK you sawed-off schemer! i knew you were holding out on us!>', ""<INFORM i'll take that!>""]",[],"[[4.0, 3.0, 243.0, 154.0], [274.0, 2.0, 459.0, 106.0], [336.0, 128.0, 442.0, 206.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]"
bp_0_86_1,"['<INFORM you can handle this one, too!><ORDER the the vial!>', '<WHY_QUESTION what in blazes!?>']",[],"[[7.0, 286.0, 176.0, 402.0], [232.0, 2.0, 350.0, 60.0]]",[],"[[106.0, 192.0, 166.0, 264.0], [322.0, 22.0, 451.0, 155.0]]"
bp_0_86_2,"[""<ORDER start running, panther!> <INFORM it's you they'll be after, now!>"", '<ORDER send me a post card when you reach home!>']",[],"[[230.0, 4.0, 452.0, 85.0], [257.0, 95.0, 452.0, 184.0]]",[],"[[164.0, 177.0, 327.0, 419.0], [165.0, 175.0, 321.0, 410.0]]"
bp_0_87_1,['<ORDER begone!>'],[],"[[390.0, 60.0, 544.0, 103.0]]",[],"[[302.0, 55.0, 380.0, 154.0]]"
bp_0_88_0,"['<INFORM look out for exploding fuel drums, soldiers!>', ""<INFORM he's wrecking the air-field!>""]",['the black panther lunges ahead--creating chaos in his path!'],"[[7.0, 96.0, 167.0, 213.0], [817.0, 63.0, 948.0, 159.0]]","[[4.0, 5.0, 329.0, 75.0]]","[[88.0, 196.0, 153.0, 262.0], [823.0, 154.0, 887.0, 198.0]]"
bp_0_92_5,"[""<INFORM two men in a raft!> <COMMIT i've got no choice but to pick them up--!>"", ""<INFORM count on the unexpected to erect a roadblock when you're hurrying home!>""]",[],"[[3.0, 3.0, 268.0, 71.0], [5.0, 74.0, 226.0, 183.0]]",[],"[[318.0, 7.0, 434.0, 358.0], [317.0, 4.0, 434.0, 358.0]]"
bp_0_94_1,"[""<COMMIT i won't be handsome,> <INFORM that's for certain!>"", ""<ORDER be cautious, men!> <INFORM this won't be an ordinary capture!>""]",[],"[[11.0, 4.0, 253.0, 47.0], [211.0, 306.0, 331.0, 417.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [199.0, 162.0, 239.0, 211.0]]"
bp_0_94_4,"[""<INFORM he's chosen to attack! ><ORDER cut him down!>"", '<ORDER save your ammunition!> <INFORM the new jakarra is made of sterner substance than the man you knew!>']",[],"[[11.0, 5.0, 190.0, 74.0], [248.0, 1.0, 463.0, 189.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [206.0, 19.0, 287.0, 108.0]]"
bp_0_94_5,"['<INFORM he sought power--and found it-- in the strangest of ways!>', ""<ORDER look out, men!> <INFORM he's got the strength of a tank!>"", ""<FEEDBACK that power has driven you mad!> <INFORM you're a menace to all of humanity!>""]",[],"[[7.0, 2.0, 129.0, 116.0], [3.0, 242.0, 111.0, 358.0], [261.0, 4.0, 413.0, 100.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [77.0, 170.0, 141.0, 236.0], [358.0, 48.0, 420.0, 113.0]]"
bp_0_96_0,"[""<ORDER forget your home-- wherever that is!> <ORDER just do as you're told and stay alive!>"", ""<INFORM we've reached the african coast!> <INFORM i won't turn back for death himself!>"", ""<FEEDBACK that's sound advice, fly-boy!> <INFORM your next mistake will be fatal!>""]",[],"[[6.0, 8.0, 234.0, 77.0], [155.0, 112.0, 369.0, 185.0], [261.0, 2.0, 429.0, 94.0]]",[],"[[3.0, 99.0, 137.0, 333.0], [94.0, 185.0, 280.0, 431.0], [-1.0, -1.0, -1.0, -1.0]]"
bp_0_96_1,"['<INFORM so! you had the smarts all this time!>', '<FEEDBACK i recognized your face the moment it appeared in the open hatch--scarpa!>']",[],"[[2.0, 5.0, 204.0, 74.0], [4.0, 73.0, 199.0, 184.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]"
bp_0_96_5,"[""<INFORM it's got everything we need -- lots of fuel -- a good pilot -- and this heater for insurance!>"", ""<INFORM didn't know i was packing one,> <YES-NO_QUESTION did you!?>"", '<FEEDBACK i was thinking of home too.> <POLITENESS_FORMULA it was a mistake!>']",[],"[[7.0, 5.0, 258.0, 105.0], [6.0, 106.0, 224.0, 183.0], [282.0, 6.0, 429.0, 106.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [284.0, 139.0, 430.0, 383.0]]"
bp_0_97_3,"[""<INFORM i can't zero in on him, boss!>"", ""<INFORM not while he's shaking this tub to pieces!>"", ""<ORDER don't shoot to kill!> <ORDER just make him bleed a little!> <INFORM we need him alive!>""]",[],"[[345.0, 40.0, 431.0, 154.0], [205.0, 148.0, 337.0, 271.0], [42.0, 411.0, 184.0, 556.0]]",[],"[[206.0, 278.0, 308.0, 413.0], [206.0, 278.0, 309.0, 411.0], [191.0, 450.0, 436.0, 651.0]]"
bp_0_98_3,"['<INFORM i should have left you in that flaming wreckage, scarpa!>', '<INFORM let us hope i can get to your partner before the tanks blow!>']",['soon after...'],"[[89.0, 31.0, 317.0, 96.0], [289.0, 88.0, 428.0, 194.0]]","[[4.0, 3.0, 161.0, 34.0]]","[[193.0, 143.0, 249.0, 206.0], [189.0, 141.0, 249.0, 203.0]]"
bp_0_99_0,"['<INFORM well, well... the old man has come at last!>', '<INFORM he dresses rather simply for an administrator of high office!>', ""<INFORM a wise man needn't be a fashion plate.>"", '<BACKCHANNEL hunh!> <INFORM i knew the old leopard when he had less wisdom and more spirit!>', ""<INFORM i present n'gassi, first regent and aid to the mighty t'challa!>""]",['then...'],"[[12.0, 39.0, 153.0, 108.0], [180.0, 9.0, 377.0, 75.0], [298.0, 86.0, 447.0, 153.0], [440.0, 4.0, 619.0, 108.0], [638.0, 6.0, 867.0, 75.0]]","[[6.0, 8.0, 96.0, 29.0]]","[[62.0, 159.0, 124.0, 243.0], [175.0, 111.0, 243.0, 171.0], [355.0, 198.0, 415.0, 266.0], [461.0, 124.0, 519.0, 190.0], [-1.0, -1.0, -1.0, -1.0]]"
bp_0_99_2,"[""<INFORM this era of mobility has played havoc with our heritage! even mighty t'challa is out of reach in this grave hour...>"", '<INFORM he is sorely needed, noble one!>']",[],"[[11.0, 11.0, 250.0, 105.0], [275.0, 9.0, 412.0, 75.0]]",[],"[[69.0, 214.0, 197.0, 397.0], [297.0, 97.0, 426.0, 281.0]]"
bp_0_99_3,"[""<INFORM i've seen the others.><INFORM  they seem unlikely candidates for the task we face.><INFORM  it demands a warrior's hand, sire!><OFFER  perhaps mine..>"", '<FEEDBACK yours would do fine, jiru...><INFORM  if it coursed with the blood of royalty!>']",[],"[[6.0, 4.0, 340.0, 93.0], [186.0, 108.0, 405.0, 223.0]]",[],"[[18.0, 72.0, 175.0, 275.0], [269.0, 162.0, 400.0, 335.0]]"
bp_0_9_0,"[""<INFORM at last it's mine!> <INFORM the doorway to time itself--!> <INFORM compact and secure within this humble object!>"", '<FEEDBACK but it cannot be controlled highness!> <INFORM it!s dangerous to use!!>']",[],"[[3.0, 3.0, 393.0, 73.0], [279.0, 74.0, 455.0, 178.0]]",[],"[[73.0, 143.0, 230.0, 290.0], [378.0, 209.0, 461.0, 310.0]]"
